a	Error-Function
-1.204		0.77141
-1.203		0.771024
-1.202		0.770636
-1.201		0.770249
-1.2		0.769861
-1.199		0.769472
-1.198		0.769083
-1.197		0.768693
-1.196		0.768303
-1.195		0.767913
-1.194		0.767522
-1.193		0.767131
-1.192		0.766739
-1.191		0.766346
-1.19		0.765954
-1.189		0.76556
-1.188		0.765167
-1.187		0.764772
-1.186		0.764378
-1.185		0.763983
-1.184		0.763587
-1.183		0.763191
-1.182		0.762794
-1.181		0.762397
-1.18		0.762
-1.179		0.761602
-1.178		0.761203
-1.177		0.760804
-1.176		0.760405
-1.175		0.760005
-1.174		0.759605
-1.173		0.759204
-1.172		0.758803
-1.171		0.758401
-1.17		0.757999
-1.169		0.757596
-1.168		0.757193
-1.167		0.75679
-1.166		0.756386
-1.165		0.755981
-1.164		0.755576
-1.163		0.75517
-1.162		0.754765
-1.161		0.754358
-1.16		0.753951
-1.159		0.753544
-1.158		0.753136
-1.157		0.752728
-1.156		0.752319
-1.155		0.75191
-1.154		0.7515
-1.153		0.75109
-1.152		0.750679
-1.151		0.750268
-1.15		0.749856
-1.149		0.749444
-1.148		0.749031
-1.147		0.748618
-1.146		0.748205
-1.145		0.747791
-1.144		0.747376
-1.143		0.746961
-1.142		0.746546
-1.141		0.74613
-1.14		0.745714
-1.139		0.745297
-1.138		0.74488
-1.137		0.744462
-1.136		0.744043
-1.135		0.743625
-1.134		0.743205
-1.133		0.742786
-1.132		0.742366
-1.131		0.741945
-1.13		0.741524
-1.129		0.741102
-1.128		0.74068
-1.127		0.740258
-1.126		0.739834
-1.125		0.739411
-1.124		0.738987
-1.123		0.738563
-1.122		0.738138
-1.121		0.737712
-1.12		0.737286
-1.119		0.73686
-1.118		0.736433
-1.117		0.736006
-1.116		0.735578
-1.115		0.73515
-1.114		0.734721
-1.113		0.734292
-1.112		0.733862
-1.111		0.733432
-1.11		0.733001
-1.109		0.73257
-1.108		0.732138
-1.107		0.731706
-1.106		0.731273
-1.105		0.73084
-1.104		0.730407
-1.103		0.729973
-1.102		0.729538
-1.101		0.729103
-1.1		0.728668
-1.099		0.728232
-1.098		0.727796
-1.097		0.727359
-1.096		0.726921
-1.095		0.726483
-1.094		0.726045
-1.093		0.725606
-1.092		0.725167
-1.091		0.724727
-1.09		0.724287
-1.089		0.723846
-1.088		0.723405
-1.087		0.722963
-1.086		0.722521
-1.085		0.722078
-1.084		0.721635
-1.083		0.721192
-1.082		0.720747
-1.081		0.720303
-1.08		0.719858
-1.079		0.719412
-1.078		0.718966
-1.077		0.71852
-1.076		0.718073
-1.075		0.717625
-1.074		0.717177
-1.073		0.716729
-1.072		0.71628
-1.071		0.715831
-1.07		0.715381
-1.069		0.71493
-1.068		0.714479
-1.067		0.714028
-1.066		0.713576
-1.065		0.713124
-1.064		0.712671
-1.063		0.712218
-1.062		0.711764
-1.061		0.71131
-1.06		0.710855
-1.059		0.7104
-1.058		0.709945
-1.057		0.709488
-1.056		0.709032
-1.055		0.708575
-1.054		0.708117
-1.053		0.707659
-1.052		0.7072
-1.051		0.706741
-1.05		0.706282
-1.049		0.705822
-1.048		0.705361
-1.047		0.7049
-1.046		0.704439
-1.045		0.703977
-1.044		0.703515
-1.043		0.703052
-1.042		0.702588
-1.041		0.702124
-1.04		0.70166
-1.039		0.701195
-1.038		0.70073
-1.037		0.700264
-1.036		0.699798
-1.035		0.699331
-1.034		0.698864
-1.033		0.698396
-1.032		0.697928
-1.031		0.697459
-1.03		0.69699
-1.029		0.69652
-1.028		0.69605
-1.027		0.69558
-1.026		0.695108
-1.025		0.694637
-1.024		0.694165
-1.023		0.693692
-1.022		0.693219
-1.021		0.692746
-1.02		0.692272
-1.019		0.691797
-1.018		0.691322
-1.017		0.690847
-1.016		0.690371
-1.015		0.689894
-1.014		0.689417
-1.013		0.68894
-1.012		0.688462
-1.011		0.687984
-1.01		0.687505
-1.009		0.687025
-1.008		0.686546
-1.007		0.686065
-1.006		0.685584
-1.005		0.685103
-1.004		0.684621
-1.003		0.684139
-1.002		0.683656
-1.001		0.683173
-1		0.682689
-0.999		0.682205
-0.998		0.681721
-0.997		0.681235
-0.996		0.68075
-0.995		0.680264
-0.994		0.679777
-0.993		0.67929
-0.992		0.678802
-0.991		0.678314
-0.99		0.677826
-0.989		0.677337
-0.988		0.676847
-0.987		0.676357
-0.986		0.675867
-0.985		0.675376
-0.984		0.674884
-0.983		0.674393
-0.982		0.6739
-0.981		0.673407
-0.98		0.672914
-0.979		0.67242
-0.978		0.671926
-0.977		0.671431
-0.976		0.670936
-0.975		0.67044
-0.974		0.669943
-0.973		0.669447
-0.972		0.668949
-0.971		0.668452
-0.97		0.667954
-0.969		0.667455
-0.968		0.666956
-0.967		0.666456
-0.966		0.665956
-0.965		0.665455
-0.964		0.664954
-0.963		0.664452
-0.962		0.66395
-0.961		0.663448
-0.96		0.662945
-0.959		0.662441
-0.958		0.661937
-0.957		0.661433
-0.956		0.660928
-0.955		0.660422
-0.954		0.659916
-0.953		0.65941
-0.952		0.658903
-0.951		0.658396
-0.95		0.657888
-0.949		0.657379
-0.948		0.656871
-0.947		0.656361
-0.946		0.655851
-0.945		0.655341
-0.944		0.65483
-0.943		0.654319
-0.942		0.653807
-0.941		0.653295
-0.94		0.652782
-0.939		0.652269
-0.938		0.651756
-0.937		0.651241
-0.936		0.650727
-0.935		0.650212
-0.934		0.649696
-0.933		0.64918
-0.932		0.648663
-0.931		0.648146
-0.93		0.647629
-0.929		0.647111
-0.928		0.646592
-0.927		0.646073
-0.926		0.645554
-0.925		0.645034
-0.924		0.644514
-0.923		0.643993
-0.922		0.643471
-0.921		0.64295
-0.92		0.642427
-0.919		0.641904
-0.918		0.641381
-0.917		0.640857
-0.916		0.640333
-0.915		0.639808
-0.914		0.639283
-0.913		0.638757
-0.912		0.638231
-0.911		0.637705
-0.91		0.637177
-0.909		0.63665
-0.908		0.636122
-0.907		0.635593
-0.906		0.635064
-0.905		0.634535
-0.904		0.634005
-0.903		0.633474
-0.902		0.632943
-0.901		0.632412
-0.9		0.63188
-0.899		0.631347
-0.898		0.630814
-0.897		0.630281
-0.896		0.629747
-0.895		0.629213
-0.894		0.628678
-0.893		0.628143
-0.892		0.627607
-0.891		0.627071
-0.89		0.626534
-0.889		0.625997
-0.888		0.625459
-0.887		0.624921
-0.886		0.624382
-0.885		0.623843
-0.884		0.623304
-0.883		0.622764
-0.882		0.622223
-0.881		0.621682
-0.88		0.621141
-0.879		0.620599
-0.878		0.620056
-0.877		0.619513
-0.876		0.61897
-0.875		0.618426
-0.874		0.617882
-0.873		0.617337
-0.872		0.616792
-0.871		0.616246
-0.87		0.6157
-0.869		0.615153
-0.868		0.614606
-0.867		0.614058
-0.866		0.61351
-0.865		0.612961
-0.864		0.612412
-0.863		0.611863
-0.862		0.611312
-0.861		0.610762
-0.86		0.610211
-0.859		0.609659
-0.858		0.609108
-0.857		0.608555
-0.856		0.608002
-0.855		0.607449
-0.854		0.606895
-0.853		0.606341
-0.852		0.605786
-0.851		0.605231
-0.85		0.604675
-0.849		0.604119
-0.848		0.603562
-0.847		0.603005
-0.846		0.602447
-0.845		0.601889
-0.844		0.601331
-0.843		0.600772
-0.842		0.600212
-0.841		0.599652
-0.84		0.599092
-0.839		0.598531
-0.838		0.597969
-0.837		0.597407
-0.836		0.596845
-0.835		0.596282
-0.834		0.595719
-0.833		0.595155
-0.832		0.594591
-0.831		0.594026
-0.83		0.593461
-0.829		0.592896
-0.828		0.59233
-0.827		0.591763
-0.826		0.591196
-0.825		0.590628
-0.824		0.59006
-0.823		0.589492
-0.822		0.588923
-0.821		0.588354
-0.82		0.587784
-0.819		0.587214
-0.818		0.586643
-0.817		0.586072
-0.816		0.5855
-0.815		0.584928
-0.814		0.584355
-0.813		0.583782
-0.812		0.583208
-0.811		0.582634
-0.81		0.58206
-0.809		0.581485
-0.808		0.580909
-0.807		0.580334
-0.806		0.579757
-0.805		0.57918
-0.804		0.578603
-0.803		0.578025
-0.802		0.577447
-0.801		0.576868
-0.8		0.576289
-0.799		0.57571
-0.798		0.57513
-0.797		0.574549
-0.796		0.573968
-0.795		0.573386
-0.794		0.572805
-0.793		0.572222
-0.792		0.571639
-0.791		0.571056
-0.79		0.570472
-0.789		0.569888
-0.788		0.569303
-0.787		0.568718
-0.786		0.568133
-0.785		0.567546
-0.784		0.56696
-0.783		0.566373
-0.782		0.565785
-0.781		0.565198
-0.78		0.564609
-0.779		0.56402
-0.778		0.563431
-0.777		0.562841
-0.776		0.562251
-0.775		0.56166
-0.774		0.561069
-0.773		0.560478
-0.772		0.559886
-0.771		0.559293
-0.77		0.5587
-0.769		0.558107
-0.768		0.557513
-0.767		0.556918
-0.766		0.556324
-0.765		0.555728
-0.764		0.555133
-0.763		0.554537
-0.762		0.55394
-0.761		0.553343
-0.76		0.552745
-0.759		0.552147
-0.758		0.551549
-0.757		0.55095
-0.756		0.550351
-0.755		0.549751
-0.754		0.549151
-0.753		0.54855
-0.752		0.547949
-0.751		0.547347
-0.75		0.546745
-0.749		0.546143
-0.748		0.54554
-0.747		0.544936
-0.746		0.544333
-0.745		0.543728
-0.744		0.543124
-0.743		0.542518
-0.742		0.541913
-0.741		0.541307
-0.74		0.5407
-0.739		0.540093
-0.738		0.539486
-0.737		0.538878
-0.736		0.538269
-0.735		0.537661
-0.734		0.537051
-0.733		0.536442
-0.732		0.535831
-0.731		0.535221
-0.73		0.53461
-0.729		0.533998
-0.728		0.533386
-0.727		0.532774
-0.726		0.532161
-0.725		0.531548
-0.724		0.530934
-0.723		0.53032
-0.722		0.529706
-0.721		0.52909
-0.72		0.528475
-0.719		0.527859
-0.718		0.527243
-0.717		0.526626
-0.716		0.526009
-0.715		0.525391
-0.714		0.524773
-0.713		0.524154
-0.712		0.523535
-0.711		0.522916
-0.71		0.522296
-0.709		0.521676
-0.708		0.521055
-0.707		0.520434
-0.706		0.519812
-0.705		0.51919
-0.704		0.518567
-0.703		0.517944
-0.702		0.517321
-0.701		0.516697
-0.7		0.516073
-0.699		0.515448
-0.698		0.514823
-0.697		0.514197
-0.696		0.513571
-0.695		0.512945
-0.694		0.512318
-0.693		0.51169
-0.692		0.511063
-0.691		0.510434
-0.69		0.509806
-0.689		0.509177
-0.688		0.508547
-0.687		0.507917
-0.686		0.507287
-0.685		0.506656
-0.684		0.506025
-0.683		0.505393
-0.682		0.504761
-0.681		0.504129
-0.68		0.503496
-0.679		0.502862
-0.678		0.502228
-0.677		0.501594
-0.676		0.500959
-0.675		0.500324
-0.674		0.499689
-0.673		0.499053
-0.672		0.498416
-0.671		0.497779
-0.67		0.497142
-0.669		0.496505
-0.668		0.495866
-0.667		0.495228
-0.666		0.494589
-0.665		0.49395
-0.664		0.49331
-0.663		0.492669
-0.662		0.492029
-0.661		0.491388
-0.66		0.490746
-0.659		0.490104
-0.658		0.489462
-0.657		0.488819
-0.656		0.488176
-0.655		0.487532
-0.654		0.486888
-0.653		0.486244
-0.652		0.485599
-0.651		0.484954
-0.65		0.484308
-0.649		0.483662
-0.648		0.483015
-0.647		0.482368
-0.646		0.481721
-0.645		0.481073
-0.644		0.480425
-0.643		0.479776
-0.642		0.479127
-0.641		0.478477
-0.64		0.477827
-0.639		0.477177
-0.638		0.476526
-0.637		0.475875
-0.636		0.475224
-0.635		0.474572
-0.634		0.473919
-0.633		0.473266
-0.632		0.472613
-0.631		0.471959
-0.63		0.471305
-0.629		0.470651
-0.628		0.469996
-0.627		0.469341
-0.626		0.468685
-0.625		0.468029
-0.624		0.467372
-0.623		0.466715
-0.622		0.466058
-0.621		0.4654
-0.62		0.464742
-0.619		0.464084
-0.618		0.463425
-0.617		0.462765
-0.616		0.462105
-0.615		0.461445
-0.614		0.460785
-0.613		0.460124
-0.612		0.459462
-0.611		0.4588
-0.61		0.458138
-0.609		0.457476
-0.608		0.456813
-0.607		0.456149
-0.606		0.455485
-0.605		0.454821
-0.604		0.454156
-0.603		0.453491
-0.602		0.452826
-0.601		0.45216
-0.6		0.451494
-0.599		0.450827
-0.598		0.45016
-0.597		0.449493
-0.596		0.448825
-0.595		0.448157
-0.594		0.447488
-0.593		0.446819
-0.592		0.446149
-0.591		0.44548
-0.59		0.444809
-0.589		0.444139
-0.588		0.443468
-0.587		0.442796
-0.586		0.442124
-0.585		0.441452
-0.584		0.44078
-0.583		0.440107
-0.582		0.439433
-0.581		0.43876
-0.58		0.438085
-0.579		0.437411
-0.578		0.436736
-0.577		0.436061
-0.576		0.435385
-0.575		0.434709
-0.574		0.434032
-0.573		0.433355
-0.572		0.432678
-0.571		0.432
-0.57		0.431322
-0.569		0.430644
-0.568		0.429965
-0.567		0.429286
-0.566		0.428606
-0.565		0.427926
-0.564		0.427246
-0.563		0.426565
-0.562		0.425884
-0.561		0.425202
-0.56		0.424521
-0.559		0.423838
-0.558		0.423156
-0.557		0.422473
-0.556		0.421789
-0.555		0.421105
-0.554		0.420421
-0.553		0.419737
-0.552		0.419052
-0.551		0.418366
-0.55		0.417681
-0.549		0.416995
-0.548		0.416308
-0.547		0.415621
-0.546		0.414934
-0.545		0.414246
-0.544		0.413559
-0.543		0.41287
-0.542		0.412181
-0.541		0.411492
-0.54		0.410803
-0.539		0.410113
-0.538		0.409423
-0.537		0.408732
-0.536		0.408041
-0.535		0.40735
-0.534		0.406658
-0.533		0.405966
-0.532		0.405274
-0.531		0.404581
-0.53		0.403888
-0.529		0.403195
-0.528		0.402501
-0.527		0.401806
-0.526		0.401112
-0.525		0.400417
-0.524		0.399721
-0.523		0.399026
-0.522		0.39833
-0.521		0.397633
-0.52		0.396936
-0.519		0.396239
-0.518		0.395542
-0.517		0.394844
-0.516		0.394146
-0.515		0.393447
-0.514		0.392748
-0.513		0.392049
-0.512		0.391349
-0.511		0.390649
-0.51		0.389949
-0.509		0.389248
-0.508		0.388547
-0.507		0.387845
-0.506		0.387143
-0.505		0.386441
-0.504		0.385739
-0.503		0.385036
-0.502		0.384332
-0.501		0.383629
-0.5		0.382925
-0.499		0.382221
-0.498		0.381516
-0.497		0.380811
-0.496		0.380106
-0.495		0.3794
-0.494		0.378694
-0.493		0.377987
-0.492		0.377281
-0.491		0.376574
-0.49		0.375866
-0.489		0.375158
-0.488		0.37445
-0.487		0.373742
-0.486		0.373033
-0.485		0.372324
-0.484		0.371614
-0.483		0.370904
-0.482		0.370194
-0.481		0.369484
-0.48		0.368773
-0.479		0.368061
-0.478		0.36735
-0.477		0.366638
-0.476		0.365926
-0.475		0.365213
-0.474		0.3645
-0.473		0.363787
-0.472		0.363073
-0.471		0.362359
-0.47		0.361645
-0.469		0.36093
-0.468		0.360215
-0.467		0.3595
-0.466		0.358784
-0.465		0.358069
-0.464		0.357352
-0.463		0.356636
-0.462		0.355919
-0.461		0.355201
-0.46		0.354484
-0.459		0.353766
-0.458		0.353048
-0.457		0.352329
-0.456		0.35161
-0.455		0.350891
-0.454		0.350171
-0.453		0.349451
-0.452		0.348731
-0.451		0.34801
-0.45		0.34729
-0.449		0.346568
-0.448		0.345847
-0.447		0.345125
-0.446		0.344403
-0.445		0.34368
-0.444		0.342957
-0.443		0.342234
-0.442		0.341511
-0.441		0.340787
-0.44		0.340063
-0.439		0.339338
-0.438		0.338614
-0.437		0.337889
-0.436		0.337163
-0.435		0.336438
-0.434		0.335712
-0.433		0.334985
-0.432		0.334259
-0.431		0.333532
-0.43		0.332804
-0.429		0.332077
-0.428		0.331349
-0.427		0.330621
-0.426		0.329892
-0.425		0.329163
-0.424		0.328434
-0.423		0.327705
-0.422		0.326975
-0.421		0.326245
-0.42		0.325515
-0.419		0.324784
-0.418		0.324053
-0.417		0.323322
-0.416		0.32259
-0.415		0.321858
-0.414		0.321126
-0.413		0.320393
-0.412		0.319661
-0.411		0.318927
-0.41		0.318194
-0.409		0.31746
-0.408		0.316726
-0.407		0.315992
-0.406		0.315257
-0.405		0.314522
-0.404		0.313787
-0.403		0.313052
-0.402		0.312316
-0.401		0.31158
-0.4		0.310843
-0.399		0.310107
-0.398		0.30937
-0.397		0.308633
-0.396		0.307895
-0.395		0.307157
-0.394		0.306419
-0.393		0.305681
-0.392		0.304942
-0.391		0.304203
-0.39		0.303463
-0.389		0.302724
-0.388		0.301984
-0.387		0.301244
-0.386		0.300503
-0.385		0.299763
-0.384		0.299022
-0.383		0.29828
-0.382		0.297539
-0.381		0.296797
-0.38		0.296055
-0.379		0.295312
-0.378		0.294569
-0.377		0.293826
-0.376		0.293083
-0.375		0.29234
-0.374		0.291596
-0.373		0.290852
-0.372		0.290107
-0.371		0.289362
-0.37		0.288618
-0.369		0.287872
-0.368		0.287127
-0.367		0.286381
-0.366		0.285635
-0.365		0.284889
-0.364		0.284142
-0.363		0.283395
-0.362		0.282648
-0.361		0.281901
-0.36		0.281153
-0.359		0.280405
-0.358		0.279657
-0.357		0.278908
-0.356		0.278159
-0.355		0.27741
-0.354		0.276661
-0.353		0.275912
-0.352		0.275162
-0.351		0.274412
-0.35		0.273661
-0.349		0.272911
-0.348		0.27216
-0.347		0.271409
-0.346		0.270657
-0.345		0.269906
-0.344		0.269154
-0.343		0.268402
-0.342		0.267649
-0.341		0.266896
-0.34		0.266143
-0.339		0.26539
-0.338		0.264637
-0.337		0.263883
-0.336		0.263129
-0.335		0.262375
-0.334		0.26162
-0.333		0.260866
-0.332		0.260111
-0.331		0.259356
-0.33		0.2586
-0.329		0.257844
-0.328		0.257088
-0.327		0.256332
-0.326		0.255576
-0.325		0.254819
-0.324		0.254062
-0.323		0.253305
-0.322		0.252547
-0.321		0.25179
-0.32		0.251032
-0.319		0.250273
-0.318		0.249515
-0.317		0.248756
-0.316		0.247997
-0.315		0.247238
-0.314		0.246479
-0.313		0.245719
-0.312		0.244959
-0.311		0.244199
-0.31		0.243439
-0.309		0.242678
-0.308		0.241918
-0.307		0.241157
-0.306		0.240395
-0.305		0.239634
-0.304		0.238872
-0.303		0.23811
-0.302		0.237348
-0.301		0.236586
-0.3		0.235823
-0.299		0.23506
-0.298		0.234297
-0.297		0.233533
-0.296		0.23277
-0.295		0.232006
-0.294		0.231242
-0.293		0.230478
-0.292		0.229713
-0.291		0.228949
-0.29		0.228184
-0.289		0.227419
-0.288		0.226653
-0.287		0.225888
-0.286		0.225122
-0.285		0.224356
-0.284		0.22359
-0.283		0.222823
-0.282		0.222056
-0.281		0.22129
-0.28		0.220522
-0.279		0.219755
-0.278		0.218988
-0.277		0.21822
-0.276		0.217452
-0.275		0.216684
-0.274		0.215915
-0.273		0.215147
-0.272		0.214378
-0.271		0.213609
-0.27		0.21284
-0.269		0.21207
-0.268		0.211301
-0.267		0.210531
-0.266		0.209761
-0.265		0.208991
-0.264		0.20822
-0.263		0.207449
-0.262		0.206679
-0.261		0.205907
-0.26		0.205136
-0.259		0.204365
-0.258		0.203593
-0.257		0.202821
-0.256		0.202049
-0.255		0.201277
-0.254		0.200504
-0.253		0.199732
-0.252		0.198959
-0.251		0.198186
-0.25		0.197413
-0.249		0.196639
-0.248		0.195866
-0.247		0.195092
-0.246		0.194318
-0.245		0.193544
-0.244		0.192769
-0.243		0.191995
-0.242		0.19122
-0.241		0.190445
-0.24		0.18967
-0.239		0.188894
-0.238		0.188119
-0.237		0.187343
-0.236		0.186567
-0.235		0.185791
-0.234		0.185015
-0.233		0.184239
-0.232		0.183462
-0.231		0.182685
-0.23		0.181908
-0.229		0.181131
-0.228		0.180354
-0.227		0.179576
-0.226		0.178799
-0.225		0.178021
-0.224		0.177243
-0.223		0.176464
-0.222		0.175686
-0.221		0.174908
-0.22		0.174129
-0.219		0.17335
-0.218		0.172571
-0.217		0.171792
-0.216		0.171012
-0.215		0.170233
-0.214		0.169453
-0.213		0.168673
-0.212		0.167893
-0.211		0.167113
-0.21		0.166332
-0.209		0.165552
-0.208		0.164771
-0.207		0.16399
-0.206		0.163209
-0.205		0.162428
-0.204		0.161647
-0.203		0.160865
-0.202		0.160083
-0.201		0.159301
-0.2		0.158519
-0.199		0.157737
-0.198		0.156955
-0.197		0.156172
-0.196		0.15539
-0.195		0.154607
-0.194		0.153824
-0.193		0.153041
-0.192		0.152258
-0.191		0.151474
-0.19		0.150691
-0.189		0.149907
-0.188		0.149123
-0.187		0.148339
-0.186		0.147555
-0.185		0.146771
-0.184		0.145987
-0.183		0.145202
-0.182		0.144417
-0.181		0.143632
-0.18		0.142847
-0.179		0.142062
-0.178		0.141277
-0.177		0.140492
-0.176		0.139706
-0.175		0.13892
-0.174		0.138135
-0.173		0.137349
-0.172		0.136562
-0.171		0.135776
-0.17		0.13499
-0.169		0.134203
-0.168		0.133417
-0.167		0.13263
-0.166		0.131843
-0.165		0.131056
-0.164		0.130269
-0.163		0.129482
-0.162		0.128694
-0.161		0.127907
-0.16		0.127119
-0.159		0.126331
-0.158		0.125543
-0.157		0.124755
-0.156		0.123967
-0.155		0.123179
-0.154		0.12239
-0.153		0.121602
-0.152		0.120813
-0.151		0.120024
-0.15		0.119235
-0.149		0.118446
-0.148		0.117657
-0.147		0.116868
-0.146		0.116079
-0.145		0.115289
-0.144		0.1145
-0.143		0.11371
-0.142		0.11292
-0.141		0.11213
-0.14		0.11134
-0.139		0.11055
-0.138		0.10976
-0.137		0.108969
-0.136		0.108179
-0.135		0.107388
-0.134		0.106597
-0.133		0.105807
-0.132		0.105016
-0.131		0.104225
-0.13		0.103434
-0.129		0.102642
-0.128		0.101851
-0.127		0.10106
-0.126		0.100268
-0.125		0.0994764
-0.124		0.0986847
-0.123		0.0978929
-0.122		0.097101
-0.121		0.096309
-0.12		0.0955169
-0.119		0.0947246
-0.118		0.0939323
-0.117		0.0931399
-0.116		0.0923475
-0.115		0.0915549
-0.114		0.0907622
-0.113		0.0899694
-0.112		0.0891766
-0.111		0.0883837
-0.11		0.0875906
-0.109		0.0867975
-0.108		0.0860043
-0.107		0.085211
-0.106		0.0844176
-0.105		0.0836242
-0.104		0.0828307
-0.103		0.082037
-0.102		0.0812433
-0.101		0.0804495
-0.1		0.0796557
-0.099		0.0788617
-0.098		0.0780677
-0.097		0.0772736
-0.096		0.0764794
-0.095		0.0756852
-0.094		0.0748908
-0.093		0.0740964
-0.092		0.073302
-0.091		0.0725074
-0.09		0.0717128
-0.089		0.0709181
-0.088		0.0701233
-0.087		0.0693285
-0.086		0.0685336
-0.085		0.0677386
-0.084		0.0669436
-0.083		0.0661485
-0.082		0.0653533
-0.081		0.064558
-0.08		0.0637627
-0.079		0.0629674
-0.078		0.0621719
-0.077		0.0613765
-0.076		0.0605809
-0.075		0.0597853
-0.074		0.0589896
-0.073		0.0581939
-0.072		0.0573981
-0.071		0.0566022
-0.07		0.0558063
-0.069		0.0550104
-0.068		0.0542144
-0.067		0.0534183
-0.066		0.0526222
-0.065		0.051826
-0.064		0.0510298
-0.063		0.0502335
-0.062		0.0494372
-0.061		0.0486408
-0.06		0.0478444
-0.059		0.0470479
-0.058		0.0462514
-0.057		0.0454548
-0.056		0.0446582
-0.055		0.0438615
-0.054		0.0430648
-0.053		0.0422681
-0.052		0.0414713
-0.051		0.0406745
-0.05		0.0398776
-0.049		0.0390807
-0.048		0.0382838
-0.047		0.0374868
-0.046		0.0366898
-0.045		0.0358927
-0.044		0.0350956
-0.043		0.0342985
-0.042		0.0335013
-0.041		0.0327041
-0.04		0.0319069
-0.039		0.0311096
-0.038		0.0303123
-0.037		0.029515
-0.036		0.0287176
-0.035		0.0279203
-0.034		0.0271228
-0.033		0.0263254
-0.032		0.0255279
-0.031		0.0247305
-0.03		0.0239329
-0.029		0.0231354
-0.028		0.0223378
-0.027		0.0215403
-0.026		0.0207427
-0.025		0.019945
-0.024		0.0191474
-0.023		0.0183497
-0.022		0.017552
-0.021		0.0167543
-0.02		0.0159566
-0.019		0.0151589
-0.018		0.0143611
-0.017		0.0135634
-0.016		0.0127656
-0.015		0.0119678
-0.014		0.01117
-0.013		0.0103722
-0.012		0.00957438
-0.011		0.00877655
-0.01		0.00797871
-0.009		0.00718086
-0.008		0.00638301
-0.007		0.00558515
-0.006		0.00478728
-0.005		0.00398941
-0.004		0.00319153
-0.003		0.00239365
-0.002		0.00159577
-0.001		0.000797884
-3.29521e-013		2.6292e-013
0.001		0.000797884
0.002		0.00159577
0.003		0.00239365
0.004		0.00319153
0.005		0.00398941
0.006		0.00478728
0.007		0.00558515
0.008		0.00638301
0.009		0.00718086
0.01		0.00797871
0.011		0.00877655
0.012		0.00957438
0.013		0.0103722
0.014		0.01117
0.015		0.0119678
0.016		0.0127656
0.017		0.0135634
0.018		0.0143611
0.019		0.0151589
0.02		0.0159566
0.021		0.0167543
0.022		0.017552
0.023		0.0183497
0.024		0.0191474
0.025		0.019945
0.026		0.0207427
0.027		0.0215403
0.028		0.0223378
0.029		0.0231354
0.03		0.0239329
0.031		0.0247305
0.032		0.0255279
0.033		0.0263254
0.034		0.0271228
0.035		0.0279203
0.036		0.0287176
0.037		0.029515
0.038		0.0303123
0.039		0.0311096
0.04		0.0319069
0.041		0.0327041
0.042		0.0335013
0.043		0.0342985
0.044		0.0350956
0.045		0.0358927
0.046		0.0366898
0.047		0.0374868
0.048		0.0382838
0.049		0.0390807
0.05		0.0398776
0.051		0.0406745
0.052		0.0414713
0.053		0.0422681
0.054		0.0430648
0.055		0.0438615
0.056		0.0446582
0.057		0.0454548
0.058		0.0462514
0.059		0.0470479
0.06		0.0478444
0.061		0.0486408
0.062		0.0494372
0.063		0.0502335
0.064		0.0510298
0.065		0.051826
0.066		0.0526222
0.067		0.0534183
0.068		0.0542144
0.069		0.0550104
0.07		0.0558063
0.071		0.0566022
0.072		0.0573981
0.073		0.0581939
0.074		0.0589896
0.075		0.0597853
0.076		0.0605809
0.077		0.0613765
0.078		0.0621719
0.079		0.0629674
0.08		0.0637627
0.081		0.064558
0.082		0.0653533
0.083		0.0661485
0.084		0.0669436
0.085		0.0677386
0.086		0.0685336
0.087		0.0693285
0.088		0.0701233
0.089		0.0709181
0.09		0.0717128
0.091		0.0725074
0.092		0.073302
0.093		0.0740964
0.094		0.0748908
0.095		0.0756852
0.096		0.0764794
0.097		0.0772736
0.098		0.0780677
0.099		0.0788617
0.1		0.0796557
0.101		0.0804495
0.102		0.0812433
0.103		0.082037
0.104		0.0828307
0.105		0.0836242
0.106		0.0844176
0.107		0.085211
0.108		0.0860043
0.109		0.0867975
0.11		0.0875906
0.111		0.0883837
0.112		0.0891766
0.113		0.0899694
0.114		0.0907622
0.115		0.0915549
0.116		0.0923475
0.117		0.0931399
0.118		0.0939323
0.119		0.0947246
0.12		0.0955169
0.121		0.096309
0.122		0.097101
0.123		0.0978929
0.124		0.0986847
0.125		0.0994764
0.126		0.100268
0.127		0.10106
0.128		0.101851
0.129		0.102642
0.13		0.103434
0.131		0.104225
0.132		0.105016
0.133		0.105807
0.134		0.106597
0.135		0.107388
0.136		0.108179
0.137		0.108969
0.138		0.10976
0.139		0.11055
0.14		0.11134
0.141		0.11213
0.142		0.11292
0.143		0.11371
0.144		0.1145
0.145		0.115289
0.146		0.116079
0.147		0.116868
0.148		0.117657
0.149		0.118446
0.15		0.119235
0.151		0.120024
0.152		0.120813
0.153		0.121602
0.154		0.12239
0.155		0.123179
0.156		0.123967
0.157		0.124755
0.158		0.125543
0.159		0.126331
0.16		0.127119
0.161		0.127907
0.162		0.128694
0.163		0.129482
0.164		0.130269
0.165		0.131056
0.166		0.131843
0.167		0.13263
0.168		0.133417
0.169		0.134203
0.17		0.13499
0.171		0.135776
0.172		0.136562
0.173		0.137349
0.174		0.138135
0.175		0.13892
0.176		0.139706
0.177		0.140492
0.178		0.141277
0.179		0.142062
0.18		0.142847
0.181		0.143632
0.182		0.144417
0.183		0.145202
0.184		0.145987
0.185		0.146771
0.186		0.147555
0.187		0.148339
0.188		0.149123
0.189		0.149907
0.19		0.150691
