a	Error-Function
1.746		0.919189
1.747		0.919363
1.748		0.919536
1.749		0.919709
1.75		0.919882
1.751		0.920054
1.752		0.920226
1.753		0.920398
1.754		0.920569
1.755		0.920741
1.756		0.920912
1.757		0.921082
1.758		0.921252
1.759		0.921422
1.76		0.921592
1.761		0.921762
1.762		0.921931
1.763		0.9221
1.764		0.922268
1.765		0.922436
1.766		0.922604
1.767		0.922772
1.768		0.922939
1.769		0.923106
1.77		0.923273
1.771		0.923439
1.772		0.923605
1.773		0.923771
1.774		0.923937
1.775		0.924102
1.776		0.924267
1.777		0.924432
1.778		0.924596
1.779		0.92476
1.78		0.924924
1.781		0.925088
1.782		0.925251
1.783		0.925414
1.784		0.925576
1.785		0.925739
1.786		0.925901
1.787		0.926063
1.788		0.926224
1.789		0.926385
1.79		0.926546
1.791		0.926707
1.792		0.926867
1.793		0.927027
1.794		0.927187
1.795		0.927346
1.796		0.927505
1.797		0.927664
1.798		0.927823
1.799		0.927981
1.8		0.928139
1.801		0.928297
1.802		0.928455
1.803		0.928612
1.804		0.928769
1.805		0.928925
1.806		0.929082
1.807		0.929238
1.808		0.929393
1.809		0.929549
1.81		0.929704
1.811		0.929859
1.812		0.930014
1.813		0.930168
1.814		0.930322
1.815		0.930476
1.816		0.93063
1.817		0.930783
1.818		0.930936
1.819		0.931089
1.82		0.931241
1.821		0.931393
1.822		0.931545
1.823		0.931697
1.824		0.931848
1.825		0.931999
1.826		0.93215
1.827		0.9323
1.828		0.93245
1.829		0.9326
1.83		0.93275
1.831		0.932899
1.832		0.933049
1.833		0.933197
1.834		0.933346
1.835		0.933494
1.836		0.933642
1.837		0.93379
1.838		0.933938
1.839		0.934085
1.84		0.934232
1.841		0.934378
1.842		0.934525
1.843		0.934671
1.844		0.934817
1.845		0.934962
1.846		0.935108
1.847		0.935253
1.848		0.935398
1.849		0.935542
1.85		0.935686
1.851		0.93583
1.852		0.935974
1.853		0.936118
1.854		0.936261
1.855		0.936404
1.856		0.936546
1.857		0.936689
1.858		0.936831
1.859		0.936973
1.86		0.937114
1.861		0.937256
1.862		0.937397
1.863		0.937538
1.864		0.937678
1.865		0.937819
1.866		0.937959
1.867		0.938098
1.868		0.938238
1.869		0.938377
1.87		0.938516
1.871		0.938655
1.872		0.938793
1.873		0.938932
1.874		0.93907
1.875		0.939207
1.876		0.939345
1.877		0.939482
1.878		0.939619
1.879		0.939756
1.88		0.939892
1.881		0.940028
1.882		0.940164
1.883		0.9403
1.884		0.940435
1.885		0.94057
1.886		0.940705
1.887		0.94084
1.888		0.940974
1.889		0.941108
1.89		0.941242
1.891		0.941376
1.892		0.941509
1.893		0.941642
1.894		0.941775
1.895		0.941908
1.896		0.94204
1.897		0.942172
1.898		0.942304
1.899		0.942436
1.9		0.942567
1.901		0.942698
1.902		0.942829
1.903		0.942959
1.904		0.94309
1.905		0.94322
1.906		0.94335
1.907		0.943479
1.908		0.943609
1.909		0.943738
1.91		0.943867
1.911		0.943995
1.912		0.944124
1.913		0.944252
1.914		0.94438
1.915		0.944507
1.916		0.944635
1.917		0.944762
1.918		0.944889
1.919		0.945016
1.92		0.945142
1.921		0.945268
1.922		0.945394
1.923		0.94552
1.924		0.945645
1.925		0.945771
1.926		0.945896
1.927		0.94602
1.928		0.946145
1.929		0.946269
1.93		0.946393
1.931		0.946517
1.932		0.94664
1.933		0.946764
1.934		0.946887
1.935		0.94701
1.936		0.947132
1.937		0.947255
1.938		0.947377
1.939		0.947499
1.94		0.94762
1.941		0.947742
1.942		0.947863
1.943		0.947984
1.944		0.948105
1.945		0.948225
1.946		0.948345
1.947		0.948465
1.948		0.948585
1.949		0.948705
1.95		0.948824
1.951		0.948943
1.952		0.949062
1.953		0.94918
1.954		0.949299
1.955		0.949417
1.956		0.949535
1.957		0.949653
1.958		0.94977
1.959		0.949887
1.96		0.950004
1.961		0.950121
1.962		0.950238
1.963		0.950354
1.964		0.95047
1.965		0.950586
1.966		0.950701
1.967		0.950817
1.968		0.950932
1.969		0.951047
1.97		0.951162
1.971		0.951276
1.972		0.95139
1.973		0.951504
1.974		0.951618
1.975		0.951732
1.976		0.951845
1.977		0.951958
1.978		0.952071
1.979		0.952184
1.98		0.952296
1.981		0.952409
1.982		0.952521
1.983		0.952633
1.984		0.952744
1.985		0.952856
1.986		0.952967
1.987		0.953078
1.988		0.953188
1.989		0.953299
1.99		0.953409
1.991		0.953519
1.992		0.953629
1.993		0.953739
1.994		0.953848
1.995		0.953957
1.996		0.954066
1.997		0.954175
1.998		0.954283
1.999		0.954392
2		0.9545
2.001		0.954608
2.002		0.954715
2.003		0.954823
2.004		0.95493
2.005		0.955037
2.006		0.955144
2.007		0.95525
2.008		0.955357
2.009		0.955463
2.01		0.955569
2.011		0.955675
2.012		0.95578
2.013		0.955885
2.014		0.95599
2.015		0.956095
2.016		0.9562
2.017		0.956304
2.018		0.956409
2.019		0.956513
2.02		0.956617
2.021		0.95672
2.022		0.956824
2.023		0.956927
2.024		0.95703
2.025		0.957133
2.026		0.957235
2.027		0.957338
2.028		0.95744
2.029		0.957542
2.03		0.957643
2.031		0.957745
2.032		0.957846
2.033		0.957947
2.034		0.958048
2.035		0.958149
2.036		0.95825
2.037		0.95835
2.038		0.95845
2.039		0.95855
2.04		0.95865
2.041		0.958749
2.042		0.958848
2.043		0.958948
2.044		0.959046
2.045		0.959145
2.046		0.959244
2.047		0.959342
2.048		0.95944
2.049		0.959538
2.05		0.959636
2.051		0.959733
2.052		0.95983
2.053		0.959927
2.054		0.960024
2.055		0.960121
2.056		0.960217
2.057		0.960314
2.058		0.96041
2.059		0.960506
2.06		0.960601
2.061		0.960697
2.062		0.960792
2.063		0.960887
2.064		0.960982
2.065		0.961077
2.066		0.961172
2.067		0.961266
2.068		0.96136
2.069		0.961454
2.07		0.961548
2.071		0.961641
2.072		0.961735
2.073		0.961828
2.074		0.961921
2.075		0.962013
2.076		0.962106
2.077		0.962198
2.078		0.962291
2.079		0.962383
2.08		0.962474
2.081		0.962566
2.082		0.962658
2.083		0.962749
2.084		0.96284
2.085		0.962931
2.086		0.963021
2.087		0.963112
2.088		0.963202
2.089		0.963292
2.09		0.963382
2.091		0.963472
2.092		0.963561
2.093		0.963651
2.094		0.96374
2.095		0.963829
2.096		0.963918
2.097		0.964006
2.098		0.964095
2.099		0.964183
2.1		0.964271
2.101		0.964359
2.102		0.964447
2.103		0.964534
2.104		0.964622
2.105		0.964709
2.106		0.964796
2.107		0.964882
2.108		0.964969
2.109		0.965055
2.11		0.965142
2.111		0.965228
2.112		0.965314
2.113		0.965399
2.114		0.965485
2.115		0.96557
2.116		0.965655
2.117		0.96574
2.118		0.965825
2.119		0.96591
2.12		0.965994
2.121		0.966078
2.122		0.966162
2.123		0.966246
2.124		0.96633
2.125		0.966413
2.126		0.966497
2.127		0.96658
2.128		0.966663
2.129		0.966746
2.13		0.966828
2.131		0.966911
2.132		0.966993
2.133		0.967075
2.134		0.967157
2.135		0.967239
2.136		0.967321
2.137		0.967402
2.138		0.967483
2.139		0.967564
2.14		0.967645
2.141		0.967726
2.142		0.967807
2.143		0.967887
2.144		0.967967
2.145		0.968047
2.146		0.968127
2.147		0.968207
2.148		0.968286
2.149		0.968366
2.15		0.968445
2.151		0.968524
2.152		0.968603
2.153		0.968681
2.154		0.96876
2.155		0.968838
2.156		0.968916
2.157		0.968994
2.158		0.969072
2.159		0.96915
2.16		0.969227
2.161		0.969305
2.162		0.969382
2.163		0.969459
2.164		0.969536
2.165		0.969612
2.166		0.969689
2.167		0.969765
2.168		0.969841
2.169		0.969917
2.17		0.969993
2.171		0.970069
2.172		0.970144
2.173		0.97022
2.174		0.970295
2.175		0.97037
2.176		0.970445
2.177		0.970519
2.178		0.970594
2.179		0.970668
2.18		0.970743
2.181		0.970817
2.182		0.97089
2.183		0.970964
2.184		0.971038
2.185		0.971111
2.186		0.971184
2.187		0.971257
2.188		0.97133
2.189		0.971403
2.19		0.971476
2.191		0.971548
2.192		0.97162
2.193		0.971693
2.194		0.971765
2.195		0.971836
2.196		0.971908
2.197		0.97198
2.198		0.972051
2.199		0.972122
2.2		0.972193
2.201		0.972264
2.202		0.972335
2.203		0.972405
2.204		0.972476
2.205		0.972546
2.206		0.972616
2.207		0.972686
2.208		0.972756
2.209		0.972825
2.21		0.972895
2.211		0.972964
2.212		0.973033
2.213		0.973102
2.214		0.973171
2.215		0.97324
2.216		0.973308
2.217		0.973377
2.218		0.973445
2.219		0.973513
2.22		0.973581
2.221		0.973649
2.222		0.973717
2.223		0.973784
2.224		0.973852
2.225		0.973919
2.226		0.973986
2.227		0.974053
2.228		0.974119
2.229		0.974186
2.23		0.974253
2.231		0.974319
2.232		0.974385
2.233		0.974451
2.234		0.974517
2.235		0.974583
2.236		0.974648
2.237		0.974714
2.238		0.974779
2.239		0.974844
2.24		0.974909
2.241		0.974974
2.242		0.975039
2.243		0.975103
2.244		0.975168
2.245		0.975232
2.246		0.975296
2.247		0.97536
2.248		0.975424
2.249		0.975487
2.25		0.975551
2.251		0.975614
2.252		0.975678
2.253		0.975741
2.254		0.975804
2.255		0.975867
2.256		0.975929
2.257		0.975992
2.258		0.976054
2.259		0.976117
2.26		0.976179
2.261		0.976241
2.262		0.976303
2.263		0.976364
2.264		0.976426
2.265		0.976487
2.266		0.976549
2.267		0.97661
2.268		0.976671
2.269		0.976732
2.27		0.976792
2.271		0.976853
2.272		0.976913
2.273		0.976974
2.274		0.977034
2.275		0.977094
2.276		0.977154
2.277		0.977214
2.278		0.977273
2.279		0.977333
2.28		0.977392
2.281		0.977452
2.282		0.977511
2.283		0.97757
2.284		0.977628
2.285		0.977687
2.286		0.977746
2.287		0.977804
2.288		0.977862
2.289		0.977921
2.29		0.977979
2.291		0.978037
2.292		0.978094
2.293		0.978152
2.294		0.978209
2.295		0.978267
2.296		0.978324
2.297		0.978381
2.298		0.978438
2.299		0.978495
2.3		0.978552
2.301		0.978608
2.302		0.978665
2.303		0.978721
2.304		0.978777
2.305		0.978833
2.306		0.978889
2.307		0.978945
2.308		0.979001
2.309		0.979056
2.31		0.979112
2.311		0.979167
2.312		0.979222
2.313		0.979277
2.314		0.979332
2.315		0.979387
2.316		0.979442
2.317		0.979496
2.318		0.979551
2.319		0.979605
2.32		0.979659
2.321		0.979713
2.322		0.979767
2.323		0.979821
2.324		0.979874
2.325		0.979928
2.326		0.979981
2.327		0.980035
2.328		0.980088
2.329		0.980141
2.33		0.980194
2.331		0.980247
2.332		0.980299
2.333		0.980352
2.334		0.980404
2.335		0.980457
2.336		0.980509
2.337		0.980561
2.338		0.980613
2.339		0.980665
2.34		0.980716
2.341		0.980768
2.342		0.980819
2.343		0.980871
2.344		0.980922
2.345		0.980973
2.346		0.981024
2.347		0.981075
2.348		0.981125
2.349		0.981176
2.35		0.981227
2.351		0.981277
2.352		0.981327
2.353		0.981377
2.354		0.981427
2.355		0.981477
2.356		0.981527
2.357		0.981577
2.358		0.981626
2.359		0.981676
2.36		0.981725
2.361		0.981774
2.362		0.981823
2.363		0.981872
2.364		0.981921
2.365		0.98197
2.366		0.982019
2.367		0.982067
2.368		0.982115
2.369		0.982164
2.37		0.982212
2.371		0.98226
2.372		0.982308
2.373		0.982356
2.374		0.982403
2.375		0.982451
2.376		0.982499
2.377		0.982546
2.378		0.982593
2.379		0.98264
2.38		0.982687
2.381		0.982734
2.382		0.982781
2.383		0.982828
2.384		0.982874
2.385		0.982921
2.386		0.982967
2.387		0.983014
2.388		0.98306
2.389		0.983106
2.39		0.983152
2.391		0.983197
2.392		0.983243
2.393		0.983289
2.394		0.983334
2.395		0.98338
2.396		0.983425
2.397		0.98347
2.398		0.983515
2.399		0.98356
2.4		0.983605
2.401		0.98365
2.402		0.983694
2.403		0.983739
2.404		0.983783
2.405		0.983828
2.406		0.983872
2.407		0.983916
2.408		0.98396
2.409		0.984004
2.41		0.984047
2.411		0.984091
2.412		0.984135
2.413		0.984178
2.414		0.984222
2.415		0.984265
2.416		0.984308
2.417		0.984351
2.418		0.984394
2.419		0.984437
2.42		0.984479
2.421		0.984522
2.422		0.984565
2.423		0.984607
2.424		0.984649
2.425		0.984692
2.426		0.984734
2.427		0.984776
2.428		0.984818
2.429		0.984859
2.43		0.984901
2.431		0.984943
2.432		0.984984
2.433		0.985026
2.434		0.985067
2.435		0.985108
2.436		0.985149
2.437		0.98519
2.438		0.985231
2.439		0.985272
2.44		0.985313
2.441		0.985353
2.442		0.985394
2.443		0.985434
2.444		0.985475
2.445		0.985515
2.446		0.985555
2.447		0.985595
2.448		0.985635
2.449		0.985675
2.45		0.985714
2.451		0.985754
2.452		0.985794
2.453		0.985833
2.454		0.985872
2.455		0.985912
2.456		0.985951
2.457		0.98599
2.458		0.986029
2.459		0.986068
2.46		0.986106
2.461		0.986145
2.462		0.986184
2.463		0.986222
2.464		0.98626
2.465		0.986299
2.466		0.986337
2.467		0.986375
2.468		0.986413
2.469		0.986451
2.47		0.986489
2.471		0.986526
2.472		0.986564
2.473		0.986602
2.474		0.986639
2.475		0.986676
2.476		0.986714
2.477		0.986751
2.478		0.986788
2.479		0.986825
2.48		0.986862
2.481		0.986899
2.482		0.986935
2.483		0.986972
2.484		0.987008
2.485		0.987045
2.486		0.987081
2.487		0.987117
2.488		0.987154
2.489		0.98719
2.49		0.987226
2.491		0.987262
2.492		0.987297
2.493		0.987333
2.494		0.987369
2.495		0.987404
2.496		0.98744
2.497		0.987475
2.498		0.98751
2.499		0.987546
2.5		0.987581
2.501		0.987616
2.502		0.987651
2.503		0.987685
2.504		0.98772
2.505		0.987755
2.506		0.987789
2.507		0.987824
2.508		0.987858
2.509		0.987893
2.51		0.987927
2.511		0.987961
2.512		0.987995
2.513		0.988029
2.514		0.988063
2.515		0.988097
2.516		0.98813
2.517		0.988164
2.518		0.988198
2.519		0.988231
2.52		0.988265
2.521		0.988298
2.522		0.988331
2.523		0.988364
2.524		0.988397
2.525		0.98843
2.526		0.988463
2.527		0.988496
2.528		0.988529
2.529		0.988561
2.53		0.988594
2.531		0.988626
2.532		0.988659
2.533		0.988691
2.534		0.988723
2.535		0.988755
2.536		0.988787
2.537		0.988819
2.538		0.988851
2.539		0.988883
2.54		0.988915
2.541		0.988946
2.542		0.988978
2.543		0.989009
2.544		0.989041
2.545		0.989072
2.546		0.989103
2.547		0.989135
2.548		0.989166
2.549		0.989197
2.55		0.989228
2.551		0.989259
2.552		0.989289
2.553		0.98932
2.554		0.989351
2.555		0.989381
2.556		0.989412
2.557		0.989442
2.558		0.989472
2.559		0.989503
2.56		0.989533
2.561		0.989563
2.562		0.989593
2.563		0.989623
2.564		0.989653
2.565		0.989682
2.566		0.989712
2.567		0.989742
2.568		0.989771
2.569		0.989801
2.57		0.98983
2.571		0.989859
2.572		0.989889
2.573		0.989918
2.574		0.989947
2.575		0.989976
2.576		0.990005
2.577		0.990034
2.578		0.990063
2.579		0.990091
2.58		0.99012
2.581		0.990149
2.582		0.990177
2.583		0.990205
2.584		0.990234
2.585		0.990262
2.586		0.99029
2.587		0.990318
2.588		0.990346
2.589		0.990374
2.59		0.990402
2.591		0.99043
2.592		0.990458
2.593		0.990486
2.594		0.990513
2.595		0.990541
2.596		0.990568
2.597		0.990596
2.598		0.990623
2.599		0.99065
2.6		0.990678
2.601		0.990705
2.602		0.990732
2.603		0.990759
2.604		0.990786
2.605		0.990813
2.606		0.990839
2.607		0.990866
2.608		0.990893
2.609		0.990919
2.61		0.990946
2.611		0.990972
2.612		0.990999
2.613		0.991025
2.614		0.991051
2.615		0.991077
2.616		0.991103
2.617		0.991129
2.618		0.991155
2.619		0.991181
2.62		0.991207
2.621		0.991233
2.622		0.991258
2.623		0.991284
2.624		0.99131
2.625		0.991335
2.626		0.991361
2.627		0.991386
2.628		0.991411
2.629		0.991436
2.63		0.991462
2.631		0.991487
2.632		0.991512
2.633		0.991537
2.634		0.991561
2.635		0.991586
2.636		0.991611
2.637		0.991636
2.638		0.99166
2.639		0.991685
2.64		0.991709
2.641		0.991734
2.642		0.991758
2.643		0.991782
2.644		0.991807
2.645		0.991831
2.646		0.991855
2.647		0.991879
2.648		0.991903
2.649		0.991927
2.65		0.991951
2.651		0.991975
2.652		0.991998
2.653		0.992022
2.654		0.992046
2.655		0.992069
2.656		0.992093
2.657		0.992116
2.658		0.992139
2.659		0.992163
2.66		0.992186
2.661		0.992209
2.662		0.992232
2.663		0.992255
2.664		0.992278
2.665		0.992301
2.666		0.992324
2.667		0.992347
2.668		0.99237
2.669		0.992392
2.67		0.992415
2.671		0.992437
2.672		0.99246
2.673		0.992482
2.674		0.992505
2.675		0.992527
2.676		0.992549
2.677		0.992572
2.678		0.992594
2.679		0.992616
2.68		0.992638
2.681		0.99266
2.682		0.992682
2.683		0.992703
2.684		0.992725
2.685		0.992747
2.686		0.992769
2.687		0.99279
2.688		0.992812
2.689		0.992833
2.69		0.992855
2.691		0.992876
2.692		0.992897
2.693		0.992919
2.694		0.99294
2.695		0.992961
2.696		0.992982
2.697		0.993003
2.698		0.993024
2.699		0.993045
2.7		0.993066
2.701		0.993087
2.702		0.993108
2.703		0.993128
2.704		0.993149
2.705		0.99317
2.706		0.99319
2.707		0.993211
2.708		0.993231
2.709		0.993251
2.71		0.993272
2.711		0.993292
2.712		0.993312
2.713		0.993332
2.714		0.993352
2.715		0.993372
2.716		0.993392
2.717		0.993412
2.718		0.993432
2.719		0.993452
2.72		0.993472
2.721		0.993492
2.722		0.993511
2.723		0.993531
2.724		0.99355
2.725		0.99357
2.726		0.993589
2.727		0.993609
2.728		0.993628
2.729		0.993647
2.73		0.993667
2.731		0.993686
2.732		0.993705
2.733		0.993724
2.734		0.993743
2.735		0.993762
2.736		0.993781
2.737		0.9938
2.738		0.993819
2.739		0.993837
2.74		0.993856
2.741		0.993875
2.742		0.993893
2.743		0.993912
2.744		0.99393
2.745		0.993949
2.746		0.993967
2.747		0.993986
2.748		0.994004
2.749		0.994022
2.75		0.99404
2.751		0.994059
2.752		0.994077
2.753		0.994095
2.754		0.994113
2.755		0.994131
2.756		0.994149
2.757		0.994167
2.758		0.994184
2.759		0.994202
2.76		0.99422
2.761		0.994238
2.762		0.994255
2.763		0.994273
2.764		0.99429
2.765		0.994308
2.766		0.994325
2.767		0.994343
2.768		0.99436
2.769		0.994377
2.77		0.994394
2.771		0.994412
2.772		0.994429
2.773		0.994446
2.774		0.994463
2.775		0.99448
2.776		0.994497
2.777		0.994514
2.778		0.994531
2.779		0.994547
2.78		0.994564
2.781		0.994581
2.782		0.994597
2.783		0.994614
2.784		0.994631
2.785		0.994647
2.786		0.994664
2.787		0.99468
2.788		0.994697
2.789		0.994713
2.79		0.994729
2.791		0.994745
2.792		0.994762
2.793		0.994778
2.794		0.994794
2.795		0.99481
2.796		0.994826
2.797		0.994842
2.798		0.994858
2.799		0.994874
2.8		0.99489
2.801		0.994906
2.802		0.994921
2.803		0.994937
2.804		0.994953
2.805		0.994968
2.806		0.994984
2.807		0.994999
2.808		0.995015
2.809		0.99503
2.81		0.995046
2.811		0.995061
2.812		0.995077
2.813		0.995092
2.814		0.995107
2.815		0.995122
2.816		0.995137
2.817		0.995153
2.818		0.995168
2.819		0.995183
2.82		0.995198
2.821		0.995213
2.822		0.995227
2.823		0.995242
2.824		0.995257
2.825		0.995272
2.826		0.995287
2.827		0.995301
2.828		0.995316
2.829		0.995331
2.83		0.995345
2.831		0.99536
2.832		0.995374
2.833		0.995389
2.834		0.995403
2.835		0.995417
2.836		0.995432
2.837		0.995446
2.838		0.99546
2.839		0.995474
2.84		0.995489
2.841		0.995503
2.842		0.995517
2.843		0.995531
2.844		0.995545
2.845		0.995559
2.846		0.995573
2.847		0.995587
2.848		0.9956
2.849		0.995614
2.85		0.995628
2.851		0.995642
2.852		0.995655
2.853		0.995669
2.854		0.995683
2.855		0.995696
2.856		0.99571
2.857		0.995723
2.858		0.995737
2.859		0.99575
2.86		0.995764
2.861		0.995777
2.862		0.99579
2.863		0.995803
2.864		0.995817
2.865		0.99583
2.866		0.995843
2.867		0.995856
2.868		0.995869
2.869		0.995882
2.87		0.995895
2.871		0.995908
2.872		0.995921
2.873		0.995934
2.874		0.995947
2.875		0.99596
2.876		0.995972
2.877		0.995985
2.878		0.995998
2.879		0.996011
2.88		0.996023
2.881		0.996036
2.882		0.996048
2.883		0.996061
2.884		0.996073
2.885		0.996086
2.886		0.996098
2.887		0.996111
2.888		0.996123
2.889		0.996135
2.89		0.996148
2.891		0.99616
2.892		0.996172
2.893		0.996184
2.894		0.996196
2.895		0.996208
2.896		0.99622
2.897		0.996232
2.898		0.996244
2.899		0.996256
2.9		0.996268
2.901		0.99628
2.902		0.996292
2.903		0.996304
2.904		0.996316
2.905		0.996327
2.906		0.996339
2.907		0.996351
2.908		0.996363
2.909		0.996374
2.91		0.996386
2.911		0.996397
2.912		0.996409
2.913		0.99642
2.914		0.996432
2.915		0.996443
2.916		0.996454
2.917		0.996466
2.918		0.996477
2.919		0.996488
2.92		0.9965
2.921		0.996511
2.922		0.996522
2.923		0.996533
2.924		0.996544
2.925		0.996555
2.926		0.996566
2.927		0.996577
2.928		0.996588
2.929		0.996599
2.93		0.99661
2.931		0.996621
2.932		0.996632
2.933		0.996643
2.934		0.996654
2.935		0.996665
2.936		0.996675
2.937		0.996686
2.938		0.996697
2.939		0.996707
2.94		0.996718
2.941		0.996728
2.942		0.996739
2.943		0.99675
2.944		0.99676
2.945		0.99677
2.946		0.996781
2.947		0.996791
2.948		0.996802
2.949		0.996812
2.95		0.996822
2.951		0.996833
2.952		0.996843
2.953		0.996853
2.954		0.996863
2.955		0.996873
2.956		0.996883
2.957		0.996894
2.958		0.996904
2.959		0.996914
2.96		0.996924
2.961		0.996934
2.962		0.996944
2.963		0.996953
2.964		0.996963
2.965		0.996973
2.966		0.996983
2.967		0.996993
2.968		0.997003
2.969		0.997012
2.97		0.997022
2.971		0.997032
2.972		0.997041
2.973		0.997051
2.974		0.997061
2.975		0.99707
2.976		0.99708
2.977		0.997089
2.978		0.997099
2.979		0.997108
2.98		0.997118
2.981		0.997127
2.982		0.997136
2.983		0.997146
2.984		0.997155
2.985		0.997164
2.986		0.997173
2.987		0.997183
2.988		0.997192
2.989		0.997201
2.99		0.99721
2.991		0.997219
2.992		0.997228
2.993		0.997237
2.994		0.997247
2.995		0.997256
2.996		0.997265
2.997		0.997273
2.998		0.997282
2.999		0.997291
3		0.9973
3.001		0.997309
3.002		0.997318
3.003		0.997327
3.004		0.997335
3.005		0.997344
3.006		0.997353
3.007		0.997362
3.008		0.99737
3.009		0.997379
3.01		0.997388
3.011		0.997396
3.012		0.997405
3.013		0.997413
3.014		0.997422
3.015		0.99743
3.016		0.997439
3.017		0.997447
3.018		0.997455
3.019		0.997464
3.02		0.997472
3.021		0.997481
3.022		0.997489
3.023		0.997497
3.024		0.997505
3.025		0.997514
3.026		0.997522
3.027		0.99753
3.028		0.997538
3.029		0.997546
3.03		0.997554
3.031		0.997563
3.032		0.997571
3.033		0.997579
3.034		0.997587
3.035		0.997595
3.036		0.997603
3.037		0.997611
3.038		0.997618
3.039		0.997626
3.04		0.997634
3.041		0.997642
3.042		0.99765
3.043		0.997658
3.044		0.997665
3.045		0.997673
3.046		0.997681
3.047		0.997689
3.048		0.997696
3.049		0.997704
3.05		0.997712
3.051		0.997719
3.052		0.997727
3.053		0.997734
3.054		0.997742
3.055		0.997749
3.056		0.997757
3.057		0.997764
3.058		0.997772
3.059		0.997779
3.06		0.997787
3.061		0.997794
3.062		0.997801
3.063		0.997809
3.064		0.997816
3.065		0.997823
3.066		0.997831
3.067		0.997838
3.068		0.997845
3.069		0.997852
3.07		0.997859
3.071		0.997867
3.072		0.997874
3.073		0.997881
3.074		0.997888
3.075		0.997895
3.076		0.997902
3.077		0.997909
3.078		0.997916
3.079		0.997923
3.08		0.99793
3.081		0.997937
3.082		0.997944
3.083		0.997951
3.084		0.997958
3.085		0.997964
3.086		0.997971
3.087		0.997978
3.088		0.997985
3.089		0.997992
3.09		0.997998
3.091		0.998005
3.092		0.998012
3.093		0.998019
3.094		0.998025
3.095		0.998032
3.096		0.998038
3.097		0.998045
3.098		0.998052
3.099		0.998058
3.1		0.998065
3.101		0.998071
3.102		0.998078
3.103		0.998084
3.104		0.998091
3.105		0.998097
3.106		0.998104
3.107		0.99811
3.108		0.998116
3.109		0.998123
3.11		0.998129
3.111		0.998135
3.112		0.998142
3.113		0.998148
3.114		0.998154
3.115		0.998161
3.116		0.998167
3.117		0.998173
3.118		0.998179
3.119		0.998185
3.12		0.998191
3.121		0.998198
3.122		0.998204
3.123		0.99821
3.124		0.998216
3.125		0.998222
3.126		0.998228
3.127		0.998234
3.128		0.99824
3.129		0.998246
3.13		0.998252
3.131		0.998258
3.132		0.998264
3.133		0.99827
3.134		0.998276
3.135		0.998281
3.136		0.998287
3.137		0.998293
3.138		0.998299
3.139		0.998305
3.14		0.998311
3.141		0.998316
3.142		0.998322
3.143		0.998328
3.144		0.998333
3.145		0.998339
3.146		0.998345
3.147		0.99835
3.148		0.998356
3.149		0.998362
3.15		0.998367
3.151		0.998373
3.152		0.998378
3.153		0.998384
3.154		0.998389
3.155		0.998395
3.156		0.998401
3.157		0.998406
3.158		0.998411
3.159		0.998417
3.16		0.998422
3.161		0.998428
3.162		0.998433
3.163		0.998438
3.164		0.998444
3.165		0.998449
3.166		0.998454
3.167		0.99846
3.168		0.998465
3.169		0.99847
3.17		0.998476
3.171		0.998481
3.172		0.998486
3.173		0.998491
3.174		0.998496
3.175		0.998502
3.176		0.998507
3.177		0.998512
3.178		0.998517
3.179		0.998522
3.18		0.998527
3.181		0.998532
3.182		0.998537
3.183		0.998542
3.184		0.998547
3.185		0.998552
3.186		0.998557
3.187		0.998562
3.188		0.998567
3.189		0.998572
3.19		0.998577
3.191		0.998582
3.192		0.998587
3.193		0.998592
3.194		0.998597
3.195		0.998602
3.196		0.998607
3.197		0.998611
3.198		0.998616
3.199		0.998621
3.2		0.998626
3.201		0.99863
3.202		0.998635
3.203		0.99864
3.204		0.998645
3.205		0.998649
3.206		0.998654
3.207		0.998659
3.208		0.998663
3.209		0.998668
3.21		0.998673
3.211		0.998677
3.212		0.998682
3.213		0.998686
3.214		0.998691
3.215		0.998696
3.216		0.9987
3.217		0.998705
3.218		0.998709
3.219		0.998714
3.22		0.998718
3.221		0.998723
3.222		0.998727
3.223		0.998731
3.224		0.998736
3.225		0.99874
3.226		0.998745
3.227		0.998749
3.228		0.998753
3.229		0.998758
3.23		0.998762
3.231		0.998766
3.232		0.998771
3.233		0.998775
3.234		0.998779
3.235		0.998784
3.236		0.998788
3.237		0.998792
3.238		0.998796
3.239		0.9988
3.24		0.998805
3.241		0.998809
3.242		0.998813
3.243		0.998817
3.244		0.998821
3.245		0.998825
3.246		0.99883
3.247		0.998834
3.248		0.998838
3.249		0.998842
3.25		0.998846
3.251		0.99885
3.252		0.998854
3.253		0.998858
3.254		0.998862
3.255		0.998866
3.256		0.99887
3.257		0.998874
3.258		0.998878
3.259		0.998882
3.26		0.998886
3.261		0.99889
3.262		0.998894
3.263		0.998898
3.264		0.998901
3.265		0.998905
3.266		0.998909
3.267		0.998913
3.268		0.998917
3.269		0.998921
3.27		0.998925
3.271		0.998928
3.272		0.998932
3.273		0.998936
3.274		0.99894
3.275		0.998943
3.276		0.998947
3.277		0.998951
3.278		0.998955
3.279		0.998958
3.28		0.998962
3.281		0.998966
3.282		0.998969
3.283		0.998973
3.284		0.998977
3.285		0.99898
3.286		0.998984
3.287		0.998987
3.288		0.998991
3.289		0.998995
3.29		0.998998
3.291		0.999002
3.292		0.999005
3.293		0.999009
3.294		0.999012
3.295		0.999016
3.296		0.999019
3.297		0.999023
3.298		0.999026
3.299		0.99903
3.3		0.999033
