x		n=2			n=3			n=4			n=5			n=6
-1.37478		0.135929			0.0887264			0.0997126			0.0996706			0.095836
-1.36478		0.134319			0.0890365			0.0984214			0.099648			0.0948997
-1.35478		0.132636			0.0893458			0.0970957			0.099583			0.0939684
-1.34478		0.13088			0.0896522			0.0957391			0.0994713			0.0930464
-1.33478		0.129053			0.0899533			0.0943553			0.0993085			0.0921376
-1.32478		0.127156			0.0902468			0.0929481			0.0990906			0.0912453
-1.31478		0.12519			0.0905304			0.0915212			0.0988137			0.0903724
-1.30478		0.123156			0.0908015			0.0900783			0.0984742			0.0895212
-1.29478		0.121055			0.0910577			0.0886231			0.0980687			0.0886935
-1.28478		0.118889			0.0912965			0.0871593			0.0975941			0.0878904
-1.27478		0.116659			0.0915153			0.0856904			0.0970476			0.0871124
-1.26478		0.114366			0.0917116			0.0842198			0.0964269			0.0863594
-1.25478		0.112012			0.0918826			0.082751			0.0957299			0.0856306
-1.24478		0.109597			0.0920258			0.0812872			0.0949548			0.0849247
-1.23478		0.107124			0.0921384			0.0798315			0.0941005			0.0842398
-1.22478		0.104594			0.0922179			0.078387			0.093166			0.0835733
-1.21478		0.102008			0.0922616			0.0769565			0.092151			0.082922
-1.20478		0.0993682			0.0922668			0.0755425			0.0910553			0.0822824
-1.19478		0.0966758			0.0922309			0.0741476			0.0898795			0.0816503
-1.18478		0.0939326			0.0921513			0.0727741			0.0886244			0.081021
-1.17478		0.0911401			0.0920253			0.0714239			0.0872913			0.0803898
-1.16478		0.0883002			0.0918503			0.0700989			0.0858819			0.0797512
-1.15478		0.0854144			0.0916239			0.0688007			0.0843983			0.0790997
-1.14478		0.0824846			0.0913434			0.0675307			0.0828432			0.0784295
-1.13478		0.0795125			0.0910066			0.06629			0.0812193			0.0777348
-1.12478		0.0765			0.0906109			0.0650793			0.0795301			0.0770095
-1.11478		0.0734489			0.0901541			0.0638994			0.0777791			0.0762476
-1.10478		0.070361			0.0896337			0.0627505			0.0759704			0.0754433
-1.09478		0.0672383			0.0890478			0.0616328			0.0741083			0.0745909
-1.08478		0.0640828			0.088394			0.0605459			0.0721972			0.0736846
-1.07478		0.0608963			0.0876705			0.0594894			0.070242			0.0727194
-1.06478		0.0576808			0.0868751			0.0584625			0.0682476			0.0716903
-1.05478		0.0544384			0.0860061			0.0574642			0.0662193			0.0705928
-1.04478		0.0511711			0.0850617			0.0564932			0.0641622			0.0694229
-1.03478		0.0478809			0.0840401			0.055548			0.0620818			0.0681771
-1.02478		0.04457			0.08294			0.0546267			0.0599836			0.0668525
-1.01478		0.0412403			0.0817598			0.0537272			0.0578728			0.0654468
-1.00478		0.0378941			0.0804981			0.0528471			0.0557551			0.0639584
-0.994778		0.0345334			0.0791539			0.051984			0.0536357			0.0623864
-0.984778		0.0311604			0.077726			0.051135			0.0515198			0.0607305
-0.974778		0.0277773			0.0762135			0.0502972			0.0494126			0.0589912
-0.964778		0.0243863			0.0746156			0.0494671			0.0473188			0.0571697
-0.954778		0.0209896			0.0729316			0.0486415			0.0452433			0.055268
-0.944778		0.0175894			0.0711611			0.0478167			0.0431903			0.0532886
-0.934778		0.0141879			0.0693035			0.046989			0.041164			0.051235
-0.924778		0.0107874			0.0673588			0.0461544			0.039168			0.0491112
-0.914778		0.00739018			0.0653268			0.0453088			0.0372058			0.0469217
-0.904778		0.00399842			0.0632076			0.0444481			0.0352802			0.0446719
-0.894778		0.000614449			0.0610015			0.043568			0.0333939			0.0423674
-0.884778		-0.00275946			0.0587088			0.042664			0.0315488			0.0400145
-0.874778		-0.006121			0.0563302			0.0417319			0.0297467			0.03762
-0.864778		-0.00946788			0.0538663			0.040767			0.0279885			0.0351907
-0.854778		-0.0127978			0.0513181			0.0397649			0.0262748			0.032734
-0.844778		-0.0161084			0.0486865			0.0387211			0.0246057			0.0302573
-0.834778		-0.0193975			0.045973			0.0376312			0.0229806			0.0277683
-0.824778		-0.0226626			0.0431787			0.0364905			0.0213987			0.0252744
-0.814778		-0.0259015			0.0403053			0.0352948			0.0198583			0.0227834
-0.804778		-0.0291118			0.0373546			0.0340398			0.0183572			0.0203025
-0.794778		-0.0322913			0.0343284			0.0327213			0.016893			0.017839
-0.784778		-0.0354376			0.0312288			0.0313352			0.0154623			0.0153997
-0.774778		-0.0385484			0.0280581			0.0298775			0.0140617			0.012991
-0.764778		-0.0416214			0.0248186			0.0283445			0.0126869			0.0106188
-0.754778		-0.0446543			0.0215129			0.0267326			0.0113335			0.00828864
-0.744778		-0.0476448			0.0181438			0.0250386			0.0099963			0.00600516
-0.734778		-0.0505905			0.0147142			0.0232592			0.00866999			0.00377242
-0.724778		-0.0534893			0.0112271			0.0213915			0.00734876			0.00159371
-0.714778		-0.0563387			0.00768572			0.019433			0.00602652			-0.000528518
-0.704778		-0.0591367			0.00409346			0.0173814			0.00469687			-0.00259265
-0.694778		-0.0618808			0.000453845			0.0152345			0.00335319			-0.004598
-0.684778		-0.0645689			-0.00322945			0.0129908			0.00198863			-0.00654477
-0.674778		-0.0671987			-0.0069526			0.0106489			0.000596211			-0.00843413
-0.664778		-0.0697681			-0.0107116			0.00820773			-0.000831134			-0.0102682
-0.654778		-0.0722747			-0.0145025			0.00566669			-0.00230053			-0.01205
-0.644778		-0.0747165			-0.0183208			0.00302553			-0.00381909			-0.0137836
-0.634778		-0.0770911			-0.0221623			0.000284378			-0.00539386			-0.0154738
-0.624778		-0.0793966			-0.0260225			-0.00255622			-0.00703175			-0.0171264
-0.614778		-0.0816308			-0.0298967			-0.00549532			-0.00873952			-0.0187481
-0.604778		-0.0837914			-0.0337803			-0.00853154			-0.0105237			-0.0203461
-0.594778		-0.0858766			-0.0376683			-0.0116631			-0.0123904			-0.0219285
-0.584778		-0.0878841			-0.0415558			-0.0148877			-0.0143455			-0.0235041
-0.574778		-0.0898119			-0.0454377			-0.0182028			-0.0163946			-0.0250821
-0.564778		-0.091658			-0.0493089			-0.0216051			-0.0185425			-0.0266721
-0.554778		-0.0934205			-0.0531642			-0.0250912			-0.0207937			-0.0282842
-0.544778		-0.0950972			-0.0569982			-0.0286571			-0.0231522			-0.0299288
-0.534778		-0.0966864			-0.0608055			-0.0322983			-0.0256213			-0.0316161
-0.524778		-0.0981859			-0.0645807			-0.0360099			-0.0282035			-0.0333568
-0.514778		-0.0995941			-0.0683182			-0.0397867			-0.0309007			-0.035161
-0.504778		-0.100909			-0.0720124			-0.0436229			-0.0337143			-0.0370389
-0.494778		-0.102129			-0.0756577			-0.0475124			-0.0366444			-0.0390002
-0.484778		-0.103251			-0.0792484			-0.0514485			-0.0396908			-0.0410542
-0.474778		-0.104275			-0.0827788			-0.0554244			-0.0428521			-0.0432095
-0.464778		-0.105199			-0.0862431			-0.0594326			-0.0461262			-0.045474
-0.454778		-0.10602			-0.0896355			-0.0634655			-0.0495101			-0.0478548
-0.444778		-0.106738			-0.0929504			-0.067515			-0.0529998			-0.050358
-0.434778		-0.10735			-0.0961818			-0.0715725			-0.0565904			-0.0529886
-0.424778		-0.107855			-0.099324			-0.0756294			-0.0602763			-0.0557503
-0.414778		-0.108251			-0.102371			-0.0796766			-0.0640506			-0.0586457
-0.404778		-0.108537			-0.105318			-0.0837048			-0.0679058			-0.061676
-0.394778		-0.108712			-0.108158			-0.0877041			-0.0718333			-0.0648408
-0.384778		-0.108773			-0.110885			-0.0916649			-0.0758237			-0.0681385
-0.374778		-0.10872			-0.113495			-0.0955769			-0.0798668			-0.0715655
-0.364778		-0.108551			-0.115981			-0.0994299			-0.0839512			-0.0751169
-0.354778		-0.108265			-0.118339			-0.103213			-0.0880651			-0.078786
-0.344778		-0.10786			-0.120561			-0.106917			-0.0921958			-0.0825646
-0.334778		-0.107336			-0.122643			-0.110529			-0.0963296			-0.0864425
-0.324778		-0.10669			-0.12458			-0.114039			-0.100452			-0.0904082
-0.314778		-0.105922			-0.126367			-0.117437			-0.104549			-0.0944484
-0.304778		-0.105032			-0.127997			-0.120711			-0.108605			-0.0985481
-0.294778		-0.104016			-0.129466			-0.123849			-0.112603			-0.102691
-0.284778		-0.102876			-0.130769			-0.126843			-0.116527			-0.106859
-0.274778		-0.101609			-0.131901			-0.129679			-0.12036			-0.111032
-0.264778		-0.100215			-0.132858			-0.132347			-0.124086			-0.115191
-0.254778		-0.0986925			-0.133634			-0.134837			-0.127685			-0.119313
-0.244778		-0.0970412			-0.134225			-0.137138			-0.131141			-0.123375
-0.234778		-0.0952601			-0.134627			-0.139239			-0.134436			-0.127354
-0.224778		-0.0933485			-0.134835			-0.14113			-0.137551			-0.131223
-0.214778		-0.0913056			-0.134846			-0.142801			-0.140469			-0.134959
-0.204778		-0.0891309			-0.134656			-0.144241			-0.143172			-0.138534
-0.194778		-0.0868237			-0.13426			-0.145442			-0.145641			-0.141923
-0.184778		-0.0843835			-0.133655			-0.146393			-0.147861			-0.145099
-0.174778		-0.0818098			-0.132837			-0.147087			-0.149812			-0.148034
-0.164778		-0.0791021			-0.131805			-0.147513			-0.15148			-0.150703
-0.154778		-0.0762601			-0.130553			-0.147665			-0.152847			-0.153079
-0.144778		-0.0732834			-0.12908			-0.147533			-0.153897			-0.155137
-0.134778		-0.0701717			-0.127383			-0.14711			-0.154616			-0.156851
-0.124778		-0.0669247			-0.125459			-0.14639			-0.15499			-0.158196
-0.114778		-0.0635423			-0.123305			-0.145365			-0.155004			-0.15915
-0.104778		-0.0600244			-0.120921			-0.14403			-0.154646			-0.159691
-0.094778		-0.0563708			-0.118304			-0.142379			-0.153903			-0.159797
-0.084778		-0.0525816			-0.115452			-0.140406			-0.152766			-0.159449
-0.074778		-0.0486567			-0.112363			-0.138107			-0.151223			-0.158629
-0.064778		-0.0445962			-0.109037			-0.135478			-0.149267			-0.157322
-0.054778		-0.0404003			-0.105473			-0.132515			-0.146888			-0.155511
-0.044778		-0.0360691			-0.101669			-0.129216			-0.144081			-0.153186
-0.034778		-0.0316029			-0.0976255			-0.125577			-0.14084			-0.150336
-0.024778		-0.0270019			-0.0933414			-0.121598			-0.13716			-0.146952
-0.014778		-0.0222666			-0.0888168			-0.117276			-0.133038			-0.143029
-0.00477796		-0.0173972			-0.0840517			-0.112611			-0.128473			-0.138562
0.00522204		-0.0123943			-0.0790464			-0.107604			-0.123463			-0.13355
0.015222		-0.00725826			-0.0738014			-0.102254			-0.118009			-0.127993
0.025222		-0.00198975			-0.0683174			-0.0965623			-0.112113			-0.121895
0.035222		0.00341065			-0.0625955			-0.0905312			-0.105778			-0.115259
0.045222		0.00894229			-0.0566367			-0.0841628			-0.0990083			-0.108094
0.055222		0.0146045			-0.0504424			-0.0774598			-0.091809			-0.100409
0.065222		0.0203964			-0.0440144			-0.0704258			-0.0841867			-0.0922144
0.075222		0.0263172			-0.0373543			-0.0630648			-0.0761494			-0.0835249
0.085222		0.0323662			-0.0304644			-0.0553813			-0.067706			-0.0743556
0.095222		0.0385422			-0.0233468			-0.0473805			-0.0588664			-0.0647237
0.105222		0.0448445			-0.016004			-0.039068			-0.0496417			-0.0546482
0.115222		0.0512718			-0.00843869			-0.03045			-0.0400438			-0.0441494
0.125222		0.0578233			-0.000653842			-0.0215333			-0.0300858			-0.0332495
0.135222		0.0644976			0.00734748			-0.0123249			-0.0197814			-0.0219717
0.145222		0.0712937			0.015562			-0.00283252			-0.00914539			-0.0103403
0.155222		0.0782103			0.0239861			0.00693571			0.00180688			0.00161926
0.165222		0.0852461			0.0326163			0.0169713			0.0130593			0.0138809
0.175222		0.0923998			0.0414485			0.0272652			0.0245951			0.0264177
0.185222		0.0996701			0.0504788			0.0378083			0.0363971			0.0392024
0.195222		0.107055			0.0597028			0.0485906			0.0484475			0.0522075
0.205222		0.114554			0.0691161			0.0596024			0.0607281			0.0654053
0.215222		0.122165			0.0787143			0.0708331			0.0732205			0.0787681
0.225222		0.129887			0.0884924			0.0822722			0.085906			0.0922687
0.235222		0.137717			0.0984456			0.0939088			0.0987658			0.10588
0.245222		0.145654			0.108569			0.105732			0.111781			0.119575
0.255222		0.153697			0.118857			0.11773			0.124932			0.133329
0.265222		0.161844			0.129304			0.129891			0.138201			0.147116
0.275222		0.170093			0.139906			0.142204			0.151568			0.160913
0.285222		0.178441			0.150656			0.154658			0.165016			0.174697
0.295222		0.186888			0.161548			0.167239			0.178526			0.188446
0.305222		0.195431			0.172577			0.179937			0.192079			0.20214
0.315222		0.204068			0.183737			0.192739			0.20566			0.21576
0.325222		0.212798			0.195022			0.205634			0.219249			0.229289
0.335222		0.221617			0.206425			0.218608			0.232833			0.242711
0.345222		0.230525			0.21794			0.231652			0.246393			0.256011
0.355222		0.239518			0.229562			0.244752			0.259917			0.269178
0.365222		0.248596			0.241283			0.257897			0.273388			0.2822
0.375222		0.257754			0.253097			0.271075			0.286793			0.295069
0.385222		0.266992			0.264998			0.284275			0.30012			0.307776
0.395222		0.276307			0.276979			0.297486			0.313356			0.320316
0.405222		0.285696			0.289034			0.310696			0.32649			0.332684
0.415222		0.295157			0.301155			0.323896			0.339512			0.344879
0.425222		0.304688			0.313337			0.337074			0.352412			0.356898
0.435222		0.314287			0.325572			0.350219			0.365183			0.368743
0.445222		0.32395			0.337853			0.363323			0.377816			0.380414
0.455222		0.333676			0.350175			0.376376			0.390304			0.391915
0.465222		0.343461			0.362531			0.389367			0.402643			0.40325
0.475222		0.353304			0.374913			0.402289			0.414827			0.414424
0.485222		0.363201			0.387315			0.415132			0.426852			0.425444
0.495222		0.373151			0.39973			0.427888			0.438715			0.436316
0.505222		0.383149			0.412152			0.44055			0.450415			0.447048
0.515222		0.393195			0.424575			0.45311			0.46195			0.457649
0.525222		0.403284			0.436991			0.465561			0.473319			0.468127
0.535222		0.413414			0.449395			0.477897			0.484523			0.478492
0.545222		0.423583			0.46178			0.490111			0.495563			0.488753
0.555222		0.433788			0.474139			0.502197			0.50644			0.49892
0.565222		0.444026			0.486466			0.514151			0.517158			0.509002
0.575222		0.454293			0.498756			0.525967			0.52772			0.519009
0.585222		0.464588			0.511001			0.537642			0.538128			0.52895
0.595222		0.474907			0.523197			0.549171			0.548387			0.538834
0.605222		0.485248			0.535337			0.56055			0.558502			0.548669
0.615222		0.495607			0.547415			0.571777			0.568478			0.558463
0.625222		0.505982			0.559427			0.582849			0.57832			0.568224
0.635222		0.516369			0.571365			0.593764			0.588034			0.577957
0.645222		0.526766			0.583225			0.604521			0.597625			0.587668
0.655222		0.537171			0.595002			0.615117			0.607101			0.597363
0.665222		0.547579			0.60669			0.625552			0.616467			0.607046
0.675222		0.557987			0.618284			0.635826			0.625729			0.616719
0.685222		0.568394			0.62978			0.645937			0.634895			0.626385
0.695222		0.578796			0.641172			0.655888			0.643969			0.636046
0.705222		0.589189			0.652457			0.665677			0.652959			0.645701
0.715222		0.599572			0.663629			0.675307			0.66187			0.65535
0.725222		0.60994			0.674685			0.684778			0.670709			0.664991
0.735222		0.620291			0.68562			0.694092			0.679481			0.674622
0.745222		0.630622			0.69643			0.703251			0.68819			0.684241
0.755222		0.64093			0.707111			0.712256			0.696844			0.693842
0.765222		0.651211			0.717661			0.721111			0.705445			0.70342
0.775222		0.661464			0.728075			0.729818			0.713998			0.712972
0.785222		0.671684			0.73835			0.73838			0.722507			0.72249
0.795222		0.681868			0.748483			0.7468			0.730976			0.731967
0.805222		0.692015			0.758472			0.755081			0.739408			0.741397
0.815222		0.70212			0.768312			0.763227			0.747804			0.750772
0.825222		0.71218			0.778003			0.771241			0.756166			0.760084
0.835222		0.722194			0.787541			0.779126			0.764497			0.769324
0.845222		0.732157			0.796924			0.786887			0.772797			0.778486
0.855222		0.742066			0.80615			0.794527			0.781067			0.78756
0.865222		0.75192			0.815217			0.80205			0.789305			0.796538
0.875222		0.761714			0.824123			0.80946			0.797512			0.805413
0.885222		0.771446			0.832868			0.81676			0.805685			0.814176
0.895222		0.781112			0.841449			0.823955			0.813825			0.822819
0.905222		0.790711			0.849866			0.831049			0.821927			0.831335
0.915222		0.800239			0.858117			0.838045			0.82999			0.839718
0.925222		0.809693			0.866201			0.844946			0.83801			0.847961
0.935222		0.81907			0.874119			0.851757			0.845984			0.856059
0.945222		0.828367			0.881869			0.85848			0.853908			0.864005
0.955222		0.837583			0.88945			0.86512			0.861777			0.871796
0.965222		0.846712			0.896864			0.871679			0.869587			0.879428
0.975222		0.855754			0.904109			0.878161			0.877332			0.886897
0.985222		0.864705			0.911186			0.884567			0.885008			0.894201
0.995222		0.873563			0.918095			0.890902			0.89261			0.901338
1.00522		0.882324			0.924837			0.897167			0.90013			0.908307
1.01522		0.890986			0.931412			0.903364			0.907564			0.915109
1.02522		0.899547			0.93782			0.909497			0.914906			0.921742
1.03522		0.908003			0.944063			0.915565			0.92215			0.92821
1.04522		0.916353			0.950141			0.921572			0.92929			0.934512
1.05522		0.924593			0.956056			0.927518			0.93632			0.940653
1.06522		0.932721			0.961808			0.933404			0.943233			0.946634
1.07522		0.940734			0.9674			0.939231			0.950025			0.952459
1.08522		0.948631			0.972832			0.945001			0.95669			0.958133
1.09522		0.956408			0.978105			0.950712			0.963222			0.96366
1.10522		0.964063			0.983222			0.956365			0.969616			0.969044
1.11522		0.971594			0.988184			0.96196			0.975867			0.974291
1.12522		0.978998			0.992993			0.967496			0.98197			0.979406
1.13522		0.986273			0.997651			0.972972			0.987921			0.984394
1.14522		0.993417			1.00216			0.978388			0.993715			0.989262
1.15522		1.00043			1.00652			0.983742			0.99935			0.994014
1.16522		1.0073			1.01074			0.989033			1.00482			0.998656
1.17522		1.01404			1.01481			0.994259			1.01013			1.00319
1.18522		1.02064			1.01874			0.999417			1.01526			1.00763
1.19522		1.02709			1.02253			1.00451			1.02023			1.01198
1.20522		1.03341			1.02619			1.00952			1.02502			1.01623
1.21522		1.03957			1.02971			1.01447			1.02964			1.0204
1.22522		1.04559			1.0331			1.01933			1.03409			1.02448
1.23522		1.05146			1.03636			1.02412			1.03836			1.02849
1.24522		1.05717			1.03949			1.02882			1.04246			1.03242
1.25522		1.06274			1.04249			1.03343			1.04638			1.03628
1.26522		1.06814			1.04538			1.03796			1.05013			1.04007
1.27522		1.07339			1.04814			1.04239			1.05371			1.04378
1.28522		1.07849			1.05079			1.04672			1.05712			1.04743
1.29522		1.08342			1.05332			1.05096			1.06036			1.051
1.30522		1.08819			1.05573			1.05508			1.06343			1.0545
1.31522		1.0928			1.05804			1.0591			1.06635			1.05793
1.32522		1.09724			1.06023			1.06301			1.0691			1.06128
1.33522		1.10152			1.06232			1.0668			1.0717			1.06456
1.34522		1.10563			1.0643			1.07047			1.07414			1.06775
1.35522		1.10957			1.06619			1.07401			1.07644			1.07086
1.36522		1.11334			1.06797			1.07742			1.07859			1.07389
1.37522		1.11694			1.06965			1.08071			1.08061			1.07681
1.38522		1.12036			1.07123			1.08385			1.08248			1.07964
1.39522		1.12362			1.07273			1.08686			1.08423			1.08237
1.40522		1.12669			1.07412			1.08972			1.08585			1.08499
1.41522		1.1296			1.07543			1.09243			1.08734			1.0875
1.42522		1.13233			1.07665			1.09499			1.08872			1.08988
1.43522		1.13488			1.07777			1.0974			1.08999			1.09214
1.44522		1.13725			1.07882			1.09965			1.09114			1.09427
1.45522		1.13944			1.07977			1.10175			1.09219			1.09626
1.46522		1.14146			1.08065			1.10367			1.09313			1.09811
1.47522		1.14329			1.08144			1.10544			1.09398			1.09981
1.48522		1.14494			1.08214			1.10703			1.09474			1.10136
1.49522		1.14642			1.08277			1.10846			1.0954			1.10275
1.50522		1.14771			1.08332			1.10971			1.09597			1.10398
1.51522		1.14881			1.08379			1.11079			1.09646			1.10504
1.52522		1.14974			1.08418			1.11169			1.09686			1.10593
1.53522		1.15048			1.08449			1.11241			1.09718			1.10665
1.54522		1.15104			1.08473			1.11296			1.09742			1.10719
1.55522		1.15142			1.08488			1.11333			1.09758			1.10756
1.56522		1.15161			1.08496			1.11352			1.09766			1.10775
1.57522		1.15163			1.08497			1.11353			1.09767			1.10776
1.58522		1.15145			1.0849			1.11336			1.09759			1.10759
1.59522		1.1511			1.08475			1.11301			1.09744			1.10724
1.60522		1.15056			1.08452			1.11249			1.09721			1.10672
1.61522		1.14983			1.08422			1.11178			1.0969			1.10602
1.62522		1.14893			1.08384			1.1109			1.09651			1.10515
1.63522		1.14784			1.08338			1.10984			1.09603			1.10411
1.64522		1.14657			1.08284			1.10861			1.09547			1.1029
1.65522		1.14512			1.08222			1.1072			1.09482			1.10153
1.66522		1.14349			1.08152			1.10563			1.09407			1.1
1.67522		1.14168			1.08074			1.10389			1.09324			1.09831
1.68522		1.13968			1.07988			1.10198			1.0923			1.09648
1.69522		1.13751			1.07893			1.0999			1.09127			1.09451
1.70522		1.13516			1.0779			1.09767			1.09012			1.09239
1.71522		1.13263			1.07678			1.09528			1.08887			1.09015
1.72522		1.12992			1.07557			1.09273			1.08751			1.08778
1.73522		1.12704			1.07428			1.09004			1.08603			1.08529
1.74522		1.12398			1.07289			1.08719			1.08442			1.08268
1.75522		1.12074			1.07141			1.0842			1.08269			1.07996
1.76522		1.11734			1.06984			1.08107			1.08083			1.07714
1.77522		1.11376			1.06816			1.07781			1.07883			1.07423
1.78522		1.11001			1.0664			1.07441			1.0767			1.07121
1.79522		1.10609			1.06453			1.07088			1.07441			1.06811
1.80522		1.102			1.06255			1.06723			1.07199			1.06493
1.81522		1.09774			1.06048			1.06345			1.06941			1.06166
1.82522		1.09332			1.05829			1.05956			1.06667			1.05832
1.83522		1.08873			1.056			1.05555			1.06378			1.0549
1.84522		1.08398			1.0536			1.05144			1.06072			1.0514
1.85522		1.07906			1.05108			1.04722			1.0575			1.04784
1.86522		1.07399			1.04845			1.04289			1.05411			1.0442
1.87522		1.06875			1.0457			1.03847			1.05055			1.0405
1.88522		1.06336			1.04283			1.03396			1.04682			1.03672
1.89522		1.05782			1.03984			1.02935			1.04292			1.03287
1.90522		1.05212			1.03672			1.02466			1.03884			1.02895
1.91522		1.04627			1.03348			1.01989			1.03459			1.02495
1.92522		1.04027			1.0301			1.01503			1.03016			1.02087
1.93522		1.03412			1.0266			1.0101			1.02556			1.01671
1.94522		1.02783			1.02296			1.00509			1.02079			1.01247
1.95522		1.02139			1.01918			1.00001			1.01584			1.00814
1.96522		1.01481			1.01527			0.994855			1.01073			1.00371
1.97522		1.00808			1.01121			0.989637			1.00544			0.999182
1.98522		1.00122			1.00701			0.984353			0.999987			0.994552
1.99522		0.994229			1.00267			0.979006			0.994371			0.989813
2.00522		0.987101			0.998176			0.973597			0.988594			0.984959
2.01522		0.97984			0.993536			0.968128			0.982661			0.979985
2.02522		0.972451			0.988744			0.962599			0.976575			0.974885
2.03522		0.964934			0.9838			0.95701			0.970341			0.969653
2.04522		0.957293			0.978701			0.951364			0.963963			0.964285
2.05522		0.94953			0.973445			0.945659			0.957447			0.958775
2.06522		0.941647			0.968032			0.939897			0.950797			0.953119
2.07522		0.933647			0.962459			0.934076			0.94402			0.947311
2.08522		0.925532			0.956725			0.928197			0.93712			0.941348
2.09522		0.917305			0.950829			0.922258			0.930103			0.935226
2.10522		0.908968			0.944769			0.916258			0.922976			0.928942
2.11522		0.900523			0.938545			0.910197			0.915744			0.922494
2.12522		0.891975			0.932156			0.904072			0.908413			0.915879
2.13522		0.883324			0.925601			0.897882			0.900989			0.909097
2.14522		0.874574			0.918878			0.891625			0.893478			0.902147
2.15522		0.865727			0.911988			0.885299			0.885885			0.895029
2.16522		0.856787			0.90493			0.8789			0.878218			0.887744
2.17522		0.847755			0.897704			0.872428			0.87048			0.880294
2.18522		0.838636			0.89031			0.865878			0.862677			0.872681
2.19522		0.82943			0.882748			0.859247			0.854815			0.864908
2.20522		0.820142			0.875017			0.852533			0.846897			0.856979
2.21522		0.810774			0.867119			0.845733			0.838929			0.848899
2.22522		0.801329			0.859054			0.838842			0.830914			0.840672
2.23522		0.791809			0.850822			0.831857			0.822855			0.832305
2.24522		0.782218			0.842424			0.824775			0.814757			0.823804
2.25522		0.772559			0.833862			0.817592			0.806622			0.815174
2.26522		0.762835			0.825136			0.810304			0.798452			0.806425
2.27522		0.753048			0.816248			0.802907			0.790249			0.797563
2.28522		0.743201			0.807199			0.795397			0.782014			0.788596
2.29522		0.733298			0.797991			0.78777			0.773749			0.779533
2.30522		0.723341			0.788626			0.780024			0.765452			0.770381
2.31522		0.713333			0.779106			0.772153			0.757125			0.761149
2.32522		0.703277			0.769433			0.764154			0.748766			0.751845
2.33522		0.693177			0.75961			0.756024			0.740374			0.742477
2.34522		0.683036			0.749638			0.747758			0.731947			0.733053
2.35522		0.672855			0.739521			0.739355			0.723482			0.72358
2.36522		0.662639			0.729262			0.730809			0.714978			0.714067
2.37522		0.65239			0.718864			0.722119			0.706429			0.704519
2.38522		0.642112			0.70833			0.713281			0.697834			0.694943
2.39522		0.631807			0.697663			0.704293			0.689187			0.685344
2.40522		0.621479			0.686868			0.695152			0.680484			0.675728
2.41522		0.61113			0.675947			0.685856			0.67172			0.666098
2.42522		0.600763			0.664905			0.676403			0.662889			0.656457
2.43522		0.590382			0.653746			0.666792			0.653987			0.646809
2.44522		0.57999			0.642474			0.65702			0.645006			0.637155
2.45522		0.569589			0.631094			0.647089			0.635941			0.627495
2.46522		0.559183			0.61961			0.636995			0.626787			0.61783
2.47522		0.548774			0.608026			0.62674			0.617536			0.608157
2.48522		0.538366			0.596349			0.616324			0.608182			0.598476
2.49522		0.527961			0.584582			0.605746			0.598719			0.588783
2.50522		0.517563			0.572731			0.595008			0.589141			0.579073
2.51522		0.507174			0.560802			0.584111			0.579442			0.569343
2.52522		0.496798			0.548798			0.573057			0.569615			0.559586
2.53522		0.486437			0.536728			0.561847			0.559655			0.549796
2.54522		0.476094			0.524594			0.550485			0.549556			0.539966
2.55522		0.465772			0.512405			0.538974			0.539314			0.530088
2.56522		0.455474			0.500164			0.527316			0.528923			0.520154
2.57522		0.445203			0.48788			0.515515			0.518379			0.510155
2.58522		0.434962			0.475556			0.503577			0.50768			0.500082
2.59522		0.424754			0.4632			0.491506			0.49682			0.489925
2.60522		0.41458			0.450819			0.479306			0.485799			0.479676
2.61522		0.404445			0.438417			0.466984			0.474614			0.469323
2.62522		0.394351			0.426002			0.454546			0.463264			0.458858
2.63522		0.384301			0.413579			0.441998			0.451748			0.448272
2.64522		0.374297			0.401157			0.429348			0.440067			0.437555
2.65522		0.364341			0.38874			0.416602			0.428223			0.4267
2.66522		0.354438			0.376336			0.403768			0.416216			0.415698
2.67522		0.344589			0.363951			0.390855			0.40405			0.404542
2.68522		0.334797			0.351593			0.377871			0.391729			0.393225
2.69522		0.325064			0.339267			0.364825			0.379258			0.381744
2.70522		0.315393			0.32698			0.351727			0.366641			0.370092
2.71522		0.305787			0.314739			0.338585			0.353886			0.358268
2.72522		0.296248			0.302551			0.325411			0.341			0.346268
2.73522		0.286779			0.290423			0.312213			0.327991			0.334094
2.74522		0.277381			0.27836			0.299003			0.31487			0.321745
2.75522		0.268058			0.26637			0.285792			0.301645			0.309225
2.76522		0.258811			0.25446			0.27259			0.288328			0.296536
2.77522		0.249643			0.242635			0.259409			0.274931			0.283686
2.78522		0.240557			0.230903			0.246259			0.261467			0.270681
2.79522		0.231554			0.21927			0.233154			0.247949			0.25753
2.80522		0.222636			0.207742			0.220103			0.234392			0.244245
2.81522		0.213806			0.196325			0.20712			0.22081			0.230836
2.82522		0.205066			0.185027			0.194216			0.20722			0.217319
2.83522		0.196418			0.173852			0.181402			0.193638			0.203708
2.84522		0.187865			0.162808			0.168692			0.18008			0.190022
2.85522		0.179407			0.1519			0.156096			0.166565			0.176278
2.86522		0.171047			0.141133			0.143628			0.153109			0.162498
2.87522		0.162786			0.130514			0.131298			0.139732			0.148701
2.88522		0.154628			0.120049			0.119118			0.126451			0.134911
2.89522		0.146573			0.109742			0.107101			0.113285			0.121152
