Position			b=0.3		b=4.0
16.31		0.0383352			6.81262e-015
16.32		0.036724			6.67772e-015
16.33		0.0351029			6.54549e-015
16.34		0.0334726			6.41588e-015
16.35		0.0318339			6.28884e-015
16.36		0.0301874			6.16431e-015
16.37		0.0285337			6.04225e-015
16.38		0.0268736			5.92261e-015
16.39		0.0252077			5.80533e-015
16.4		0.0235368			5.69038e-015
16.41		0.0218614			5.5777e-015
16.42		0.0201824			5.46725e-015
16.43		0.0185003			5.35899e-015
16.44		0.0168159			5.25288e-015
16.45		0.0151298			5.14887e-015
16.46		0.0134427			5.04691e-015
16.47		0.0117552			4.94698e-015
16.48		0.0100682			4.84902e-015
16.49		0.00838218			4.753e-015
16.5		0.00669786			4.65889e-015
16.51		0.00501591			4.56663e-015
16.52		0.003337			4.47621e-015
16.53		0.00166179			4.38757e-015
16.54		-9.07154e-006			4.30069e-015
16.55		-0.00167492			4.21553e-015
16.56		-0.00333512			4.13206e-015
16.57		-0.004989			4.05024e-015
16.58		-0.00663594			3.97004e-015
16.59		-0.0082753			3.89143e-015
16.6		-0.00990644			3.81437e-015
16.61		-0.0115287			3.73884e-015
16.62		-0.0131416			3.66481e-015
16.63		-0.0147443			3.59224e-015
16.64		-0.0163364			3.52111e-015
16.65		-0.0179172			3.45139e-015
16.66		-0.019486			3.38305e-015
16.67		-0.0210424			3.31606e-015
16.68		-0.0225858			3.25039e-015
16.69		-0.0241155			3.18603e-015
16.7		-0.0256309			3.12294e-015
16.71		-0.0271316			3.06111e-015
16.72		-0.028617			3.00049e-015
16.73		-0.0300865			2.94108e-015
16.74		-0.0315396			2.88284e-015
16.75		-0.0329757			2.82576e-015
16.76		-0.0343943			2.7698e-015
16.77		-0.035795			2.71496e-015
16.78		-0.0371772			2.6612e-015
16.79		-0.0385403			2.6085e-015
16.8		-0.0398841			2.55685e-015
16.81		-0.0412078			2.50622e-015
16.82		-0.0425111			2.4566e-015
16.83		-0.0437936			2.40795e-015
16.84		-0.0450547			2.36027e-015
16.85		-0.046294			2.31353e-015
16.86		-0.0475112			2.26772e-015
16.87		-0.0487057			2.22282e-015
16.88		-0.0498772			2.1788e-015
16.89		-0.0510252			2.13566e-015
16.9		-0.0521495			2.09337e-015
16.91		-0.0532495			2.05192e-015
16.92		-0.054325			2.01129e-015
16.93		-0.0553756			1.97146e-015
16.94		-0.0564009			1.93243e-015
16.95		-0.0574006			1.89416e-015
16.96		-0.0583744			1.85665e-015
16.97		-0.0593219			1.81989e-015
16.98		-0.060243			1.78385e-015
16.99		-0.0611372			1.74853e-015
17		-0.0620043			1.71391e-015
17.01		-0.062844			1.67997e-015
17.02		-0.0636561			1.64671e-015
17.03		-0.0644404			1.6141e-015
17.04		-0.0651966			1.58214e-015
17.05		-0.0659245			1.55081e-015
17.06		-0.0666239			1.5201e-015
17.07		-0.0672946			1.49e-015
17.08		-0.0679363			1.4605e-015
17.09		-0.0685491			1.43158e-015
17.1		-0.0691326			1.40323e-015
17.11		-0.0696867			1.37544e-015
17.12		-0.0702114			1.34821e-015
17.13		-0.0707065			1.32151e-015
17.14		-0.0711718			1.29534e-015
17.15		-0.0716073			1.26969e-015
17.16		-0.0720129			1.24455e-015
17.17		-0.0723886			1.21991e-015
17.18		-0.0727342			1.19575e-015
17.19		-0.0730497			1.17208e-015
17.2		-0.0733351			1.14887e-015
17.21		-0.0735903			1.12612e-015
17.22		-0.0738154			1.10382e-015
17.23		-0.0740104			1.08196e-015
17.24		-0.0741751			1.06054e-015
17.25		-0.0743098			1.03954e-015
17.26		-0.0744144			1.01895e-015
17.27		-0.074489			9.98777e-016
17.28		-0.0745336			9.79e-016
17.29		-0.0745483			9.59615e-016
17.3		-0.0745331			9.40613e-016
17.31		-0.0744883			9.21988e-016
17.32		-0.0744138			9.03731e-016
17.33		-0.0743098			8.85836e-016
17.34		-0.0741765			8.68295e-016
17.35		-0.074014			8.51102e-016
17.36		-0.0738223			8.34249e-016
17.37		-0.0736018			8.1773e-016
17.38		-0.0733525			8.01537e-016
17.39		-0.0730747			7.85666e-016
17.4		-0.0727685			7.70109e-016
17.41		-0.0724342			7.5486e-016
17.42		-0.0720719			7.39912e-016
17.43		-0.071682			7.25261e-016
17.44		-0.0712646			7.109e-016
17.45		-0.07082			6.96823e-016
17.46		-0.0703484			6.83025e-016
17.47		-0.0698501			6.695e-016
17.48		-0.0693255			6.56243e-016
17.49		-0.0687747			6.43249e-016
17.5		-0.0681981			6.30512e-016
17.51		-0.067596			6.18027e-016
17.52		-0.0669687			6.05789e-016
17.53		-0.0663165			5.93794e-016
17.54		-0.0656398			5.82036e-016
17.55		-0.0649389			5.70511e-016
17.56		-0.0642142			5.59214e-016
17.57		-0.063466			5.48141e-016
17.58		-0.0626947			5.37287e-016
17.59		-0.0619006			5.26648e-016
17.6		-0.0610843			5.16219e-016
17.61		-0.0602459			5.05997e-016
17.62		-0.059386			4.95978e-016
17.63		-0.058505			4.86157e-016
17.64		-0.0576033			4.7653e-016
17.65		-0.0566812			4.67095e-016
17.66		-0.0557393			4.57845e-016
17.67		-0.0547779			4.48779e-016
17.68		-0.0537975			4.39893e-016
17.69		-0.0527986			4.31183e-016
17.7		-0.0517816			4.22645e-016
17.71		-0.050747			4.14276e-016
17.72		-0.0496951			4.06072e-016
17.73		-0.0486266			3.98032e-016
17.74		-0.0475419			3.9015e-016
17.75		-0.0464414			3.82425e-016
17.76		-0.0453257			3.74852e-016
17.77		-0.0441952			3.6743e-016
17.78		-0.0430505			3.60154e-016
17.79		-0.041892			3.53022e-016
17.8		-0.0407202			3.46032e-016
17.81		-0.0395357			3.3918e-016
17.82		-0.0383389			3.32464e-016
17.83		-0.0371304			3.25881e-016
17.84		-0.0359107			3.19428e-016
17.85		-0.0346803			3.13103e-016
17.86		-0.0334397			3.06903e-016
17.87		-0.0321895			3.00826e-016
17.88		-0.0309302			2.94869e-016
17.89		-0.0296623			2.8903e-016
17.9		-0.0283864			2.83307e-016
17.91		-0.0271029			2.77697e-016
17.92		-0.0258125			2.72199e-016
17.93		-0.0245156			2.66809e-016
17.94		-0.0232128			2.61525e-016
17.95		-0.0219047			2.56347e-016
17.96		-0.0205917			2.51271e-016
17.97		-0.0192744			2.46295e-016
17.98		-0.0179534			2.41418e-016
17.99		-0.0166292			2.36638e-016
18		-0.0153023			2.31952e-016
18.01		-0.0139732			2.27359e-016
18.02		-0.0126426			2.22857e-016
18.03		-0.0113108			2.18444e-016
18.04		-0.0099786			2.14119e-016
18.05		-0.00864637			2.09879e-016
18.06		-0.00731467			2.05723e-016
18.07		-0.00598404			2.0165e-016
18.08		-0.004655			1.97657e-016
18.09		-0.00332809			1.93743e-016
18.1		-0.00200382			1.89906e-016
18.11		-0.000682723			1.86146e-016
18.12		0.000634693			1.8246e-016
18.13		0.00194791			1.78847e-016
18.14		0.00325641			1.75306e-016
18.15		0.0045597			1.71834e-016
18.16		0.00585726			1.68432e-016
18.17		0.00714859			1.65097e-016
18.18		0.0084332			1.61828e-016
18.19		0.00971059			1.58623e-016
18.2		0.0109803			1.55482e-016
18.21		0.0122418			1.52404e-016
18.22		0.0134946			1.49386e-016
18.23		0.0147383			1.46428e-016
18.24		0.0159724			1.43528e-016
18.25		0.0171964			1.40686e-016
18.26		0.0184099			1.379e-016
18.27		0.0196123			1.3517e-016
18.28		0.0208034			1.32493e-016
18.29		0.0219825			1.2987e-016
18.3		0.0231494			1.27298e-016
18.31		0.0243035			1.24777e-016
18.32		0.0254445			1.22307e-016
18.33		0.0265718			1.19885e-016
18.34		0.0276852			1.17511e-016
18.35		0.0287842			1.15184e-016
18.36		0.0298684			1.12903e-016
18.37		0.0309374			1.10668e-016
18.38		0.0319909			1.08476e-016
18.39		0.0330284			1.06328e-016
18.4		0.0340497			1.04223e-016
18.41		0.0350543			1.02159e-016
18.42		0.0360418			1.00136e-016
18.43		0.037012			9.81534e-017
18.44		0.0379646			9.62098e-017
18.45		0.0388991			9.43048e-017
18.46		0.0398153			9.24374e-017
18.47		0.0407128			9.0607e-017
18.48		0.0415914			8.88129e-017
18.49		0.0424507			8.70543e-017
18.5		0.0432905			8.53305e-017
18.51		0.0441105			8.36408e-017
18.52		0.0449105			8.19846e-017
18.53		0.0456901			8.03612e-017
18.54		0.0464491			7.877e-017
18.55		0.0471873			7.72102e-017
18.56		0.0479044			7.56813e-017
18.57		0.0486002			7.41828e-017
18.58		0.0492746			7.27138e-017
18.59		0.0499273			7.1274e-017
18.6		0.050558			6.98627e-017
18.61		0.0511667			6.84793e-017
18.62		0.0517531			6.71233e-017
18.63		0.0523171			6.57942e-017
18.64		0.0528585			6.44914e-017
18.65		0.0533772			6.32144e-017
18.66		0.053873			6.19626e-017
18.67		0.0543458			6.07357e-017
18.68		0.0547955			5.95331e-017
18.69		0.055222			5.83542e-017
18.7		0.0556251			5.71987e-017
18.71		0.0560048			5.60661e-017
18.72		0.056361			5.49559e-017
18.73		0.0566936			5.38677e-017
18.74		0.0570026			5.28011e-017
18.75		0.0572878			5.17556e-017
18.76		0.0575494			5.07307e-017
18.77		0.0577872			4.97262e-017
18.78		0.0580012			4.87415e-017
18.79		0.0581913			4.77764e-017
18.8		0.0583577			4.68304e-017
18.81		0.0585003			4.59031e-017
18.82		0.0586191			4.49941e-017
18.83		0.0587141			4.41032e-017
18.84		0.0587853			4.32299e-017
18.85		0.0588329			4.23739e-017
18.86		0.0588569			4.15348e-017
18.87		0.0588572			4.07124e-017
18.88		0.0588341			3.99062e-017
18.89		0.0587875			3.9116e-017
18.9		0.0587176			3.83415e-017
18.91		0.0586245			3.75822e-017
18.92		0.0585082			3.68381e-017
18.93		0.0583689			3.61086e-017
18.94		0.0582067			3.53936e-017
18.95		0.0580217			3.46928e-017
18.96		0.0578141			3.40058e-017
18.97		0.0575841			3.33325e-017
18.98		0.0573317			3.26724e-017
18.99		0.0570572			3.20255e-017
19		0.0567607			3.13913e-017
19.01		0.0564425			3.07697e-017
19.02		0.0561027			3.01605e-017
19.03		0.0557414			2.95632e-017
19.04		0.055359			2.89778e-017
19.05		0.0549557			2.8404e-017
19.06		0.0545316			2.78416e-017
19.07		0.0540869			2.72903e-017
19.08		0.053622			2.67499e-017
19.09		0.0531371			2.62202e-017
19.1		0.0526325			2.5701e-017
19.11		0.0521083			2.51921e-017
19.12		0.0515648			2.46933e-017
19.13		0.0510024			2.42043e-017
19.14		0.0504213			2.37251e-017
19.15		0.0498219			2.32553e-017
19.16		0.0492043			2.27948e-017
19.17		0.0485689			2.23434e-017
19.18		0.047916			2.1901e-017
19.19		0.047246			2.14673e-017
19.2		0.046559			2.10422e-017
19.21		0.0458556			2.06256e-017
19.22		0.0451359			2.02172e-017
19.23		0.0444004			1.98168e-017
19.24		0.0436493			1.94244e-017
19.25		0.0428831			1.90398e-017
19.26		0.042102			1.86628e-017
19.27		0.0413064			1.82932e-017
19.28		0.0404967			1.7931e-017
19.29		0.0396733			1.7576e-017
19.3		0.0388365			1.72279e-017
19.31		0.0379867			1.68868e-017
19.32		0.0371243			1.65524e-017
19.33		0.0362496			1.62246e-017
19.34		0.0353631			1.59034e-017
19.35		0.0344651			1.55885e-017
19.36		0.033556			1.52798e-017
19.37		0.0326363			1.49772e-017
19.38		0.0317062			1.46807e-017
19.39		0.0307663			1.439e-017
19.4		0.029817			1.4105e-017
19.41		0.0288585			1.38257e-017
19.42		0.0278914			1.3552e-017
19.43		0.0269161			1.32836e-017
19.44		0.0259329			1.30206e-017
19.45		0.0249423			1.27628e-017
19.46		0.0239447			1.251e-017
19.47		0.0229406			1.22623e-017
19.48		0.0219303			1.20195e-017
19.49		0.0209142			1.17815e-017
19.5		0.0198929			1.15482e-017
19.51		0.0188667			1.13196e-017
19.52		0.017836			1.10954e-017
19.53		0.0168012			1.08757e-017
19.54		0.0157629			1.06604e-017
19.55		0.0147214			1.04493e-017
19.56		0.0136771			1.02424e-017
19.57		0.0126305			1.00395e-017
19.58		0.0115819			9.84075e-018
19.59		0.0105319			9.64589e-018
19.6		0.00948084			9.45489e-018
19.61		0.00842913			9.26767e-018
19.62		0.0073772			9.08415e-018
19.63		0.00632547			8.90428e-018
19.64		0.00527437			8.72796e-018
19.65		0.00422432			8.55513e-018
19.66		0.00317572			8.38573e-018
19.67		0.00212899			8.21968e-018
19.68		0.00108455			8.05692e-018
19.69		4.28004e-005			7.89738e-018
19.7		-0.000995843			7.74101e-018
19.71		-0.00203098			7.58772e-018
19.72		-0.0030622			7.43748e-018
19.73		-0.00408911			7.29021e-018
19.74		-0.00511131			7.14585e-018
19.75		-0.00612841			7.00435e-018
19.76		-0.00714001			6.86566e-018
19.77		-0.00814573			6.72971e-018
19.78		-0.00914519			6.59645e-018
19.79		-0.010138			6.46583e-018
19.8		-0.0111238			6.3378e-018
19.81		-0.0121022			6.2123e-018
19.82		-0.0130728			6.08929e-018
19.83		-0.0140353			5.96872e-018
19.84		-0.0149893			5.85053e-018
19.85		-0.0159345			5.73468e-018
19.86		-0.0168704			5.62112e-018
19.87		-0.0177969			5.50982e-018
19.88		-0.0187134			5.40072e-018
19.89		-0.0196197			5.29378e-018
19.9		-0.0205155			5.18895e-018
19.91		-0.0214004			5.0862e-018
19.92		-0.0222741			4.98549e-018
19.93		-0.0231363			4.88677e-018
19.94		-0.0239867			4.79001e-018
19.95		-0.0248249			4.69516e-018
19.96		-0.0256507			4.60219e-018
19.97		-0.0264638			4.51106e-018
19.98		-0.0272639			4.42173e-018
19.99		-0.0280507			4.33418e-018
20		-0.0288239			4.24835e-018
20.01		-0.0295833			4.16423e-018
20.02		-0.0303287			4.08177e-018
20.03		-0.0310596			4.00095e-018
20.04		-0.031776			3.92173e-018
20.05		-0.0324776			3.84407e-018
20.06		-0.0331641			3.76795e-018
20.07		-0.0338352			3.69334e-018
20.08		-0.0344909			3.62021e-018
20.09		-0.0351308			3.54852e-018
20.1		-0.0357547			3.47826e-018
20.11		-0.0363626			3.40938e-018
20.12		-0.036954			3.34187e-018
20.13		-0.037529			3.2757e-018
20.14		-0.0380872			3.21084e-018
20.15		-0.0386285			3.14726e-018
20.16		-0.0391528			3.08494e-018
20.17		-0.0396599			3.02385e-018
20.18		-0.0401497			2.96398e-018
20.19		-0.0406219			2.90529e-018
20.2		-0.0410765			2.84776e-018
20.21		-0.0415133			2.79137e-018
20.22		-0.0419322			2.73609e-018
20.23		-0.0423332			2.68192e-018
20.24		-0.042716			2.62881e-018
20.25		-0.0430806			2.57676e-018
20.26		-0.0434269			2.52573e-018
20.27		-0.0437548			2.47572e-018
20.28		-0.0440643			2.4267e-018
20.29		-0.0443553			2.37865e-018
20.3		-0.0446276			2.33155e-018
20.31		-0.0448814			2.28538e-018
20.32		-0.0451164			2.24013e-018
20.33		-0.0453327			2.19577e-018
20.34		-0.0455303			2.15229e-018
20.35		-0.0457091			2.10967e-018
20.36		-0.0458691			2.0679e-018
20.37		-0.0460103			2.02695e-018
20.38		-0.0461327			1.98681e-018
20.39		-0.0462363			1.94747e-018
20.4		-0.0463211			1.90891e-018
20.41		-0.0463872			1.87111e-018
20.42		-0.0464345			1.83406e-018
20.43		-0.0464632			1.79774e-018
20.44		-0.0464732			1.76214e-018
20.45		-0.0464647			1.72725e-018
20.46		-0.0464376			1.69305e-018
20.47		-0.046392			1.65953e-018
20.48		-0.046328			1.62666e-018
20.49		-0.0462458			1.59445e-018
20.5		-0.0461453			1.56288e-018
20.51		-0.0460267			1.53194e-018
20.52		-0.04589			1.5016e-018
20.53		-0.0457355			1.47187e-018
20.54		-0.0455631			1.44272e-018
20.55		-0.045373			1.41415e-018
20.56		-0.0451654			1.38615e-018
20.57		-0.0449404			1.3587e-018
20.58		-0.0446981			1.3318e-018
20.59		-0.0444387			1.30543e-018
20.6		-0.0441623			1.27958e-018
20.61		-0.0438691			1.25424e-018
20.62		-0.0435593			1.22941e-018
20.63		-0.043233			1.20506e-018
20.64		-0.0428904			1.1812e-018
20.65		-0.0425317			1.15781e-018
20.66		-0.042157			1.13489e-018
20.67		-0.0417667			1.11241e-018
20.68		-0.0413609			1.09039e-018
20.69		-0.0409397			1.06879e-018
20.7		-0.0405035			1.04763e-018
20.71		-0.0400524			1.02689e-018
20.72		-0.0395866			1.00655e-018
20.73		-0.0391065			9.86622e-019
20.74		-0.0386121			9.67086e-019
20.75		-0.0381038			9.47936e-019
20.76		-0.0375818			9.29166e-019
20.77		-0.0370464			9.10767e-019
20.78		-0.0364978			8.92732e-019
20.79		-0.0359362			8.75055e-019
20.8		-0.035362			8.57728e-019
20.81		-0.0347754			8.40744e-019
20.82		-0.0341766			8.24096e-019
20.83		-0.033566			8.07778e-019
20.84		-0.0329438			7.91783e-019
20.85		-0.0323103			7.76104e-019
20.86		-0.0316658			7.60736e-019
20.87		-0.0310106			7.45673e-019
20.88		-0.030345			7.30908e-019
20.89		-0.0296692			7.16435e-019
20.9		-0.0289837			7.02248e-019
20.91		-0.0282886			6.88343e-019
20.92		-0.0275842			6.74713e-019
20.93		-0.026871			6.61352e-019
20.94		-0.0261492			6.48257e-019
20.95		-0.0254191			6.3542e-019
20.96		-0.024681			6.22838e-019
20.97		-0.0239353			6.10505e-019
20.98		-0.0231823			5.98416e-019
20.99		-0.0224222			5.86567e-019
21		-0.0216555			5.74952e-019
21.01		-0.0208824			5.63567e-019
21.02		-0.0201033			5.52408e-019
21.03		-0.0193185			5.4147e-019
21.04		-0.0185284			5.30748e-019
21.05		-0.0177332			5.20238e-019
21.06		-0.0169333			5.09937e-019
21.07		-0.016129			4.99839e-019
21.08		-0.0153207			4.89942e-019
21.09		-0.0145088			4.8024e-019
21.1		-0.0136934			4.70731e-019
21.11		-0.012875			4.6141e-019
21.12		-0.012054			4.52273e-019
21.13		-0.0112305			4.43318e-019
21.14		-0.0104051			4.3454e-019
21.15		-0.00957797			4.25935e-019
21.16		-0.00874949			4.17501e-019
21.17		-0.00792001			4.09234e-019
21.18		-0.00708984			4.01131e-019
21.19		-0.00625933			3.93188e-019
21.2		-0.00542881			3.85402e-019
21.21		-0.00459861			3.77771e-019
21.22		-0.00376906			3.7029e-019
21.23		-0.00294049			3.62958e-019
21.24		-0.00211323			3.55771e-019
21.25		-0.0012876			3.48726e-019
21.26		-0.000463924			3.41821e-019
21.27		0.000357465			3.35052e-019
21.28		0.00117625			3.28418e-019
21.29		0.00199211			3.21915e-019
21.3		0.00280474			3.1554e-019
21.31		0.00361381			3.09292e-019
21.32		0.00441901			3.03168e-019
21.33		0.00522003			2.97165e-019
21.34		0.00601658			2.91281e-019
21.35		0.00680833			2.85513e-019
21.36		0.00759499			2.79859e-019
21.37		0.00837626			2.74318e-019
21.38		0.00915185			2.68886e-019
21.39		0.00992145			2.63562e-019
21.4		0.0106848			2.58343e-019
21.41		0.0114416			2.53227e-019
21.42		0.0121915			2.48213e-019
21.43		0.0129344			2.43298e-019
21.44		0.0136698			2.3848e-019
21.45		0.0143976			2.33758e-019
21.46		0.0151174			2.29129e-019
21.47		0.0158291			2.24592e-019
21.48		0.0165323			2.20145e-019
21.49		0.0172268			2.15786e-019
21.5		0.0179123			2.11513e-019
21.51		0.0185886			2.07325e-019
21.52		0.0192555			2.0322e-019
21.53		0.0199127			1.99196e-019
21.54		0.02056			1.95251e-019
21.55		0.0211971			1.91385e-019
21.56		0.0218238			1.87595e-019
21.57		0.02244			1.83881e-019
21.58		0.0230453			1.8024e-019
21.59		0.0236396			1.76671e-019
21.6		0.0242227			1.73172e-019
21.61		0.0247944			1.69743e-019
21.62		0.0253545			1.66382e-019
21.63		0.0259027			1.63088e-019
21.64		0.026439			1.59858e-019
21.65		0.0269631			1.56693e-019
21.66		0.0274749			1.5359e-019
21.67		0.0279741			1.50549e-019
21.68		0.0284607			1.47568e-019
21.69		0.0289345			1.44646e-019
21.7		0.0293953			1.41781e-019
21.71		0.029843			1.38974e-019
21.72		0.0302774			1.36222e-019
21.73		0.0306984			1.33525e-019
21.74		0.0311059			1.30881e-019
21.75		0.0314998			1.28289e-019
21.76		0.0318799			1.25749e-019
21.77		0.0322461			1.23259e-019
21.78		0.0325983			1.20818e-019
21.79		0.0329365			1.18426e-019
21.8		0.0332605			1.16081e-019
21.81		0.0335703			1.13782e-019
21.82		0.0338657			1.11529e-019
21.83		0.0341467			1.09321e-019
21.84		0.0344132			1.07156e-019
21.85		0.0346652			1.05034e-019
21.86		0.0349026			1.02954e-019
21.87		0.0351253			1.00916e-019
21.88		0.0353333			9.89176e-020
21.89		0.0355266			9.69589e-020
21.9		0.0357052			9.5039e-020
21.91		0.0358689			9.31571e-020
21.92		0.0360178			9.13124e-020
21.93		0.0361519			8.95043e-020
21.94		0.0362712			8.7732e-020
21.95		0.0363756			8.59948e-020
21.96		0.0364652			8.4292e-020
21.97		0.0365399			8.26229e-020
21.98		0.0365998			8.09869e-020
21.99		0.0366449			7.93832e-020
22		0.0366753			7.78113e-020
22.01		0.0366909			7.62706e-020
22.02		0.0366918			7.47603e-020
22.03		0.0366781			7.32799e-020
22.04		0.0366497			7.18289e-020
22.05		0.0366068			7.04066e-020
22.06		0.0365494			6.90125e-020
22.07		0.0364776			6.76459e-020
22.08		0.0363914			6.63064e-020
22.09		0.036291			6.49935e-020
22.1		0.0361763			6.37065e-020
22.11		0.0360476			6.2445e-020
22.12		0.0359048			6.12086e-020
22.13		0.0357481			5.99965e-020
22.14		0.0355776			5.88085e-020
22.15		0.0353935			5.7644e-020
22.16		0.0351957			5.65026e-020
22.17		0.0349845			5.53838e-020
22.18		0.0347599			5.42871e-020
22.19		0.0345221			5.32122e-020
22.2		0.0342713			5.21585e-020
22.21		0.0340075			5.11257e-020
22.22		0.0337309			5.01133e-020
22.23		0.0334417			4.9121e-020
22.24		0.0331399			4.81484e-020
22.25		0.0328259			4.7195e-020
22.26		0.0324997			4.62604e-020
22.27		0.0321615			4.53444e-020
22.28		0.0318114			4.44465e-020
22.29		0.0314497			4.35664e-020
22.3		0.0310765			4.27038e-020
22.31		0.030692			4.18582e-020
22.32		0.0302965			4.10293e-020
22.33		0.02989			4.02169e-020
22.34		0.0294727			3.94205e-020
22.35		0.029045			3.864e-020
22.36		0.0286069			3.78748e-020
22.37		0.0281588			3.71249e-020
22.38		0.0277007			3.63897e-020
22.39		0.0272329			3.56692e-020
22.4		0.0267557			3.49629e-020
22.41		0.0262692			3.42706e-020
22.42		0.0257736			3.3592e-020
22.43		0.0252693			3.29268e-020
22.44		0.0247564			3.22748e-020
22.45		0.0242351			3.16357e-020
22.46		0.0237057			3.10093e-020
22.47		0.0231684			3.03953e-020
22.48		0.0226235			2.97934e-020
22.49		0.0220712			2.92035e-020
22.5		0.0215117			2.86252e-020
22.51		0.0209453			2.80584e-020
22.52		0.0203722			2.75028e-020
22.53		0.0197928			2.69582e-020
22.54		0.0192071			2.64244e-020
22.55		0.0186155			2.59011e-020
22.56		0.0180183			2.53883e-020
22.57		0.0174157			2.48855e-020
22.58		0.0168079			2.43928e-020
22.59		0.0161952			2.39098e-020
22.6		0.0155779			2.34363e-020
22.61		0.0149562			2.29722e-020
22.62		0.0143304			2.25174e-020
22.63		0.0137007			2.20715e-020
22.64		0.0130675			2.16345e-020
22.65		0.0124309			2.12061e-020
22.66		0.0117913			2.07862e-020
22.67		0.0111489			2.03746e-020
22.68		0.010504			1.99711e-020
22.69		0.00985676			1.95757e-020
22.7		0.00920756			1.9188e-020
22.71		0.00855663			1.88081e-020
22.72		0.00790423			1.84357e-020
22.73		0.00725063			1.80706e-020
22.74		0.00659609			1.77128e-020
22.75		0.00594087			1.73621e-020
22.76		0.00528525			1.70183e-020
22.77		0.00462948			1.66813e-020
22.78		0.00397382			1.6351e-020
22.79		0.00331855			1.60272e-020
22.8		0.00266391			1.57098e-020
22.81		0.00201016			1.53988e-020
22.82		0.00135758			1.50938e-020
22.83		0.0007064			1.4795e-020
22.84		5.68931e-005			1.4502e-020
22.85		-0.000590691			1.42148e-020
22.86		-0.0012361			1.39334e-020
22.87		-0.00187908			1.36575e-020
22.88		-0.00251938			1.3387e-020
22.89		-0.00315677			1.3122e-020
22.9		-0.00379098			1.28621e-020
22.91		-0.00442177			1.26074e-020
22.92		-0.00504891			1.23578e-020
22.93		-0.00567216			1.21131e-020
22.94		-0.00629127			1.18732e-020
22.95		-0.00690602			1.16381e-020
22.96		-0.00751617			1.14077e-020
22.97		-0.00812148			1.11818e-020
22.98		-0.00872174			1.09604e-020
22.99		-0.00931672			1.07433e-020
23		-0.0099062			1.05306e-020
23.01		-0.01049			1.03221e-020
23.02		-0.0110678			1.01177e-020
23.03		-0.0116394			9.91736e-021
23.04		-0.0122047			9.72099e-021
23.05		-0.0127635			9.5285e-021
23.06		-0.0133154			9.33982e-021
23.07		-0.0138604			9.15488e-021
23.08		-0.0143982			8.9736e-021
23.09		-0.0149287			8.79591e-021
23.1		-0.0154516			8.62174e-021
23.11		-0.0159668			8.45102e-021
23.12		-0.0164741			8.28368e-021
23.13		-0.0169732			8.11965e-021
23.14		-0.0174641			7.95887e-021
23.15		-0.0179465			7.80127e-021
23.16		-0.0184203			7.6468e-021
23.17		-0.0188854			7.49538e-021
23.18		-0.0193415			7.34696e-021
23.19		-0.0197885			7.20148e-021
23.2		-0.0202263			7.05888e-021
23.21		-0.0206547			6.91911e-021
23.22		-0.0210735			6.7821e-021
23.23		-0.0214827			6.64781e-021
23.24		-0.0218821			6.51617e-021
23.25		-0.0222715			6.38714e-021
23.26		-0.0226509			6.26067e-021
23.27		-0.0230201			6.1367e-021
23.28		-0.023379			6.01518e-021
23.29		-0.0237275			5.89608e-021
23.3		-0.0240655			5.77933e-021
23.31		-0.0243928			5.66489e-021
23.32		-0.0247094			5.55271e-021
23.33		-0.0250152			5.44276e-021
23.34		-0.0253101			5.33499e-021
23.35		-0.025594			5.22935e-021
23.36		-0.0258669			5.1258e-021
23.37		-0.0261286			5.0243e-021
23.38		-0.026379			4.92482e-021
23.39		-0.0266182			4.8273e-021
23.4		-0.026846			4.73171e-021
23.41		-0.0270624			4.63802e-021
23.42		-0.0272674			4.54618e-021
23.43		-0.0274609			4.45616e-021
23.44		-0.0276428			4.36792e-021
23.45		-0.0278131			4.28143e-021
23.46		-0.0279718			4.19665e-021
23.47		-0.0281189			4.11355e-021
23.48		-0.0282543			4.0321e-021
23.49		-0.028378			3.95226e-021
23.5		-0.02849			3.874e-021
23.51		-0.0285903			3.79729e-021
23.52		-0.0286789			3.7221e-021
23.53		-0.0287557			3.64839e-021
23.54		-0.0288209			3.57615e-021
23.55		-0.0288743			3.50534e-021
23.56		-0.028916			3.43593e-021
23.57		-0.0289461			3.36789e-021
23.58		-0.0289645			3.3012e-021
23.59		-0.0289713			3.23583e-021
23.6		-0.0289665			3.17176e-021
23.61		-0.0289501			3.10896e-021
23.62		-0.0289223			3.04739e-021
23.63		-0.0288829			2.98705e-021
23.64		-0.0288322			2.9279e-021
23.65		-0.0287701			2.86993e-021
23.66		-0.0286966			2.8131e-021
23.67		-0.028612			2.7574e-021
23.68		-0.0285161			2.7028e-021
23.69		-0.0284092			2.64928e-021
23.7		-0.0282912			2.59682e-021
23.71		-0.0281623			2.5454e-021
23.72		-0.0280225			2.495e-021
23.73		-0.027872			2.44559e-021
23.74		-0.0277108			2.39717e-021
23.75		-0.027539			2.3497e-021
23.76		-0.0273567			2.30317e-021
23.77		-0.027164			2.25757e-021
23.78		-0.026961			2.21286e-021
23.79		-0.0267479			2.16904e-021
23.8		-0.0265248			2.12609e-021
23.81		-0.0262917			2.084e-021
23.82		-0.0260488			2.04273e-021
23.83		-0.0257963			2.00228e-021
23.84		-0.0255342			1.96263e-021
23.85		-0.0252627			1.92377e-021
23.86		-0.0249819			1.88568e-021
23.87		-0.024692			1.84834e-021
23.88		-0.024393			1.81174e-021
23.89		-0.0240853			1.77586e-021
