Position			b=0.3		b=4.0
31.49		0.00888023			4.44768e-028
31.5		0.00887033			4.35961e-028
31.51		0.00885692			4.27328e-028
31.52		0.00884			4.18867e-028
31.53		0.00881961			4.10573e-028
31.54		0.00879575			4.02443e-028
31.55		0.00876846			3.94474e-028
31.56		0.00873774			3.86663e-028
31.57		0.00870363			3.79006e-028
31.58		0.00866614			3.71501e-028
31.59		0.00862531			3.64145e-028
31.6		0.00858115			3.56935e-028
31.61		0.00853369			3.49867e-028
31.62		0.00848297			3.42939e-028
31.63		0.00842902			3.36148e-028
31.64		0.00837185			3.29492e-028
31.65		0.00831152			3.22968e-028
31.66		0.00824805			3.16573e-028
31.67		0.00818147			3.10304e-028
31.68		0.00811183			3.0416e-028
31.69		0.00803915			2.98137e-028
31.7		0.00796349			2.92233e-028
31.71		0.00788486			2.86447e-028
31.72		0.00780333			2.80775e-028
31.73		0.00771892			2.75215e-028
31.74		0.00763168			2.69765e-028
31.75		0.00754166			2.64424e-028
31.76		0.00744889			2.59188e-028
31.77		0.00735342			2.54056e-028
31.78		0.00725531			2.49025e-028
31.79		0.00715459			2.44094e-028
31.8		0.00705131			2.3926e-028
31.81		0.00694553			2.34523e-028
31.82		0.00683729			2.29879e-028
31.83		0.00672665			2.25327e-028
31.84		0.00661365			2.20865e-028
31.85		0.00649835			2.16492e-028
31.86		0.00638079			2.12205e-028
31.87		0.00626104			2.08003e-028
31.88		0.00613915			2.03884e-028
31.89		0.00601517			1.99847e-028
31.9		0.00588916			1.9589e-028
31.91		0.00576118			1.92011e-028
31.92		0.00563128			1.88209e-028
31.93		0.00549952			1.84482e-028
31.94		0.00536596			1.80829e-028
31.95		0.00523065			1.77249e-028
31.96		0.00509366			1.73739e-028
31.97		0.00495505			1.70299e-028
31.98		0.00481487			1.66926e-028
31.99		0.00467319			1.63621e-028
32		0.00453006			1.60381e-028
32.01		0.00438556			1.57205e-028
32.02		0.00423974			1.54092e-028
32.03		0.00409266			1.51041e-028
32.04		0.00394439			1.4805e-028
32.05		0.00379499			1.45119e-028
32.06		0.00364451			1.42245e-028
32.07		0.00349304			1.39429e-028
32.08		0.00334062			1.36668e-028
32.09		0.00318732			1.33962e-028
32.1		0.00303322			1.31309e-028
32.11		0.00287836			1.28709e-028
32.12		0.00272281			1.2616e-028
32.13		0.00256665			1.23662e-028
32.14		0.00240992			1.21213e-028
32.15		0.00225271			1.18813e-028
32.16		0.00209506			1.16461e-028
32.17		0.00193705			1.14154e-028
32.18		0.00177874			1.11894e-028
32.19		0.00162019			1.09678e-028
32.2		0.00146148			1.07507e-028
32.21		0.00130265			1.05378e-028
32.22		0.00114378			1.03291e-028
32.23		0.000984926			1.01246e-028
32.24		0.000826157			9.92412e-029
32.25		0.000667533			9.7276e-029
32.26		0.000509117			9.53499e-029
32.27		0.000350973			9.34618e-029
32.28		0.000193162			9.16111e-029
32.29		3.57472e-005			8.97971e-029
32.3		-0.000121211			8.8019e-029
32.31		-0.00027765			8.62761e-029
32.32		-0.00043351			8.45677e-029
32.33		-0.000588729			8.28932e-029
32.34		-0.000743249			8.12518e-029
32.35		-0.000897009			7.96429e-029
32.36		-0.00104995			7.80659e-029
32.37		-0.00120201			7.652e-029
32.38		-0.00135314			7.50049e-029
32.39		-0.00150328			7.35197e-029
32.4		-0.00165236			7.20639e-029
32.41		-0.00180034			7.06369e-029
32.42		-0.00194716			6.92382e-029
32.43		-0.00209275			6.78672e-029
32.44		-0.00223708			6.65233e-029
32.45		-0.00238008			6.52061e-029
32.46		-0.0025217			6.39149e-029
32.47		-0.00266189			6.26493e-029
32.48		-0.0028006			6.14088e-029
32.49		-0.00293777			6.01928e-029
32.5		-0.00307336			5.90009e-029
32.51		-0.00320732			5.78326e-029
32.52		-0.00333959			5.66874e-029
32.53		-0.00347014			5.5565e-029
32.54		-0.0035989			5.44647e-029
32.55		-0.00372585			5.33862e-029
32.56		-0.00385092			5.23291e-029
32.57		-0.00397408			5.12929e-029
32.58		-0.00409529			5.02773e-029
32.59		-0.0042145			4.92817e-029
32.6		-0.00433166			4.83059e-029
32.61		-0.00444675			4.73493e-029
32.62		-0.00455972			4.64118e-029
32.63		-0.00467052			4.54927e-029
32.64		-0.00477913			4.45919e-029
32.65		-0.0048855			4.37089e-029
32.66		-0.00498961			4.28435e-029
32.67		-0.00509141			4.19951e-029
32.68		-0.00519087			4.11635e-029
32.69		-0.00528796			4.03484e-029
32.7		-0.00538265			3.95495e-029
32.71		-0.0054749			3.87664e-029
32.72		-0.0055647			3.79987e-029
32.73		-0.005652			3.72463e-029
32.74		-0.00573678			3.65088e-029
32.75		-0.00581901			3.57859e-029
32.76		-0.00589868			3.50773e-029
32.77		-0.00597575			3.43827e-029
32.78		-0.0060502			3.37019e-029
32.79		-0.00612202			3.30345e-029
32.8		-0.00619117			3.23804e-029
32.81		-0.00625765			3.17392e-029
32.82		-0.00632142			3.11107e-029
32.83		-0.00638248			3.04947e-029
32.84		-0.00644081			2.98909e-029
32.85		-0.00649639			2.9299e-029
32.86		-0.00654921			2.87188e-029
32.87		-0.00659926			2.81502e-029
32.88		-0.00664652			2.75927e-029
32.89		-0.00669098			2.70464e-029
32.9		-0.00673264			2.65108e-029
32.91		-0.00677149			2.59859e-029
32.92		-0.00680751			2.54713e-029
32.93		-0.00684071			2.49669e-029
32.94		-0.00687108			2.44726e-029
32.95		-0.00689861			2.3988e-029
32.96		-0.0069233			2.3513e-029
32.97		-0.00694515			2.30474e-029
32.98		-0.00696417			2.2591e-029
32.99		-0.00698035			2.21437e-029
33		-0.00699369			2.17052e-029
33.01		-0.00700419			2.12754e-029
33.02		-0.00701187			2.08541e-029
33.03		-0.00701673			2.04412e-029
33.04		-0.00701876			2.00364e-029
33.05		-0.00701799			1.96397e-029
33.06		-0.00701442			1.92508e-029
33.07		-0.00700806			1.88696e-029
33.08		-0.00699892			1.8496e-029
33.09		-0.00698701			1.81297e-029
33.1		-0.00697234			1.77707e-029
33.11		-0.00695493			1.74188e-029
33.12		-0.0069348			1.70739e-029
33.13		-0.00691196			1.67358e-029
33.14		-0.00688643			1.64045e-029
33.15		-0.00685822			1.60796e-029
33.16		-0.00682736			1.57612e-029
33.17		-0.00679386			1.54491e-029
33.18		-0.00675775			1.51432e-029
33.19		-0.00671905			1.48434e-029
33.2		-0.00667779			1.45494e-029
33.21		-0.00663398			1.42613e-029
33.22		-0.00658765			1.3979e-029
33.23		-0.00653883			1.37022e-029
33.24		-0.00648754			1.34308e-029
33.25		-0.00643382			1.31649e-029
33.26		-0.00637768			1.29042e-029
33.27		-0.00631917			1.26487e-029
33.28		-0.00625831			1.23982e-029
33.29		-0.00619513			1.21527e-029
33.3		-0.00612967			1.19121e-029
33.31		-0.00606196			1.16762e-029
33.32		-0.00599202			1.1445e-029
33.33		-0.00591991			1.12184e-029
33.34		-0.00584564			1.09962e-029
33.35		-0.00576927			1.07785e-029
33.36		-0.00569081			1.05651e-029
33.37		-0.00561032			1.03559e-029
33.38		-0.00552784			1.01508e-029
33.39		-0.00544338			9.9498e-030
33.4		-0.00535701			9.75278e-030
33.41		-0.00526876			9.55967e-030
33.42		-0.00517867			9.37037e-030
33.43		-0.00508678			9.18483e-030
33.44		-0.00499313			9.00295e-030
33.45		-0.00489777			8.82468e-030
33.46		-0.00480074			8.64994e-030
33.47		-0.00470208			8.47866e-030
33.48		-0.00460184			8.31077e-030
33.49		-0.00450007			8.14621e-030
33.5		-0.0043968			7.9849e-030
33.51		-0.00429208			7.82679e-030
33.52		-0.00418596			7.67181e-030
33.53		-0.00407849			7.5199e-030
33.54		-0.00396971			7.371e-030
33.55		-0.00385967			7.22504e-030
33.56		-0.00374842			7.08197e-030
33.57		-0.00363601			6.94174e-030
33.58		-0.00352248			6.80429e-030
33.59		-0.00340789			6.66955e-030
33.6		-0.00329227			6.53749e-030
33.61		-0.00317569			6.40804e-030
33.62		-0.00305819			6.28115e-030
33.63		-0.00293982			6.15677e-030
33.64		-0.00282063			6.03486e-030
33.65		-0.00270067			5.91536e-030
33.66		-0.00257999			5.79823e-030
33.67		-0.00245864			5.68342e-030
33.68		-0.00233668			5.57088e-030
33.69		-0.00221414			5.46057e-030
33.7		-0.00209109			5.35244e-030
33.71		-0.00196757			5.24646e-030
33.72		-0.00184364			5.14257e-030
33.73		-0.00171934			5.04074e-030
33.74		-0.00159473			4.94093e-030
33.75		-0.00146985			4.84309e-030
33.76		-0.00134476			4.74719e-030
33.77		-0.00121951			4.65319e-030
33.78		-0.00109414			4.56105e-030
33.79		-0.000968718			4.47073e-030
33.8		-0.000843282			4.38221e-030
33.81		-0.000717884			4.29543e-030
33.82		-0.000592575			4.21038e-030
33.83		-0.000467405			4.12701e-030
33.84		-0.000342423			4.04529e-030
33.85		-0.000217679			3.96519e-030
33.86		-9.32213e-005			3.88667e-030
33.87		3.09006e-005			3.80971e-030
33.88		0.000154638			3.73427e-030
33.89		0.000277944			3.66033e-030
33.9		0.000400769			3.58785e-030
33.91		0.000523066			3.5168e-030
33.92		0.000644788			3.44717e-030
33.93		0.000765887			3.37891e-030
33.94		0.000886318			3.312e-030
33.95		0.00100603			3.24642e-030
33.96		0.00112499			3.18214e-030
33.97		0.00124314			3.11913e-030
33.98		0.00136044			3.05736e-030
33.99		0.00147685			2.99682e-030
34		0.00159231			2.93748e-030
34.01		0.0017068			2.87932e-030
34.02		0.00182026			2.8223e-030
34.03		0.00193265			2.76642e-030
34.04		0.00204393			2.71164e-030
34.05		0.00215407			2.65794e-030
34.06		0.00226301			2.60531e-030
34.07		0.00237073			2.55372e-030
34.08		0.00247717			2.50316e-030
34.09		0.00258231			2.45359e-030
34.1		0.0026861			2.40501e-030
34.11		0.00278851			2.35738e-030
34.12		0.0028895			2.31071e-030
34.13		0.00298903			2.26495e-030
34.14		0.00308706			2.2201e-030
34.15		0.00318357			2.17614e-030
34.16		0.00327853			2.13305e-030
34.17		0.00337188			2.09081e-030
34.18		0.00346361			2.04941e-030
34.19		0.00355369			2.00883e-030
34.2		0.00364207			1.96905e-030
34.21		0.00372873			1.93006e-030
34.22		0.00381365			1.89185e-030
34.23		0.00389679			1.85438e-030
34.24		0.00397812			1.81767e-030
34.25		0.00405762			1.78167e-030
34.26		0.00413526			1.74639e-030
34.27		0.00421102			1.71181e-030
34.28		0.00428487			1.67792e-030
34.29		0.00435678			1.64469e-030
34.3		0.00442674			1.61212e-030
34.31		0.00449473			1.5802e-030
34.32		0.00456071			1.54891e-030
34.33		0.00462467			1.51824e-030
34.34		0.0046866			1.48818e-030
34.35		0.00474647			1.45871e-030
34.36		0.00480426			1.42983e-030
34.37		0.00485997			1.40151e-030
34.38		0.00491356			1.37376e-030
34.39		0.00496503			1.34656e-030
34.4		0.00501437			1.3199e-030
34.41		0.00506155			1.29376e-030
34.42		0.00510657			1.26814e-030
34.43		0.00514942			1.24303e-030
34.44		0.00519008			1.21842e-030
34.45		0.00522854			1.19429e-030
34.46		0.00526481			1.17064e-030
34.47		0.00529886			1.14746e-030
34.48		0.00533069			1.12474e-030
34.49		0.0053603			1.10247e-030
34.5		0.00538768			1.08064e-030
34.51		0.00541283			1.05924e-030
34.52		0.00543574			1.03827e-030
34.53		0.00545641			1.01771e-030
34.54		0.00547484			9.97556e-031
34.55		0.00549102			9.77803e-031
34.56		0.00550497			9.58441e-031
34.57		0.00551667			9.39463e-031
34.58		0.00552614			9.2086e-031
34.59		0.00553337			9.02626e-031
34.6		0.00553837			8.84753e-031
34.61		0.00554114			8.67233e-031
34.62		0.00554169			8.50061e-031
34.63		0.00554003			8.33229e-031
34.64		0.00553616			8.1673e-031
34.65		0.00553008			8.00557e-031
34.66		0.00552182			7.84705e-031
34.67		0.00551138			7.69167e-031
34.68		0.00549877			7.53936e-031
34.69		0.005484			7.39007e-031
34.7		0.00546708			7.24374e-031
34.71		0.00544803			7.10031e-031
34.72		0.00542686			6.95971e-031
34.73		0.00540359			6.8219e-031
34.74		0.00537823			6.68682e-031
34.75		0.0053508			6.55441e-031
34.76		0.00532131			6.42462e-031
34.77		0.00528979			6.29741e-031
34.78		0.00525624			6.17271e-031
34.79		0.0052207			6.05048e-031
34.8		0.00518318			5.93067e-031
34.81		0.00514371			5.81324e-031
34.82		0.00510229			5.69813e-031
34.83		0.00505896			5.5853e-031
34.84		0.00501375			5.4747e-031
34.85		0.00496666			5.3663e-031
34.86		0.00491773			5.26004e-031
34.87		0.00486699			5.15588e-031
34.88		0.00481445			5.05379e-031
34.89		0.00476015			4.95372e-031
34.9		0.00470411			4.85563e-031
34.91		0.00464635			4.75948e-031
34.92		0.00458692			4.66523e-031
34.93		0.00452583			4.57286e-031
34.94		0.00446312			4.48231e-031
34.95		0.00439881			4.39355e-031
34.96		0.00433294			4.30655e-031
34.97		0.00426553			4.22128e-031
34.98		0.00419663			4.13769e-031
34.99		0.00412625			4.05576e-031
35		0.00405444			3.97545e-031
35.01		0.00398122			3.89673e-031
35.02		0.00390663			3.81957e-031
35.03		0.0038307			3.74394e-031
35.04		0.00375348			3.6698e-031
35.05		0.00367498			3.59714e-031
35.06		0.00359525			3.52591e-031
35.07		0.00351433			3.45609e-031
35.08		0.00343224			3.38765e-031
35.09		0.00334903			3.32057e-031
35.1		0.00326473			3.25482e-031
35.11		0.00317938			3.19037e-031
35.12		0.00309301			3.1272e-031
35.13		0.00300567			3.06528e-031
35.14		0.00291739			3.00458e-031
35.15		0.00282821			2.94509e-031
35.16		0.00273817			2.88677e-031
35.17		0.0026473			2.82961e-031
35.18		0.00255565			2.77358e-031
35.19		0.00246325			2.71866e-031
35.2		0.00237014			2.66482e-031
35.21		0.00227637			2.61206e-031
35.22		0.00218197			2.56033e-031
35.23		0.00208698			2.50964e-031
35.24		0.00199144			2.45994e-031
35.25		0.00189539			2.41123e-031
35.26		0.00179887			2.36349e-031
35.27		0.00170192			2.31669e-031
35.28		0.00160459			2.27081e-031
35.29		0.0015069			2.22585e-031
35.3		0.0014089			2.18177e-031
35.31		0.00131064			2.13857e-031
35.32		0.00121215			2.09622e-031
35.33		0.00111346			2.05472e-031
35.34		0.00101463			2.01403e-031
35.35		0.000915692			1.97415e-031
35.36		0.000816682			1.93506e-031
35.37		0.000717643			1.89674e-031
35.38		0.000618613			1.85918e-031
35.39		0.000519633			1.82237e-031
35.4		0.000420742			1.78628e-031
35.41		0.00032198			1.75091e-031
35.42		0.000223384			1.71624e-031
35.43		0.000124995			1.68226e-031
35.44		2.685e-005			1.64895e-031
35.45		-7.10113e-005			1.6163e-031
35.46		-0.000168551			1.58429e-031
35.47		-0.000265732			1.55292e-031
35.48		-0.000362515			1.52217e-031
35.49		-0.000458863			1.49203e-031
35.5		-0.00055474			1.46249e-031
35.51		-0.000650107			1.43353e-031
35.52		-0.00074493			1.40514e-031
35.53		-0.000839171			1.37732e-031
35.54		-0.000932794			1.35004e-031
35.55		-0.00102576			1.32331e-031
35.56		-0.00111805			1.29711e-031
35.57		-0.00120961			1.27142e-031
35.58		-0.00130041			1.24625e-031
35.59		-0.00139042			1.22157e-031
35.6		-0.0014796			1.19738e-031
35.61		-0.00156793			1.17367e-031
35.62		-0.00165537			1.15043e-031
35.63		-0.00174188			1.12765e-031
35.64		-0.00182744			1.10532e-031
35.65		-0.00191201			1.08344e-031
35.66		-0.00199557			1.06198e-031
35.67		-0.00207808			1.04095e-031
35.68		-0.00215951			1.02034e-031
35.69		-0.00223983			1.00014e-031
35.7		-0.00231902			9.80334e-032
35.71		-0.00239705			9.60922e-032
35.72		-0.00247389			9.41894e-032
35.73		-0.0025495			9.23244e-032
35.74		-0.00262388			9.04962e-032
35.75		-0.00269698			8.87043e-032
35.76		-0.00276878			8.69478e-032
35.77		-0.00283927			8.52261e-032
35.78		-0.00290841			8.35385e-032
35.79		-0.00297618			8.18844e-032
35.8		-0.00304256			8.02629e-032
35.81		-0.00310752			7.86736e-032
35.82		-0.00317105			7.71158e-032
35.83		-0.00323312			7.55888e-032
35.84		-0.00329372			7.4092e-032
35.85		-0.00335282			7.26249e-032
35.86		-0.0034104			7.11868e-032
35.87		-0.00346645			6.97773e-032
35.88		-0.00352094			6.83956e-032
35.89		-0.00357387			6.70412e-032
35.9		-0.00362521			6.57137e-032
35.91		-0.00367495			6.44125e-032
35.92		-0.00372307			6.31371e-032
35.93		-0.00376956			6.18869e-032
35.94		-0.00381441			6.06614e-032
35.95		-0.00385759			5.94603e-032
35.96		-0.00389911			5.82829e-032
35.97		-0.00393895			5.71288e-032
35.98		-0.00397709			5.59976e-032
35.99		-0.00401353			5.48887e-032
36		-0.00404826			5.38019e-032
36.01		-0.00408127			5.27365e-032
36.02		-0.00411255			5.16923e-032
36.03		-0.00414209			5.06687e-032
36.04		-0.00416989			4.96654e-032
36.05		-0.00419595			4.86819e-032
36.06		-0.00422024			4.7718e-032
36.07		-0.00424278			4.67731e-032
36.08		-0.00426356			4.58469e-032
36.09		-0.00428257			4.49391e-032
36.1		-0.00429982			4.40492e-032
36.11		-0.00431529			4.3177e-032
36.12		-0.004329			4.2322e-032
36.13		-0.00434094			4.1484e-032
36.14		-0.0043511			4.06626e-032
36.15		-0.0043595			3.98574e-032
36.16		-0.00436614			3.90682e-032
36.17		-0.004371			3.82946e-032
36.18		-0.00437411			3.75363e-032
36.19		-0.00437546			3.6793e-032
36.2		-0.00437507			3.60645e-032
36.21		-0.00437292			3.53503e-032
36.22		-0.00436903			3.46504e-032
36.23		-0.00436342			3.39642e-032
36.24		-0.00435607			3.32917e-032
36.25		-0.00434701			3.26325e-032
36.26		-0.00433624			3.19863e-032
36.27		-0.00432377			3.13529e-032
36.28		-0.0043096			3.07321e-032
36.29		-0.00429377			3.01236e-032
36.3		-0.00427626			2.95271e-032
36.31		-0.0042571			2.89424e-032
36.32		-0.00423629			2.83693e-032
36.33		-0.00421386			2.78076e-032
36.34		-0.00418981			2.72569e-032
36.35		-0.00416415			2.67172e-032
36.36		-0.00413692			2.61882e-032
36.37		-0.00410811			2.56696e-032
36.38		-0.00407774			2.51613e-032
36.39		-0.00404584			2.46631e-032
36.4		-0.00401242			2.41747e-032
36.41		-0.0039775			2.3696e-032
36.42		-0.00394109			2.32268e-032
36.43		-0.00390322			2.27669e-032
36.44		-0.0038639			2.23161e-032
36.45		-0.00382316			2.18742e-032
36.46		-0.00378101			2.14411e-032
36.47		-0.00373748			2.10165e-032
36.48		-0.00369258			2.06004e-032
36.49		-0.00364635			2.01924e-032
36.5		-0.0035988			1.97926e-032
36.51		-0.00354995			1.94007e-032
36.52		-0.00349983			1.90165e-032
36.53		-0.00344847			1.864e-032
36.54		-0.00339588			1.82709e-032
36.55		-0.00334209			1.79091e-032
36.56		-0.00328712			1.75545e-032
36.57		-0.00323101			1.72069e-032
36.58		-0.00317378			1.68661e-032
36.59		-0.00311545			1.65322e-032
36.6		-0.00305605			1.62048e-032
36.61		-0.00299561			1.58839e-032
36.62		-0.00293416			1.55694e-032
36.63		-0.00287171			1.52611e-032
36.64		-0.00280831			1.49589e-032
36.65		-0.00274397			1.46627e-032
36.66		-0.00267873			1.43724e-032
36.67		-0.00261262			1.40878e-032
36.68		-0.00254566			1.38088e-032
36.69		-0.00247789			1.35354e-032
36.7		-0.00240933			1.32674e-032
36.71		-0.00234001			1.30047e-032
36.72		-0.00226996			1.27472e-032
36.73		-0.00219922			1.24947e-032
36.74		-0.00212781			1.22473e-032
36.75		-0.00205577			1.20048e-032
36.76		-0.00198312			1.17671e-032
36.77		-0.00190989			1.15341e-032
36.78		-0.00183613			1.13057e-032
36.79		-0.00176185			1.10818e-032
36.8		-0.00168709			1.08624e-032
36.81		-0.00161188			1.06473e-032
36.82		-0.00153625			1.04365e-032
36.83		-0.00146023			1.02298e-032
36.84		-0.00138386			1.00273e-032
36.85		-0.00130716			9.82871e-033
36.86		-0.00123017			9.63409e-033
36.87		-0.00115293			9.44332e-033
36.88		-0.00107545			9.25633e-033
36.89		-0.000997772			9.07305e-033
36.9		-0.000919931			8.89339e-033
36.91		-0.000841956			8.71729e-033
36.92		-0.000763878			8.54467e-033
36.93		-0.000685729			8.37548e-033
36.94		-0.00060754			8.20963e-033
36.95		-0.000529343			8.04707e-033
36.96		-0.000451168			7.88773e-033
36.97		-0.000373047			7.73154e-033
36.98		-0.000295012			7.57845e-033
36.99		-0.000217092			7.42838e-033
37		-0.000139319			7.28129e-033
37.01		-6.17238e-005			7.13711e-033
37.02		1.5664e-005			6.99579e-033
37.03		9.28137e-005			6.85726e-033
37.04		0.000169695			6.72148e-033
37.05		0.000246279			6.58838e-033
37.06		0.000322534			6.45793e-033
37.07		0.000398433			6.33005e-033
37.08		0.000473945			6.20471e-033
37.09		0.000549041			6.08184e-033
37.1		0.000623694			5.96142e-033
37.11		0.000697873			5.84337e-033
37.12		0.000771552			5.72767e-033
37.13		0.000844702			5.61425e-033
37.14		0.000917295			5.50308e-033
37.15		0.000989304			5.39411e-033
37.16		0.0010607			5.2873e-033
37.17		0.00113146			5.18261e-033
37.18		0.00120156			5.07998e-033
37.19		0.00127097			4.97939e-033
37.2		0.00133966			4.88079e-033
37.21		0.00140761			4.78415e-033
37.22		0.0014748			4.68942e-033
37.23		0.00154119			4.59656e-033
37.24		0.00160677			4.50554e-033
37.25		0.00167152			4.41633e-033
37.26		0.0017354			4.32888e-033
37.27		0.00179839			4.24316e-033
37.28		0.00186048			4.15914e-033
37.29		0.00192164			4.07678e-033
37.3		0.00198185			3.99606e-033
37.31		0.00204109			3.91693e-033
37.32		0.00209934			3.83937e-033
37.33		0.00215657			3.76334e-033
37.34		0.00221277			3.68883e-033
37.35		0.00226792			3.61578e-033
37.36		0.00232199			3.54418e-033
37.37		0.00237498			3.474e-033
37.38		0.00242686			3.40521e-033
37.39		0.00247762			3.33779e-033
37.4		0.00252723			3.27169e-033
37.41		0.00257568			3.20691e-033
37.42		0.00262297			3.14341e-033
37.43		0.00266906			3.08117e-033
37.44		0.00271395			3.02015e-033
37.45		0.00275762			2.96035e-033
37.46		0.00280006			2.90173e-033
37.47		0.00284125			2.84427e-033
37.48		0.00288118			2.78795e-033
37.49		0.00291985			2.73275e-033
37.5		0.00295723			2.67864e-033
37.51		0.00299332			2.6256e-033
37.52		0.00302811			2.57361e-033
37.53		0.00306158			2.52265e-033
37.54		0.00309373			2.47269e-033
37.55		0.00312454			2.42373e-033
37.56		0.00315402			2.37574e-033
37.57		0.00318215			2.3287e-033
37.58		0.00320892			2.28258e-033
37.59		0.00323433			2.23739e-033
37.6		0.00325838			2.19308e-033
37.61		0.00328105			2.14966e-033
37.62		0.00330234			2.10709e-033
37.63		0.00332225			2.06537e-033
37.64		0.00334077			2.02447e-033
37.65		0.00335791			1.98438e-033
37.66		0.00337365			1.94509e-033
37.67		0.003388			1.90657e-033
37.68		0.00340095			1.86882e-033
37.69		0.0034125			1.83182e-033
37.7		0.00342265			1.79554e-033
37.71		0.00343141			1.75999e-033
37.72		0.00343877			1.72514e-033
37.73		0.00344474			1.69098e-033
37.74		0.00344931			1.6575e-033
37.75		0.00345249			1.62468e-033
37.76		0.00345429			1.5925e-033
37.77		0.00345469			1.56097e-033
37.78		0.00345372			1.53006e-033
37.79		0.00345137			1.49976e-033
37.8		0.00344765			1.47007e-033
37.81		0.00344256			1.44096e-033
37.82		0.00343612			1.41242e-033
37.83		0.00342832			1.38446e-033
37.84		0.00341917			1.35704e-033
37.85		0.00340869			1.33017e-033
37.86		0.00339688			1.30383e-033
37.87		0.00338374			1.27801e-033
37.88		0.00336929			1.25271e-033
37.89		0.00335354			1.2279e-033
37.9		0.0033365			1.20359e-033
37.91		0.00331818			1.17976e-033
37.92		0.00329859			1.1564e-033
37.93		0.00327773			1.1335e-033
37.94		0.00325564			1.11105e-033
37.95		0.0032323			1.08905e-033
37.96		0.00320775			1.06749e-033
37.97		0.00318199			1.04635e-033
37.98		0.00315503			1.02563e-033
37.99		0.0031269			1.00532e-033
38		0.0030976			9.85415e-034
38.01		0.00306715			9.65903e-034
38.02		0.00303557			9.46777e-034
38.03		0.00300287			9.28029e-034
38.04		0.00296907			9.09653e-034
38.05		0.00293418			8.91641e-034
38.06		0.00289823			8.73985e-034
38.07		0.00286123			8.56679e-034
38.08		0.00282319			8.39716e-034
38.09		0.00278414			8.23088e-034
38.1		0.0027441			8.0679e-034
38.11		0.00270308			7.90814e-034
38.12		0.0026611			7.75155e-034
38.13		0.00261819			7.59806e-034
38.14		0.00257436			7.44761e-034
38.15		0.00252963			7.30014e-034
38.16		0.00248403			7.15558e-034
38.17		0.00243757			7.01389e-034
38.18		0.00239028			6.87501e-034
38.19		0.00234217			6.73888e-034
38.2		0.00229327			6.60544e-034
38.21		0.00224361			6.47464e-034
38.22		0.00219319			6.34643e-034
38.23		0.00214205			6.22077e-034
38.24		0.00209021			6.09759e-034
38.25		0.00203769			5.97685e-034
38.26		0.00198451			5.8585e-034
38.27		0.0019307			5.74249e-034
38.28		0.00187628			5.62878e-034
38.29		0.00182127			5.51733e-034
38.3		0.0017657			5.40807e-034
38.31		0.00170959			5.30099e-034
38.32		0.00165297			5.19602e-034
38.33		0.00159586			5.09313e-034
38.34		0.00153828			4.99228e-034
38.35		0.00148025			4.89343e-034
38.36		0.00142182			4.79653e-034
38.37		0.00136298			4.70155e-034
38.38		0.00130378			4.60846e-034
38.39		0.00124424			4.5172e-034
38.4		0.00118438			4.42776e-034
38.41		0.00112422			4.34008e-034
38.42		0.0010638			4.25414e-034
38.43		0.00100313			4.1699e-034
38.44		0.00094224			4.08733e-034
38.45		0.000881158			4.0064e-034
38.46		0.000819908			3.92707e-034
38.47		0.000758513			3.84931e-034
38.48		0.000697			3.77309e-034
38.49		0.000635392			3.69837e-034
38.5		0.000573715			3.62514e-034
38.51		0.000511994			3.55336e-034
38.52		0.000450253			3.483e-034
38.53		0.000388518			3.41403e-034
38.54		0.000326812			3.34643e-034
38.55		0.00026516			3.28016e-034
38.56		0.000203587			3.21521e-034
38.57		0.000142118			3.15155e-034
38.58		8.07755e-005			3.08914e-034
38.59		1.95846e-005			3.02797e-034
38.6		-4.14307e-005			2.96801e-034
38.61		-0.000102247			2.90924e-034
38.62		-0.00016284			2.85164e-034
38.63		-0.000223186			2.79517e-034
38.64		-0.000283263			2.73982e-034
38.65		-0.000343046			2.68557e-034
38.66		-0.000402514			2.63239e-034
38.67		-0.000461642			2.58027e-034
38.68		-0.000520409			2.52917e-034
38.69		-0.000578792			2.47909e-034
38.7		-0.000636769			2.43e-034
38.71		-0.000694318			2.38189e-034
38.72		-0.000751418			2.33472e-034
38.73		-0.000808046			2.28849e-034
38.74		-0.000864182			2.24318e-034
38.75		-0.000919804			2.19876e-034
38.76		-0.000974893			2.15522e-034
38.77		-0.00102943			2.11254e-034
38.78		-0.00108339			2.07071e-034
38.79		-0.00113675			2.02971e-034
38.8		-0.0011895			1.98952e-034
38.81		-0.00124162			1.95012e-034
38.82		-0.00129309			1.91151e-034
38.83		-0.00134388			1.87366e-034
38.84		-0.00139399			1.83656e-034
38.85		-0.00144339			1.80019e-034
38.86		-0.00149207			1.76455e-034
38.87		-0.00154			1.72961e-034
38.88		-0.00158718			1.69536e-034
38.89		-0.00163358			1.66179e-034
38.9		-0.00167919			1.62888e-034
38.91		-0.00172399			1.59663e-034
38.92		-0.00176797			1.56501e-034
38.93		-0.00181111			1.53402e-034
38.94		-0.00185339			1.50365e-034
38.95		-0.00189482			1.47387e-034
38.96		-0.00193536			1.44469e-034
38.97		-0.001975			1.41608e-034
38.98		-0.00201374			1.38804e-034
38.99		-0.00205156			1.36056e-034
39		-0.00208844			1.33361e-034
39.01		-0.00212439			1.30721e-034
39.02		-0.00215937			1.28132e-034
39.03		-0.00219339			1.25595e-034
39.04		-0.00222643			1.23108e-034
39.05		-0.00225848			1.2067e-034
