beta		beta		tan(beta)
-15.4959		-15.4959		0.215273
-15.4859		-15.4859		0.225759
-15.4759		-15.4759		0.236293
-15.4659		-15.4659		0.246876
-15.4559		-15.4559		0.257513
-15.4459		-15.4459		0.268204
-15.4359		-15.4359		0.278952
-15.4259		-15.4259		0.289761
-15.4159		-15.4159		0.300632
-15.4059		-15.4059		0.311569
-15.3959		-15.3959		0.322575
-15.3859		-15.3859		0.333651
-15.3759		-15.3759		0.344802
-15.3659		-15.3659		0.35603
-15.3559		-15.3559		0.367338
-15.3459		-15.3459		0.37873
-15.3359		-15.3359		0.390208
-15.3259		-15.3259		0.401776
-15.3159		-15.3159		0.413438
-15.3059		-15.3059		0.425196
-15.2959		-15.2959		0.437055
-15.2859		-15.2859		0.449018
-15.2759		-15.2759		0.461088
-15.2659		-15.2659		0.473271
-15.2559		-15.2559		0.48557
-15.2459		-15.2459		0.497988
-15.2359		-15.2359		0.510531
-15.2259		-15.2259		0.523202
-15.2159		-15.2159		0.536007
-15.2059		-15.2059		0.54895
-15.1959		-15.1959		0.562036
-15.1859		-15.1859		0.575269
-15.1759		-15.1759		0.588656
-15.1659		-15.1659		0.602202
-15.1559		-15.1559		0.615911
-15.1459		-15.1459		0.62979
-15.1359		-15.1359		0.643846
-15.1259		-15.1259		0.658083
-15.1159		-15.1159		0.672509
-15.1059		-15.1059		0.687131
-15.0959		-15.0959		0.701955
-15.0859		-15.0859		0.716988
-15.0759		-15.0759		0.732239
-15.0659		-15.0659		0.747714
-15.0559		-15.0559		0.763423
-15.0459		-15.0459		0.779374
-15.0359		-15.0359		0.795575
-15.0259		-15.0259		0.812036
-15.0159		-15.0159		0.828766
-15.0059		-15.0059		0.845776
-14.9959		-14.9959		0.863076
-14.9859		-14.9859		0.880678
-14.9759		-14.9759		0.898592
-14.9659		-14.9659		0.916831
-14.9559		-14.9559		0.935408
-14.9459		-14.9459		0.954336
-14.9359		-14.9359		0.973628
-14.9259		-14.9259		0.9933
-14.9159		-14.9159		1.01337
-14.9059		-14.9059		1.03384
-14.8959		-14.8959		1.05475
-14.8859		-14.8859		1.0761
-14.8759		-14.8759		1.09791
-14.8659		-14.8659		1.12021
-14.8559		-14.8559		1.14302
-14.8459		-14.8459		1.16635
-14.8359		-14.8359		1.19024
-14.8259		-14.8259		1.21469
-14.8159		-14.8159		1.23975
-14.8059		-14.8059		1.26544
-14.7959		-14.7959		1.29179
-14.7859		-14.7859		1.31883
-14.7759		-14.7759		1.34659
-14.7659		-14.7659		1.37511
-14.7559		-14.7559		1.40442
-14.7459		-14.7459		1.43457
-14.7359		-14.7359		1.46559
-14.7259		-14.7259		1.49754
-14.7159		-14.7159		1.53046
-14.7059		-14.7059		1.56441
-14.6959		-14.6959		1.59943
-14.6859		-14.6859		1.63559
-14.6759		-14.6759		1.67295
-14.6659		-14.6659		1.71159
-14.6559		-14.6559		1.75157
-14.6459		-14.6459		1.79298
-14.6359		-14.6359		1.8359
-14.6259		-14.6259		1.88042
-14.6159		-14.6159		1.92665
-14.6059		-14.6059		1.9747
-14.5959		-14.5959		2.02468
-14.5859		-14.5859		2.07673
-14.5759		-14.5759		2.13099
-14.5659		-14.5659		2.18761
-14.5559		-14.5559		2.24676
-14.5459		-14.5459		2.30863
-14.5359		-14.5359		2.37343
-14.5259		-14.5259		2.44137
-14.5159		-14.5159		2.51272
-14.5059		-14.5059		2.58775
-14.4959		-14.4959		2.66676
-14.4859		-14.4859		2.7501
-14.4759		-14.4759		2.83815
-14.4659		-14.4659		2.93135
-14.4559		-14.4559		3.03018
-14.4459		-14.4459		3.13519
-14.4359		-14.4359		3.24699
-14.4259		-14.4259		3.3663
-14.4159		-14.4159		3.49392
-14.4059		-14.4059		3.63078
-14.3959		-14.3959		3.77795
-14.3859		-14.3859		3.93668
-14.3759		-14.3759		4.10842
-14.3659		-14.3659		4.29488
-14.3559		-14.3559		4.49807
-14.3459		-14.3459		4.72041
-14.3359		-14.3359		4.96478
-14.3259		-14.3259		5.23467
-14.3159		-14.3159		5.53439
-14.3059		-14.3059		5.86923
-14.2959		-14.2959		6.24582
-14.2859		-14.2859		6.6726
-14.2759		-14.2759		7.1604
-14.2659		-14.2659		7.72344
-14.2559		-14.2559		8.38075
-14.2459		-14.2459		9.15831
-14.2359		-14.2359		10.0927
-14.2259		-14.2259		11.2368
-14.2159		-14.2159		12.6706
-14.2059		-14.2059		14.5205
-14.1959		-14.1959		16.9989
-14.1859		-14.1859		20.4925
-14.1759		-14.1759		25.7871
-14.1659		-14.1659		34.7614
-14.1559		-14.1559		53.2998
-14.1459		-14.1459		114.158
-14.1359		-14.1359		-806.188
-14.1259		-14.1259		-88.961
-14.1159		-14.1159		-47.073
-14.1059		-14.1059		-31.9994
-14.0959		-14.0959		-24.2343
-14.0859		-14.0859		-19.4988
-14.0759		-14.0759		-16.3087
-14.0659		-14.0659		-14.0132
-14.0559		-14.0559		-12.2821
-14.0459		-14.0459		-10.9296
-14.0359		-14.0359		-9.84371
-14.0259		-14.0259		-8.95243
-14.0159		-14.0159		-8.20762
-14.0059		-14.0059		-7.57581
-13.9959		-13.9959		-7.03298
-13.9859		-13.9859		-6.5615
-13.9759		-13.9759		-6.14808
-13.9659		-13.9659		-5.78255
-13.9559		-13.9559		-5.45699
-13.9459		-13.9459		-5.16512
-13.9359		-13.9359		-4.90192
-13.9259		-13.9259		-4.66332
-13.9159		-13.9159		-4.44598
-13.9059		-13.9059		-4.24715
-13.8959		-13.8959		-4.06452
-13.8859		-13.8859		-3.89615
-13.8759		-13.8759		-3.74041
-13.8659		-13.8659		-3.59591
-13.8559		-13.8559		-3.46143
-13.8459		-13.8459		-3.33596
-13.8359		-13.8359		-3.21858
-13.8259		-13.8259		-3.10853
-13.8159		-13.8159		-3.00511
-13.8059		-13.8059		-2.90773
-13.7959		-13.7959		-2.81585
-13.7859		-13.7859		-2.729
-13.7759		-13.7759		-2.64677
-13.7659		-13.7659		-2.56877
-13.7559		-13.7559		-2.49469
-13.7459		-13.7459		-2.42421
-13.7359		-13.7359		-2.35707
-13.7259		-13.7259		-2.29302
-13.7159		-13.7159		-2.23184
-13.7059		-13.7059		-2.17333
-13.6959		-13.6959		-2.11731
-13.6859		-13.6859		-2.06362
-13.6759		-13.6759		-2.01209
-13.6659		-13.6659		-1.9626
-13.6559		-13.6559		-1.91502
-13.6459		-13.6459		-1.86922
-13.6359		-13.6359		-1.8251
-13.6259		-13.6259		-1.78257
-13.6159		-13.6159		-1.74152
-13.6059		-13.6059		-1.70188
-13.5959		-13.5959		-1.66357
-13.5859		-13.5859		-1.62651
-13.5759		-13.5759		-1.59064
-13.5659		-13.5659		-1.55589
-13.5559		-13.5559		-1.5222
-13.5459		-13.5459		-1.48953
-13.5359		-13.5359		-1.45781
-13.5259		-13.5259		-1.42701
-13.5159		-13.5159		-1.39707
-13.5059		-13.5059		-1.36796
-13.4959		-13.4959		-1.33963
-13.4859		-13.4859		-1.31205
-13.4759		-13.4759		-1.28519
-13.4659		-13.4659		-1.25901
-13.4559		-13.4559		-1.23348
-13.4459		-13.4459		-1.20857
-13.4359		-13.4359		-1.18426
-13.4259		-13.4259		-1.16051
-13.4159		-13.4159		-1.13731
-13.4059		-13.4059		-1.11464
-13.3959		-13.3959		-1.09246
-13.3859		-13.3859		-1.07076
-13.3759		-13.3759		-1.04952
-13.3659		-13.3659		-1.02872
-13.3559		-13.3559		-1.00835
-13.3459		-13.3459		-0.988383
-13.3359		-13.3359		-0.968807
-13.3259		-13.3259		-0.949607
-13.3159		-13.3159		-0.930767
-13.3059		-13.3059		-0.912276
-13.2959		-13.2959		-0.894118
-13.2859		-13.2859		-0.876283
-13.2759		-13.2759		-0.858757
-13.2659		-13.2659		-0.84153
-13.2559		-13.2559		-0.82459
-13.2459		-13.2459		-0.807927
-13.2359		-13.2359		-0.791532
-13.2259		-13.2259		-0.775394
-13.2159		-13.2159		-0.759504
-13.2059		-13.2059		-0.743854
-13.1959		-13.1959		-0.728435
-13.1859		-13.1859		-0.713239
-13.1759		-13.1759		-0.698258
-13.1659		-13.1659		-0.683485
-13.1559		-13.1559		-0.668913
-13.1459		-13.1459		-0.654534
-13.1359		-13.1359		-0.640342
-13.1259		-13.1259		-0.626331
-13.1159		-13.1159		-0.612494
-13.1059		-13.1059		-0.598826
-13.0959		-13.0959		-0.585321
-13.0859		-13.0859		-0.571972
-13.0759		-13.0759		-0.558776
-13.0659		-13.0659		-0.545726
-13.0559		-13.0559		-0.532818
-13.0459		-13.0459		-0.520047
-13.0359		-13.0359		-0.507407
-13.0259		-13.0259		-0.494896
-13.0159		-13.0159		-0.482507
-13.0059		-13.0059		-0.470238
-12.9959		-12.9959		-0.458084
-12.9859		-12.9859		-0.44604
-12.9759		-12.9759		-0.434103
-12.9659		-12.9659		-0.42227
-12.9559		-12.9559		-0.410536
-12.9459		-12.9459		-0.398898
-12.9359		-12.9359		-0.387352
-12.9259		-12.9259		-0.375896
-12.9159		-12.9159		-0.364525
-12.9059		-12.9059		-0.353237
-12.8959		-12.8959		-0.342029
-12.8859		-12.8859		-0.330897
-12.8759		-12.8759		-0.319838
-12.8659		-12.8659		-0.30885
-12.8559		-12.8559		-0.297929
-12.8459		-12.8459		-0.287074
-12.8359		-12.8359		-0.27628
-12.8259		-12.8259		-0.265546
-12.8159		-12.8159		-0.254869
-12.8059		-12.8059		-0.244246
-12.7959		-12.7959		-0.233675
-12.7859		-12.7859		-0.223153
-12.7759		-12.7759		-0.212678
-12.7659		-12.7659		-0.202248
-12.7559		-12.7559		-0.191859
-12.7459		-12.7459		-0.181511
-12.7359		-12.7359		-0.1712
-12.7259		-12.7259		-0.160924
-12.7159		-12.7159		-0.150681
-12.7059		-12.7059		-0.140469
-12.6959		-12.6959		-0.130286
-12.6859		-12.6859		-0.120129
-12.6759		-12.6759		-0.109996
-12.6659		-12.6659		-0.0998861
-12.6559		-12.6559		-0.0897961
-12.6459		-12.6459		-0.0797242
-12.6359		-12.6359		-0.0696683
-12.6259		-12.6259		-0.0596264
-12.6159		-12.6159		-0.0495965
-12.6059		-12.6059		-0.0395766
-12.5959		-12.5959		-0.0295645
-12.5859		-12.5859		-0.0195584
-12.5759		-12.5759		-0.00955621
-12.5659		-12.5659		0.000444078
-12.5559		-12.5559		0.0104445
-12.5459		-12.5459		0.0204469
-12.5359		-12.5359		0.0304535
-12.5259		-12.5259		0.0404661
-12.5159		-12.5159		0.0504869
-12.5059		-12.5059		0.0605178
-12.4959		-12.4959		0.0705608
-12.4859		-12.4859		0.0806181
-12.4759		-12.4759		0.0906915
-12.4659		-12.4659		0.100783
-12.4559		-12.4559		0.110895
-12.4459		-12.4459		0.12103
-12.4359		-12.4359		0.131189
-12.4259		-12.4259		0.141375
-12.4159		-12.4159		0.151589
-12.4059		-12.4059		0.161835
-12.3959		-12.3959		0.172114
-12.3859		-12.3859		0.182428
-12.3759		-12.3759		0.19278
-12.3659		-12.3659		0.203172
-12.3559		-12.3559		0.213607
-12.3459		-12.3459		0.224086
-12.3359		-12.3359		0.234612
-12.3259		-12.3259		0.245187
-12.3159		-12.3159		0.255815
-12.3059		-12.3059		0.266497
-12.2959		-12.2959		0.277236
-12.2859		-12.2859		0.288035
-12.2759		-12.2759		0.298896
-12.2659		-12.2659		0.309823
-12.2559		-12.2559		0.320817
-12.2459		-12.2459		0.331882
-12.2359		-12.2359		0.343021
-12.2259		-12.2259		0.354237
-12.2159		-12.2159		0.365532
-12.2059		-12.2059		0.37691
-12.1959		-12.1959		0.388374
-12.1859		-12.1859		0.399928
-12.1759		-12.1759		0.411574
-12.1659		-12.1659		0.423317
-12.1559		-12.1559		0.435159
-12.1459		-12.1459		0.447105
-12.1359		-12.1359		0.459159
-12.1259		-12.1259		0.471323
-12.1159		-12.1159		0.483603
-12.1059		-12.1059		0.496002
-12.0959		-12.0959		0.508525
-12.0859		-12.0859		0.521175
-12.0759		-12.0759		0.533959
-12.0659		-12.0659		0.546879
-12.0559		-12.0559		0.559942
-12.0459		-12.0459		0.573152
-12.0359		-12.0359		0.586514
-12.0259		-12.0259		0.600033
-12.0159		-12.0159		0.613716
-12.0059		-12.0059		0.627568
-11.9959		-11.9959		0.641595
-11.9859		-11.9859		0.655803
-11.9759		-11.9759		0.670199
-11.9659		-11.9659		0.684789
-11.9559		-11.9559		0.69958
-11.9459		-11.9459		0.71458
-11.9359		-11.9359		0.729795
-11.9259		-11.9259		0.745234
-11.9159		-11.9159		0.760905
-11.9059		-11.9059		0.776817
-11.8959		-11.8959		0.792977
-11.8859		-11.8859		0.809396
-11.8759		-11.8759		0.826083
-11.8659		-11.8659		0.843048
-11.8559		-11.8559		0.860301
-11.8459		-11.8459		0.877854
-11.8359		-11.8359		0.895718
-11.8259		-11.8259		0.913904
-11.8159		-11.8159		0.932426
-11.8059		-11.8059		0.951297
-11.7959		-11.7959		0.97053
-11.7859		-11.7859		0.990141
-11.7759		-11.7759		1.01014
-11.7659		-11.7659		1.03055
-11.7559		-11.7559		1.05139
-11.7459		-11.7459		1.07267
-11.7359		-11.7359		1.09441
-11.7259		-11.7259		1.11663
-11.7159		-11.7159		1.13935
-11.7059		-11.7059		1.1626
-11.6959		-11.6959		1.18639
-11.6859		-11.6859		1.21076
-11.6759		-11.6759		1.23572
-11.6659		-11.6659		1.26131
-11.6559		-11.6559		1.28755
-11.6459		-11.6459		1.31447
-11.6359		-11.6359		1.34212
-11.6259		-11.6259		1.37051
-11.6159		-11.6159		1.3997
-11.6059		-11.6059		1.42971
-11.5959		-11.5959		1.46059
-11.5859		-11.5859		1.49239
-11.5759		-11.5759		1.52515
-11.5659		-11.5659		1.55893
-11.5559		-11.5559		1.59378
-11.5459		-11.5459		1.62975
-11.5359		-11.5359		1.66692
-11.5259		-11.5259		1.70535
-11.5159		-11.5159		1.74511
-11.5059		-11.5059		1.78628
-11.4959		-11.4959		1.82896
-11.4859		-11.4859		1.87322
-11.4759		-11.4759		1.91917
-11.4659		-11.4659		1.96692
-11.4559		-11.4559		2.01659
-11.4459		-11.4459		2.0683
-11.4359		-11.4359		2.12219
-11.4259		-11.4259		2.17842
-11.4159		-11.4159		2.23716
-11.4059		-11.4059		2.29859
-11.3959		-11.3959		2.3629
-11.3859		-11.3859		2.43033
-11.3759		-11.3759		2.50112
-11.3659		-11.3659		2.57554
-11.3559		-11.3559		2.65389
-11.3459		-11.3459		2.73652
-11.3359		-11.3359		2.8238
-11.3259		-11.3259		2.91614
-11.3159		-11.3159		3.01404
-11.3059		-11.3059		3.11802
-11.2959		-11.2959		3.2287
-11.2859		-11.2859		3.34676
-11.2759		-11.2759		3.473
-11.2659		-11.2659		3.60832
-11.2559		-11.2559		3.75377
-11.2459		-11.2459		3.91057
-11.2359		-11.2359		4.08013
-11.2259		-11.2259		4.26412
-11.2159		-11.2159		4.4645
-11.2059		-11.2059		4.68361
-11.1959		-11.1959		4.92425
-11.1859		-11.1859		5.18981
-11.1759		-11.1759		5.48446
-11.1659		-11.1659		5.8133
-11.1559		-11.1559		6.18273
-11.1459		-11.1459		6.60085
-11.1359		-11.1359		7.07808
-11.1259		-11.1259		7.62802
-11.1159		-11.1159		8.26879
-11.1059		-11.1059		9.02508
-11.0959		-11.0959		9.93143
-11.0859		-11.0859		11.0377
-11.0759		-11.0759		12.4184
-11.0659		-11.0659		14.1907
-11.0559		-11.0559		16.5493
-11.0459		-11.0459		19.8433
-11.0359		-11.0359		24.7683
-11.0259		-11.0259		32.9364
-11.0159		-11.0159		49.1278
-11.0059		-11.0059		96.5939
-10.9959		-10.9959		2838.91
-10.9859		-10.9859		-103.648
-10.9759		-10.9759		-50.8899
-10.9659		-10.9659		-33.7195
-10.9559		-10.9559		-25.2089
-10.9459		-10.9459		-20.1253
-10.9359		-10.9359		-16.7452
-10.9259		-10.9259		-14.3347
-10.9159		-10.9159		-12.5287
-10.9059		-10.9059		-11.1249
-10.8959		-10.8959		-10.0021
-10.8859		-10.8859		-9.08354
-10.8759		-10.8759		-8.31795
-10.8659		-10.8659		-7.66994
-10.8559		-10.8559		-7.11426
-10.8459		-10.8459		-6.6324
-10.8359		-10.8359		-6.21048
-10.8259		-10.8259		-5.83791
-10.8159		-10.8159		-5.50644
-10.8059		-10.8059		-5.20957
-10.7959		-10.7959		-4.94209
-10.7859		-10.7859		-4.69982
-10.7759		-10.7759		-4.47929
-10.7659		-10.7659		-4.27768
-10.7559		-10.7559		-4.0926
-10.7459		-10.7459		-3.92208
-10.7359		-10.7359		-3.76443
-10.7259		-10.7259		-3.61822
-10.7159		-10.7159		-3.48222
-10.7059		-10.7059		-3.35538
-10.6959		-10.6959		-3.23677
-10.6859		-10.6859		-3.12559
-10.6759		-10.6759		-3.02116
-10.6659		-10.6659		-2.92285
-10.6559		-10.6559		-2.83013
-10.6459		-10.6459		-2.74251
-10.6359		-10.6359		-2.65957
-10.6259		-10.6259		-2.58093
-10.6159		-10.6159		-2.50624
-10.6059		-10.6059		-2.4352
-10.5959		-10.5959		-2.36755
-10.5859		-10.5859		-2.30302
-10.5759		-10.5759		-2.2414
-10.5659		-10.5659		-2.18248
-10.5559		-10.5559		-2.12608
-10.5459		-10.5459		-2.07202
-10.5359		-10.5359		-2.02016
-10.5259		-10.5259		-1.97035
-10.5159		-10.5159		-1.92247
-10.5059		-10.5059		-1.8764
-10.4959		-10.4959		-1.83202
-10.4859		-10.4859		-1.78924
-10.4759		-10.4759		-1.74796
-10.4659		-10.4659		-1.70811
-10.4559		-10.4559		-1.66959
-10.4459		-10.4459		-1.63233
-10.4359		-10.4359		-1.59627
-10.4259		-10.4259		-1.56135
-10.4159		-10.4159		-1.5275
-10.4059		-10.4059		-1.49467
-10.3959		-10.3959		-1.4628
-10.3859		-10.3859		-1.43186
-10.3759		-10.3759		-1.40178
-10.3659		-10.3659		-1.37254
-10.3559		-10.3559		-1.34409
-10.3459		-10.3459		-1.3164
-10.3359		-10.3359		-1.28942
-10.3259		-10.3259		-1.26314
-10.3159		-10.3159		-1.2375
-10.3059		-10.3059		-1.2125
-10.2959		-10.2959		-1.18809
-10.2859		-10.2859		-1.16426
-10.2759		-10.2759		-1.14097
-10.2659		-10.2659		-1.11821
-10.2559		-10.2559		-1.09596
-10.2459		-10.2459		-1.07418
-10.2359		-10.2359		-1.05287
-10.2259		-10.2259		-1.03201
-10.2159		-10.2159		-1.01157
-10.2059		-10.2059		-0.991537
-10.1959		-10.1959		-0.971899
-10.1859		-10.1859		-0.95264
-10.1759		-10.1759		-0.933744
-10.1659		-10.1659		-0.915198
-10.1559		-10.1559		-0.896988
-10.1459		-10.1459		-0.879102
-10.1359		-10.1359		-0.861528
-10.1259		-10.1259		-0.844254
-10.1159		-10.1159		-0.827269
-10.1059		-10.1059		-0.810563
-10.0959		-10.0959		-0.794125
-10.0859		-10.0859		-0.777947
-10.0759		-10.0759		-0.762018
-10.0659		-10.0659		-0.746331
-10.0559		-10.0559		-0.730875
-10.0459		-10.0459		-0.715644
-10.0359		-10.0359		-0.70063
-10.0259		-10.0259		-0.685824
-10.0159		-10.0159		-0.67122
-10.0059		-10.0059		-0.656811
-9.99593		-9.99593		-0.64259
-9.98593		-9.98593		-0.628551
-9.97593		-9.97593		-0.614687
-9.96593		-9.96593		-0.600992
-9.95593		-9.95593		-0.587461
-9.94593		-9.94593		-0.574088
-9.93593		-9.93593		-0.560868
-9.92593		-9.92593		-0.547795
-9.91593		-9.91593		-0.534864
-9.90593		-9.90593		-0.522072
-9.89593		-9.89593		-0.509412
-9.88593		-9.88593		-0.49688
-9.87593		-9.87593		-0.484472
-9.86593		-9.86593		-0.472184
-9.85593		-9.85593		-0.460012
-9.84593		-9.84593		-0.447951
-9.83593		-9.83593		-0.435997
-9.82593		-9.82593		-0.424148
-9.81593		-9.81593		-0.412398
-9.80593		-9.80593		-0.400745
-9.79593		-9.79593		-0.389185
-9.78593		-9.78593		-0.377715
-9.77593		-9.77593		-0.366331
-9.76593		-9.76593		-0.35503
-9.75593		-9.75593		-0.343809
-9.74593		-9.74593		-0.332665
-9.73593		-9.73593		-0.321594
-9.72593		-9.72593		-0.310595
-9.71593		-9.71593		-0.299664
-9.70593		-9.70593		-0.288798
-9.69593		-9.69593		-0.277995
-9.68593		-9.68593		-0.267252
-9.67593		-9.67593		-0.256566
-9.66593		-9.66593		-0.245934
-9.65593		-9.65593		-0.235355
-9.64593		-9.64593		-0.224826
-9.63593		-9.63593		-0.214343
-9.62593		-9.62593		-0.203906
-9.61593		-9.61593		-0.193511
-9.60593		-9.60593		-0.183156
-9.59593		-9.59593		-0.172839
-9.58593		-9.58593		-0.162558
-9.57593		-9.57593		-0.15231
-9.56593		-9.56593		-0.142093
-9.55593		-9.55593		-0.131906
-9.54593		-9.54593		-0.121745
-9.53593		-9.53593		-0.111609
-9.52593		-9.52593		-0.101495
-9.51593		-9.51593		-0.0914018
-9.50593		-9.50593		-0.0813272
-9.49593		-9.49593		-0.0712689
-9.48593		-9.48593		-0.0612249
-9.47593		-9.47593		-0.0511932
-9.46593		-9.46593		-0.0411718
-9.45593		-9.45593		-0.0311587
-9.44593		-9.44593		-0.0211517
-9.43593		-9.43593		-0.011149
-9.42593		-9.42593		-0.00114858
-9.41593		-9.41593		0.00885166
-9.40593		-9.40593		0.0188537
-9.39593		-9.39593		0.0288594
-9.38593		-9.38593		0.038871
-9.37593		-9.37593		0.0488903
-9.36593		-9.36593		0.0589195
-9.35593		-9.35593		0.0689604
-9.34593		-9.34593		0.0790153
-9.33593		-9.33593		0.089086
-9.32593		-9.32593		0.0991747
-9.31593		-9.31593		0.109283
-9.30593		-9.30593		0.119414
-9.29593		-9.29593		0.129569
-9.28593		-9.28593		0.139751
-9.27593		-9.27593		0.149961
-9.26593		-9.26593		0.160201
-9.25593		-9.25593		0.170475
-9.24593		-9.24593		0.180783
-9.23593		-9.23593		0.191129
-9.22593		-9.22593		0.201515
-9.21593		-9.21593		0.211942
-9.20593		-9.20593		0.222414
-9.19593		-9.19593		0.232932
-9.18593		-9.18593		0.2435
-9.17593		-9.17593		0.254119
-9.16593		-9.16593		0.264792
-9.15593		-9.15593		0.275522
-9.14593		-9.14593		0.286311
-9.13593		-9.13593		0.297162
-9.12593		-9.12593		0.308078
-9.11593		-9.11593		0.319062
-9.10593		-9.10593		0.330115
-9.09593		-9.09593		0.341242
-9.08593		-9.08593		0.352445
-9.07593		-9.07593		0.363727
-9.06593		-9.06593		0.375092
-9.05593		-9.05593		0.386542
-9.04593		-9.04593		0.398082
-9.03593		-9.03593		0.409713
-9.02593		-9.02593		0.42144
-9.01593		-9.01593		0.433266
-9.00593		-9.00593		0.445196
-8.99593		-8.99593		0.457232
-8.98593		-8.98593		0.469378
-8.97593		-8.97593		0.481639
-8.96593		-8.96593		0.494019
-8.95593		-8.95593		0.506522
-8.94593		-8.94593		0.519152
-8.93593		-8.93593		0.531914
-8.92593		-8.92593		0.544812
-8.91593		-8.91593		0.557852
-8.90593		-8.90593		0.571038
-8.89593		-8.89593		0.584375
-8.88593		-8.88593		0.597869
-8.87593		-8.87593		0.611526
-8.86593		-8.86593		0.625351
-8.85593		-8.85593		0.639349
-8.84593		-8.84593		0.653528
-8.83593		-8.83593		0.667893
-8.82593		-8.82593		0.682452
-8.81593		-8.81593		0.697211
-8.80593		-8.80593		0.712176
-8.79593		-8.79593		0.727357
-8.78593		-8.78593		0.74276
-8.77593		-8.77593		0.758394
-8.76593		-8.76593		0.774266
-8.75593		-8.75593		0.790386
-8.74593		-8.74593		0.806763
-8.73593		-8.73593		0.823407
-8.72593		-8.72593		0.840327
-8.71593		-8.71593		0.857534
-8.70593		-8.70593		0.875038
-8.69593		-8.69593		0.892851
-8.68593		-8.68593		0.910986
-8.67593		-8.67593		0.929453
-8.66593		-8.66593		0.948268
-8.65593		-8.65593		0.967442
-8.64593		-8.64593		0.986992
-8.63593		-8.63593		1.00693
-8.62593		-8.62593		1.02728
-8.61593		-8.61593		1.04804
-8.60593		-8.60593		1.06925
-8.59593		-8.59593		1.09091
-8.58593		-8.58593		1.11306
-8.57593		-8.57593		1.1357
-8.56593		-8.56593		1.15886
-8.55593		-8.55593		1.18257
-8.54593		-8.54593		1.20684
-8.53593		-8.53593		1.2317
-8.52593		-8.52593		1.25719
-8.51593		-8.51593		1.28332
-8.50593		-8.50593		1.31014
-8.49593		-8.49593		1.33767
-8.48593		-8.48593		1.36594
-8.47593		-8.47593		1.39499
-8.46593		-8.46593		1.42487
-8.45593		-8.45593		1.45561
-8.44593		-8.44593		1.48726
-8.43593		-8.43593		1.51987
-8.42593		-8.42593		1.55348
-8.41593		-8.41593		1.58815
-8.40593		-8.40593		1.62395
-8.39593		-8.39593		1.66092
-8.38593		-8.38593		1.69914
-8.37593		-8.37593		1.73869
-8.36593		-8.36593		1.77963
-8.35593		-8.35593		1.82206
-8.34593		-8.34593		1.86606
-8.33593		-8.33593		1.91173
-8.32593		-8.32593		1.95919
-8.31593		-8.31593		2.00854
-8.30593		-8.30593		2.05992
-8.29593		-8.29593		2.11346
-8.28593		-8.28593		2.16931
-8.27593		-8.27593		2.22763
-8.26593		-8.26593		2.28862
-8.25593		-8.25593		2.35246
-8.24593		-8.24593		2.41937
-8.23593		-8.23593		2.48961
-8.22593		-8.22593		2.56343
-8.21593		-8.21593		2.64114
-8.20593		-8.20593		2.72306
-8.19593		-8.19593		2.80957
-8.18593		-8.18593		2.90108
-8.17593		-8.17593		2.99806
-8.16593		-8.16593		3.10103
-8.15593		-8.15593		3.2106
-8.14593		-8.14593		3.32743
-8.13593		-8.13593		3.45231
-8.12593		-8.12593		3.58612
-8.11593		-8.11593		3.72988
-8.10593		-8.10593		3.88478
-8.09593		-8.09593		4.05221
-8.08593		-8.08593		4.23378
-8.07593		-8.07593		4.4314
-8.06593		-8.06593		4.64735
-8.05593		-8.05593		4.88435
-8.04593		-8.04593		5.14569
-8.03593		-8.03593		5.43539
-8.02593		-8.02593		5.75839
-8.01593		-8.01593		6.12086
-8.00593		-8.00593		6.53061
-7.99593		-7.99593		6.99761
-7.98593		-7.98593		7.53489
-7.97593		-7.97593		8.15974
-7.96593		-7.96593		8.89562
-7.95593		-7.95593		9.77522
-7.94593		-7.94593		10.8454
-7.93593		-7.93593		12.176
-7.92593		-7.92593		13.8755
-7.91593		-7.91593		16.1227
-7.90593		-7.90593		19.2338
-7.89593		-7.89593		23.8268
-7.88593		-7.88593		31.2933
-7.87593		-7.87593		45.5614
-7.86593		-7.86593		83.7137
-7.85593		-7.85593		514.164
-7.84593		-7.84593		-124.142
-7.83593		-7.83593		-55.38
-7.82593		-7.82593		-35.6348
-7.81593		-7.81593		-26.265
-7.80593		-7.80593		-20.7934
-7.79593		-7.79593		-17.2057
-7.78593		-7.78593		-14.6713
-7.77593		-7.77593		-12.7854
-7.76593		-7.76593		-11.3272
-7.75593		-7.75593		-10.1656
-7.74593		-7.74593		-9.21849
-7.73593		-7.73593		-8.43123
-7.72593		-7.72593		-7.76641
-7.71593		-7.71593		-7.19741
-7.70593		-7.70593		-6.70482
-7.69593		-7.69593		-6.27413
-7.68593		-7.68593		-5.89431
-7.67593		-7.67593		-5.55676
-7.66593		-7.66593		-5.25476
-7.65593		-7.65593		-4.98291
-7.64593		-7.64593		-4.73687
-7.63593		-7.63593		-4.51308
-7.62593		-7.62593		-4.30862
-7.61593		-7.61593		-4.12106
-7.60593		-7.60593		-3.94834
-7.59593		-7.59593		-3.78874
-7.58593		-7.58593		-3.64079
-7.57593		-7.57593		-3.50324
-7.56593		-7.56593		-3.375
-7.55593		-7.55593		-3.25514
-7.54593		-7.54593		-3.14283
-7.53593		-7.53593		-3.03737
-7.52593		-7.52593		-2.93812
-7.51593		-7.51593		-2.84454
-7.50593		-7.50593		-2.75614
