beta		beta		tan(beta)
18.4941		18.4941		-0.371254
18.5041		18.5041		-0.359917
18.5141		18.5141		-0.348662
18.5241		18.5241		-0.337485
18.5341		18.5341		-0.326383
18.5441		18.5441		-0.315354
18.5541		18.5541		-0.304393
18.5641		18.5641		-0.2935
18.5741		18.5741		-0.28267
18.5841		18.5841		-0.271901
18.5941		18.5941		-0.26119
18.6041		18.6041		-0.250535
18.6141		18.6141		-0.239934
18.6241		18.6241		-0.229383
18.6341		18.6341		-0.218881
18.6441		18.6441		-0.208424
18.6541		18.6541		-0.198011
18.6641		18.6641		-0.187639
18.6741		18.6741		-0.177306
18.6841		18.6841		-0.16701
18.6941		18.6941		-0.156748
18.7041		18.7041		-0.146518
18.7141		18.7141		-0.136318
18.7241		18.7241		-0.126145
18.7341		18.7341		-0.115999
18.7441		18.7441		-0.105875
18.7541		18.7541		-0.0957737
18.7641		18.7641		-0.0856913
18.7741		18.7741		-0.0756261
18.7841		18.7841		-0.0655762
18.7941		18.7941		-0.0555395
18.8041		18.8041		-0.0455138
18.8141		18.8141		-0.0354974
18.8241		18.8241		-0.025488
18.8341		18.8341		-0.0154837
18.8441		18.8441		-0.00548251
18.8541		18.8541		0.00451757
18.8641		18.8641		0.0145186
18.8741		18.8741		0.0245225
18.8841		18.8841		0.0345313
18.8941		18.8941		0.044547
18.9041		18.9041		0.0545716
18.9141		18.9141		0.0646072
18.9241		18.9241		0.0746558
18.9341		18.9341		0.0847194
18.9441		18.9441		0.0948
18.9541		18.9541		0.1049
18.9641		18.9641		0.115021
18.9741		18.9741		0.125165
18.9841		18.9841		0.135335
18.9941		18.9941		0.145532
19.0041		19.0041		0.155759
19.0141		19.0141		0.166018
19.0241		19.0241		0.176311
19.0341		19.0341		0.186641
19.0441		19.0441		0.197009
19.0541		19.0541		0.207418
19.0641		19.0641		0.21787
19.0741		19.0741		0.228368
19.0841		19.0841		0.238914
19.0941		19.0941		0.24951
19.1041		19.1041		0.26016
19.1141		19.1141		0.270865
19.1241		19.1241		0.281628
19.1341		19.1341		0.292452
19.1441		19.1441		0.303339
19.1541		19.1541		0.314293
19.1641		19.1641		0.325316
19.1741		19.1741		0.336411
19.1841		19.1841		0.34758
19.1941		19.1941		0.358828
19.2041		19.2041		0.370156
19.2141		19.2141		0.381569
19.2241		19.2241		0.393069
19.2341		19.2341		0.40466
19.2441		19.2441		0.416346
19.2541		19.2541		0.428129
19.2641		19.2641		0.440013
19.2741		19.2741		0.452002
19.2841		19.2841		0.4641
19.2941		19.2941		0.476311
19.3041		19.3041		0.488639
19.3141		19.3141		0.501088
19.3241		19.3241		0.513662
19.3341		19.3341		0.526366
19.3441		19.3441		0.539205
19.3541		19.3541		0.552183
19.3641		19.3641		0.565305
19.3741		19.3741		0.578576
19.3841		19.3841		0.592002
19.3941		19.3941		0.605587
19.4041		19.4041		0.619338
19.4141		19.4141		0.633261
19.4241		19.4241		0.647361
19.4341		19.4341		0.661644
19.4441		19.4441		0.676118
19.4541		19.4541		0.690789
19.4641		19.4641		0.705665
19.4741		19.4741		0.720751
19.4841		19.4841		0.736057
19.4941		19.4941		0.751589
19.5041		19.5041		0.767357
19.5141		19.5141		0.783369
19.5241		19.5241		0.799634
19.5341		19.5341		0.816161
19.5441		19.5441		0.832959
19.5541		19.5541		0.85004
19.5641		19.5641		0.867414
19.5741		19.5741		0.885092
19.5841		19.5841		0.903086
19.5941		19.5941		0.921408
19.6041		19.6041		0.94007
19.6141		19.6141		0.959087
19.6241		19.6241		0.978472
19.6341		19.6341		0.99824
19.6441		19.6441		1.01841
19.6541		19.6541		1.03899
19.6641		19.6641		1.06
19.6741		19.6741		1.08147
19.6841		19.6841		1.1034
19.6941		19.6941		1.12582
19.7041		19.7041		1.14876
19.7141		19.7141		1.17222
19.7241		19.7241		1.19625
19.7341		19.7341		1.22085
19.7441		19.7441		1.24607
19.7541		19.7541		1.27192
19.7641		19.7641		1.29843
19.7741		19.7741		1.32565
19.7841		19.7841		1.35359
19.7941		19.7941		1.3823
19.8041		19.8041		1.41182
19.8141		19.8141		1.44218
19.8241		19.8241		1.47343
19.8341		19.8341		1.50562
19.8441		19.8441		1.53879
19.8541		19.8541		1.57299
19.8641		19.8641		1.60829
19.8741		19.8741		1.64475
19.8841		19.8841		1.68242
19.8941		19.8941		1.72138
19.9041		19.9041		1.76171
19.9141		19.9141		1.80348
19.9241		19.9241		1.84679
19.9341		19.9341		1.89173
19.9441		19.9441		1.9384
19.9541		19.9541		1.98691
19.9641		19.9641		2.0374
19.9741		19.9741		2.08998
19.9841		19.9841		2.14481
19.9941		19.9941		2.20204
20.0041		20.0041		2.26185
20.0141		20.0141		2.32442
20.0241		20.0241		2.38998
20.0341		20.0341		2.45874
20.0441		20.0441		2.53098
20.0541		20.0541		2.60696
20.0641		20.0641		2.68701
20.0741		20.0741		2.77149
20.0841		20.0841		2.86078
20.0941		20.0941		2.95532
20.1041		20.1041		3.05563
20.1141		20.1141		3.16226
20.1241		20.1241		3.27586
20.1341		20.1341		3.39715
20.1441		20.1441		3.52697
20.1541		20.1541		3.66628
20.1641		20.1641		3.8162
20.1741		20.1741		3.97801
20.1841		20.1841		4.15323
20.1941		20.1941		4.34364
20.2041		20.2041		4.55134
20.2141		20.2141		4.77885
20.2241		20.2241		5.0292
20.2341		20.2341		5.30606
20.2441		20.2441		5.61395
20.2541		20.2541		5.95847
20.2641		20.2641		6.34664
20.2741		20.2741		6.78743
20.2841		20.2841		7.29242
20.2941		20.2941		7.87685
20.3041		20.3041		8.56123
20.3141		20.3141		9.37376
20.3241		20.3241		10.3544
20.3341		20.3341		11.5616
20.3441		20.3441		13.0844
20.3541		20.3541		15.0657
20.3641		20.3641		17.7499
20.3741		20.3741		21.5927
20.3841		20.3841		27.5522
20.3941		20.3941		38.0448
20.4041		20.4041		61.4242
20.4141		20.4141		159.264
20.4241		20.4241		-268.728
20.4341		20.4341		-72.8753
20.4441		20.4441		-42.1484
20.4541		20.4541		-29.6437
20.4641		20.4641		-22.8576
20.4741		20.4741		-18.5967
20.4841		20.4841		-15.6721
20.4941		20.4941		-13.54
20.5041		20.5041		-11.9165
20.5141		20.5141		-10.6387
20.5241		20.5241		-9.60663
20.5341		20.5341		-8.75549
20.5441		20.5441		-8.04141
20.5541		20.5541		-7.43362
20.5641		20.5641		-6.90994
20.5741		20.5741		-6.45396
20.5841		20.5841		-6.05327
20.5941		20.5941		-5.69833
20.6041		20.6041		-5.38165
20.6141		20.6141		-5.09732
20.6241		20.6241		-4.84057
20.6341		20.6341		-4.60753
20.6441		20.6441		-4.39503
20.6541		20.6541		-4.20041
20.6641		20.6641		-4.02148
20.6741		20.6741		-3.85639
20.6841		20.6841		-3.70357
20.6941		20.6941		-3.56165
20.7041		20.7041		-3.4295
20.7141		20.7141		-3.30611
20.7241		20.7241		-3.19062
20.7341		20.7341		-3.08228
20.7441		20.7441		-2.98041
20.7541		20.7541		-2.88444
20.7641		20.7641		-2.79385
20.7741		20.7741		-2.70818
20.7841		20.7841		-2.62704
20.7941		20.7941		-2.55004
20.8041		20.8041		-2.47688
20.8141		20.8141		-2.40725
20.8241		20.8241		-2.3409
20.8341		20.8341		-2.27758
20.8441		20.8441		-2.21708
20.8541		20.8541		-2.15921
20.8641		20.8641		-2.10378
20.8741		20.8741		-2.05064
20.8841		20.8841		-1.99963
20.8941		20.8941		-1.95063
20.9041		20.9041		-1.90349
20.9141		20.9141		-1.85812
20.9241		20.9241		-1.81441
20.9341		20.9341		-1.77225
20.9441		20.9441		-1.73156
20.9541		20.9541		-1.69226
20.9641		20.9641		-1.65426
20.9741		20.9741		-1.6175
20.9841		20.9841		-1.58191
20.9941		20.9941		-1.54743
21.0041		21.0041		-1.514
21.0141		21.0141		-1.48157
21.0241		21.0241		-1.45009
21.0341		21.0341		-1.4195
21.0441		21.0441		-1.38977
21.0541		21.0541		-1.36086
21.0641		21.0641		-1.33272
21.0741		21.0741		-1.30532
21.0841		21.0841		-1.27863
21.0941		21.0941		-1.25262
21.1041		21.1041		-1.22724
21.1141		21.1141		-1.20248
21.1241		21.1241		-1.17831
21.1341		21.1341		-1.15471
21.1441		21.1441		-1.13164
21.1541		21.1541		-1.10909
21.1641		21.1641		-1.08703
21.1741		21.1741		-1.06545
21.1841		21.1841		-1.04432
21.1941		21.1941		-1.02363
21.2041		21.2041		-1.00336
21.2141		21.2141		-0.983491
21.2241		21.2241		-0.964009
21.2341		21.2341		-0.9449
21.2441		21.2441		-0.926148
21.2541		21.2541		-0.90774
21.2641		21.2641		-0.889664
21.2741		21.2741		-0.871906
21.2841		21.2841		-0.854456
21.2941		21.2941		-0.837301
21.3041		21.3041		-0.820431
21.3141		21.3141		-0.803835
21.3241		21.3241		-0.787504
21.3341		21.3341		-0.771429
21.3441		21.3441		-0.755599
21.3541		21.3541		-0.740007
21.3641		21.3641		-0.724644
21.3741		21.3741		-0.709503
21.3841		21.3841		-0.694574
21.3941		21.3941		-0.679852
21.4041		21.4041		-0.665328
21.4141		21.4141		-0.650996
21.4241		21.4241		-0.63685
21.4341		21.4341		-0.622882
21.4441		21.4441		-0.609088
21.4541		21.4541		-0.595461
21.4641		21.4641		-0.581995
21.4741		21.4741		-0.568685
21.4841		21.4841		-0.555525
21.4941		21.4941		-0.542511
21.5041		21.5041		-0.529637
21.5141		21.5141		-0.516899
21.5241		21.5241		-0.504292
21.5341		21.5341		-0.491811
21.5441		21.5441		-0.479453
21.5541		21.5541		-0.467212
21.5641		21.5641		-0.455086
21.5741		21.5741		-0.443069
21.5841		21.5841		-0.431158
21.5941		21.5941		-0.41935
21.6041		21.6041		-0.40764
21.6141		21.6141		-0.396025
21.6241		21.6241		-0.384502
21.6341		21.6341		-0.373067
21.6441		21.6441		-0.361717
21.6541		21.6541		-0.350449
21.6641		21.6641		-0.33926
21.6741		21.6741		-0.328146
21.6841		21.6841		-0.317106
21.6941		21.6941		-0.306134
21.7041		21.7041		-0.29523
21.7141		21.7141		-0.28439
21.7241		21.7241		-0.273612
21.7341		21.7341		-0.262892
21.7441		21.7441		-0.252229
21.7541		21.7541		-0.241619
21.7641		21.7641		-0.23106
21.7741		21.7741		-0.22055
21.7841		21.7841		-0.210087
21.7941		21.7941		-0.199667
21.8041		21.8041		-0.189288
21.8141		21.8141		-0.178949
21.8241		21.8241		-0.168647
21.8341		21.8341		-0.15838
21.8441		21.8441		-0.148145
21.8541		21.8541		-0.13794
21.8641		21.8641		-0.127764
21.8741		21.8741		-0.117613
21.8841		21.8841		-0.107486
21.8941		21.8941		-0.0973812
21.9041		21.9041		-0.0872959
21.9141		21.9141		-0.0772281
21.9241		21.9241		-0.0671759
21.9341		21.9341		-0.0571372
21.9441		21.9441		-0.0471099
21.9541		21.9541		-0.0370921
21.9641		21.9641		-0.0270817
21.9741		21.9741		-0.0170768
21.9841		21.9841		-0.00707523
21.9941		21.9941		0.0029249
22.0041		22.0041		0.0129256
22.0141		22.0141		0.0229289
22.0241		22.0241		0.0329368
22.0341		22.0341		0.0429513
22.0441		22.0441		0.0529744
22.0541		22.0541		0.0630081
22.0641		22.0641		0.0730544
22.0741		22.0741		0.0831155
22.0841		22.0841		0.0931933
22.0941		22.0941		0.10329
22.1041		22.1041		0.113407
22.1141		22.1141		0.123548
22.1241		22.1241		0.133713
22.1341		22.1341		0.143906
22.1441		22.1441		0.154128
22.1541		22.1541		0.164382
22.1641		22.1641		0.174669
22.1741		22.1741		0.184993
22.1841		22.1841		0.195355
22.1941		22.1941		0.205757
22.2041		22.2041		0.216202
22.2141		22.2141		0.226693
22.2241		22.2241		0.237231
22.2341		22.2341		0.247819
22.2441		22.2441		0.25846
22.2541		22.2541		0.269156
22.2641		22.2641		0.27991
22.2741		22.2741		0.290724
22.2841		22.2841		0.301601
22.2941		22.2941		0.312544
22.3041		22.3041		0.323556
22.3141		22.3141		0.334639
22.3241		22.3241		0.345796
22.3341		22.3341		0.357031
22.3441		22.3441		0.368347
22.3541		22.3541		0.379746
22.3641		22.3641		0.391232
22.3741		22.3741		0.402808
22.3841		22.3841		0.414478
22.3941		22.3941		0.426245
22.4041		22.4041		0.438113
22.4141		22.4141		0.450085
22.4241		22.4241		0.462166
22.4341		22.4341		0.474359
22.4441		22.4441		0.486668
22.4541		22.4541		0.499097
22.4641		22.4641		0.511651
22.4741		22.4741		0.524334
22.4841		22.4841		0.537151
22.4941		22.4941		0.550106
22.5041		22.5041		0.563205
22.5141		22.5141		0.576452
22.5241		22.5241		0.589853
22.5341		22.5341		0.603412
22.5441		22.5441		0.617137
22.5541		22.5541		0.631032
22.5641		22.5641		0.645103
22.5741		22.5741		0.659357
22.5841		22.5841		0.6738
22.5941		22.5941		0.688439
22.6041		22.6041		0.703281
22.6141		22.6141		0.718334
22.6241		22.6241		0.733604
22.6341		22.6341		0.7491
22.6441		22.6441		0.76483
22.6541		22.6541		0.780802
22.6641		22.6641		0.797026
22.6741		22.6741		0.81351
22.6841		22.6841		0.830265
22.6941		22.6941		0.847301
22.7041		22.7041		0.864627
22.7141		22.7141		0.882256
22.7241		22.7241		0.900199
22.7341		22.7341		0.918467
22.7441		22.7441		0.937075
22.7541		22.7541		0.956034
22.7641		22.7641		0.97536
22.7741		22.7741		0.995066
22.7841		22.7841		1.01517
22.7941		22.7941		1.03568
22.8041		22.8041		1.05663
22.8141		22.8141		1.07802
22.8241		22.8241		1.09988
22.8341		22.8341		1.12222
22.8441		22.8441		1.14507
22.8541		22.8541		1.16845
22.8641		22.8641		1.19238
22.8741		22.8741		1.21689
22.8841		22.8841		1.24201
22.8941		22.8941		1.26776
22.9041		22.9041		1.29416
22.9141		22.9141		1.32126
22.9241		22.9241		1.34909
22.9341		22.9341		1.37768
22.9441		22.9441		1.40706
22.9541		22.9541		1.43729
22.9641		22.9641		1.46839
22.9741		22.9741		1.50043
22.9841		22.9841		1.53344
22.9941		22.9941		1.56747
23.0041		23.0041		1.60259
23.0141		23.0141		1.63886
23.0241		23.0241		1.67633
23.0341		23.0341		1.71509
23.0441		23.0441		1.75519
23.0541		23.0541		1.79673
23.0641		23.0641		1.83978
23.0741		23.0741		1.88446
23.0841		23.0841		1.93084
23.0941		23.0941		1.97906
23.1041		23.1041		2.02922
23.1141		23.1141		2.08146
23.1241		23.1241		2.13592
23.1341		23.1341		2.19276
23.1441		23.1441		2.25214
23.1541		23.1541		2.31426
23.1641		23.1641		2.37933
23.1741		23.1741		2.44757
23.1841		23.1841		2.51923
23.1941		23.1941		2.5946
23.2041		23.2041		2.67398
23.2141		23.2141		2.75772
23.2241		23.2241		2.84622
23.2341		23.2341		2.93989
23.2441		23.2441		3.03925
23.2541		23.2541		3.14483
23.2641		23.2641		3.25727
23.2741		23.2741		3.37728
23.2841		23.2841		3.50568
23.2941		23.2941		3.64341
23.3041		23.3041		3.79156
23.3141		23.3141		3.95139
23.3241		23.3241		4.12436
23.3341		23.3341		4.31222
23.3441		23.3441		4.51701
23.3541		23.3541		4.74117
23.3641		23.3641		4.98766
23.3741		23.3741		5.26002
23.3841		23.3841		5.56262
23.3941		23.3941		5.90088
23.4041		23.4041		6.28156
23.4141		23.4141		6.71327
23.4241		23.4241		7.20712
23.4341		23.4341		7.77768
23.4441		23.4441		8.44449
23.4541		23.4541		9.23431
23.4641		23.4641		10.1848
23.4741		23.4741		11.351
23.4841		23.4841		12.8157
23.4941		23.4941		14.7111
23.5041		23.5041		17.2604
23.5141		23.5141		20.8733
23.5241		23.5241		26.3925
23.5341		23.5341		35.8697
23.5441		23.5441		55.9492
23.5541		23.5541		127.039
23.5641		23.5641		-469.8
23.5741		23.5741		-82.446
23.5841		23.5841		-45.1831
23.5941		23.5941		-31.1142
23.6041		23.6041		-23.7228
23.6141		23.6141		-19.166
23.6241		23.6241		-16.0749
23.6341		23.6341		-13.8401
23.6441		23.6441		-12.1486
23.6541		23.6541		-10.8237
23.6641		23.6641		-9.75751
23.6741		23.6741		-8.88093
23.6841		23.6841		-8.14734
23.6941		23.6941		-7.52429
23.7041		23.7041		-6.98844
23.7141		23.7141		-6.5226
23.7241		23.7241		-6.11381
23.7341		23.7341		-5.75212
23.7441		23.7441		-5.42978
23.7541		23.7541		-5.14065
23.7641		23.7641		-4.87979
23.7741		23.7741		-4.6432
23.7841		23.7841		-4.42761
23.7941		23.7941		-4.2303
23.8041		23.8041		-4.04901
23.8141		23.8141		-3.88183
23.8241		23.8241		-3.72714
23.8341		23.8341		-3.58357
23.8441		23.8441		-3.44994
23.8541		23.8541		-3.32522
23.8641		23.8641		-3.20852
23.8741		23.8741		-3.09908
23.8841		23.8841		-2.99622
23.8941		23.8941		-2.89935
23.9041		23.9041		-2.80794
23.9141		23.9141		-2.72151
23.9241		23.9241		-2.63967
23.9341		23.9341		-2.56204
23.9441		23.9441		-2.48829
23.9541		23.9541		-2.41811
23.9641		23.9641		-2.35126
23.9741		23.9741		-2.28747
23.9841		23.9841		-2.22654
23.9941		23.9941		-2.16826
24.0041		24.0041		-2.11245
24.0141		24.0141		-2.05896
24.0241		24.0241		-2.00762
24.0341		24.0341		-1.9583
24.0441		24.0441		-1.91088
24.0541		24.0541		-1.86524
24.0641		24.0641		-1.82126
24.0741		24.0741		-1.77886
24.0841		24.0841		-1.73795
24.0941		24.0941		-1.69843
24.1041		24.1041		-1.66023
24.1141		24.1141		-1.62328
24.1241		24.1241		-1.58751
24.1341		24.1341		-1.55285
24.1441		24.1441		-1.51926
24.1541		24.1541		-1.48667
24.1641		24.1641		-1.45504
24.1741		24.1741		-1.42431
24.1841		24.1841		-1.39445
24.1941		24.1941		-1.36541
24.2041		24.2041		-1.33715
24.2141		24.2141		-1.30964
24.2241		24.2241		-1.28284
24.2341		24.2341		-1.25672
24.2441		24.2441		-1.23124
24.2541		24.2541		-1.20639
24.2641		24.2641		-1.18213
24.2741		24.2741		-1.15843
24.2841		24.2841		-1.13528
24.2941		24.2941		-1.11265
24.3041		24.3041		-1.09051
24.3141		24.3141		-1.06886
24.3241		24.3241		-1.04766
24.3341		24.3341		-1.0269
24.3441		24.3441		-1.00656
24.3541		24.3541		-0.986629
24.3641		24.3641		-0.967087
24.3741		24.3741		-0.947919
24.3841		24.3841		-0.929111
24.3941		24.3941		-0.91065
24.4041		24.4041		-0.892521
24.4141		24.4141		-0.874714
24.4241		24.4241		-0.857215
24.4341		24.4341		-0.840014
24.4441		24.4441		-0.823099
24.4541		24.4541		-0.80646
24.4641		24.4641		-0.790088
24.4741		24.4741		-0.773972
24.4841		24.4841		-0.758104
24.4941		24.4941		-0.742475
24.5041		24.5041		-0.727076
24.5141		24.5141		-0.7119
24.5241		24.5241		-0.696938
24.5341		24.5341		-0.682183
24.5441		24.5441		-0.667628
24.5541		24.5541		-0.653266
24.5641		24.5641		-0.639091
24.5741		24.5741		-0.625095
24.5841		24.5841		-0.611274
24.5941		24.5941		-0.59762
24.6041		24.6041		-0.584129
24.6141		24.6141		-0.570794
24.6241		24.6241		-0.557611
24.6341		24.6341		-0.544574
24.6441		24.6441		-0.531678
24.6541		24.6541		-0.518919
24.6641		24.6641		-0.506291
24.6741		24.6741		-0.493791
24.6841		24.6841		-0.481413
24.6941		24.6941		-0.469154
24.7041		24.7041		-0.45701
24.7141		24.7141		-0.444976
24.7241		24.7241		-0.433048
24.7341		24.7341		-0.421224
24.7441		24.7441		-0.409498
24.7541		24.7541		-0.397869
24.7641		24.7641		-0.386331
24.7741		24.7741		-0.374883
24.7841		24.7841		-0.363519
24.7941		24.7941		-0.352239
24.8041		24.8041		-0.341037
24.8141		24.8141		-0.329912
24.8241		24.8241		-0.318859
24.8341		24.8341		-0.307877
24.8441		24.8441		-0.296962
24.8541		24.8541		-0.286112
24.8641		24.8641		-0.275324
24.8741		24.8741		-0.264596
24.8841		24.8841		-0.253923
24.8941		24.8941		-0.243305
24.9041		24.9041		-0.232739
24.9141		24.9141		-0.222221
24.9241		24.9241		-0.21175
24.9341		24.9341		-0.201323
24.9441		24.9441		-0.190939
24.9541		24.9541		-0.180594
24.9641		24.9641		-0.170286
24.9741		24.9741		-0.160013
24.9841		24.9841		-0.149773
24.9941		24.9941		-0.139563
25.0041		25.0041		-0.129383
25.0141		25.0141		-0.119228
25.0241		25.0241		-0.109098
25.0341		25.0341		-0.0989892
25.0441		25.0441		-0.0889009
25.0541		25.0541		-0.0788304
25.0641		25.0641		-0.0687759
25.0741		25.0741		-0.0587352
25.0841		25.0841		-0.0487062
25.0941		25.0941		-0.038687
25.1041		25.1041		-0.0286756
25.1141		25.1141		-0.0186699
25.1241		25.1241		-0.00866798
25.1341		25.1341		0.00133224
25.1441		25.1441		0.0113327
25.1541		25.1541		0.0213355
25.1641		25.1641		0.0313425
25.1741		25.1741		0.0413558
25.1841		25.1841		0.0513774
25.1941		25.1941		0.0614093
25.2041		25.2041		0.0714535
25.2141		25.2141		0.081512
25.2241		25.2241		0.091587
25.2341		25.2341		0.10168
25.2441		25.2441		0.111795
25.2541		25.2541		0.121931
25.2641		25.2641		0.132093
25.2741		25.2741		0.142281
25.2841		25.2841		0.152498
25.2941		25.2941		0.162747
25.3041		25.3041		0.173029
25.3141		25.3141		0.183346
25.3241		25.3241		0.193702
25.3341		25.3341		0.204097
25.3441		25.3441		0.214536
25.3541		25.3541		0.225019
25.3641		25.3641		0.235549
25.3741		25.3741		0.246129
25.3841		25.3841		0.256762
25.3941		25.3941		0.267449
25.4041		25.4041		0.278193
25.4141		25.4141		0.288997
25.4241		25.4241		0.299864
25.4341		25.4341		0.310797
25.4441		25.4441		0.321797
25.4541		25.4541		0.332869
25.4641		25.4641		0.344014
25.4741		25.4741		0.355237
25.4841		25.4841		0.366539
25.4941		25.4941		0.377925
25.5041		25.5041		0.389397
25.5141		25.5141		0.400958
25.5241		25.5241		0.412613
25.5341		25.5341		0.424364
25.5441		25.5441		0.436216
25.5541		25.5541		0.448171
25.5641		25.5641		0.460234
25.5741		25.5741		0.472409
25.5841		25.5841		0.484699
25.5941		25.5941		0.497109
25.6041		25.6041		0.509643
25.6141		25.6141		0.522305
25.6241		25.6241		0.535101
25.6341		25.6341		0.548034
25.6441		25.6441		0.561109
25.6541		25.6541		0.574332
25.6641		25.6641		0.587708
25.6741		25.6741		0.601242
25.6841		25.6841		0.61494
25.6941		25.6941		0.628807
25.7041		25.7041		0.64285
25.7141		25.7141		0.657074
25.7241		25.7241		0.671487
25.7341		25.7341		0.686094
25.7441		25.7441		0.700904
25.7541		25.7541		0.715922
25.7641		25.7641		0.731157
25.7741		25.7741		0.746617
25.7841		25.7841		0.762309
25.7941		25.7941		0.778242
25.8041		25.8041		0.794425
25.8141		25.8141		0.810867
25.8241		25.8241		0.827578
25.8341		25.8341		0.844568
25.8441		25.8441		0.861848
25.8541		25.8541		0.879428
25.8641		25.8641		0.89732
25.8741		25.8741		0.915535
25.8841		25.8841		0.934088
25.8941		25.8941		0.95299
25.9041		25.9041		0.972257
25.9141		25.9141		0.991901
25.9241		25.9241		1.01194
25.9341		25.9341		1.03239
25.9441		25.9441		1.05326
25.9541		25.9541		1.07458
25.9641		25.9641		1.09636
25.9741		25.9741		1.11863
25.9841		25.9841		1.1414
25.9941		25.9941		1.16469
26.0041		26.0041		1.18853
26.0141		26.0141		1.21295
26.0241		26.0241		1.23797
26.0341		26.0341		1.26361
26.0441		26.0441		1.28991
26.0541		26.0541		1.3169
26.0641		26.0641		1.34461
26.0741		26.0741		1.37307
26.0841		26.0841		1.40233
26.0941		26.0941		1.43242
26.1041		26.1041		1.46338
26.1141		26.1141		1.49526
26.1241		26.1241		1.52811
26.1341		26.1341		1.56198
26.1441		26.1441		1.59693
26.1541		26.1541		1.633
26.1641		26.1641		1.67028
26.1741		26.1741		1.70883
26.1841		26.1841		1.74871
26.1941		26.1941		1.79001
26.2041		26.2041		1.83282
26.2141		26.2141		1.87723
26.2241		26.2241		1.92334
26.2341		26.2341		1.97125
26.2441		26.2441		2.02109
26.2541		26.2541		2.07299
26.2641		26.2641		2.12709
26.2741		26.2741		2.18354
26.2841		26.2841		2.2425
26.2941		26.2941		2.30418
26.3041		26.3041		2.36876
26.3141		26.3141		2.43648
26.3241		26.3241		2.50758
26.3341		26.3341		2.58233
26.3441		26.3441		2.66105
26.3541		26.3541		2.74408
26.3641		26.3641		2.83179
26.3741		26.3741		2.92461
26.3841		26.3841		3.02302
26.3941		26.3941		3.12757
26.4041		26.4041		3.23888
26.4141		26.4141		3.35763
26.4241		26.4241		3.48463
26.4341		26.4341		3.62081
26.4441		26.4441		3.76722
26.4541		26.4541		3.92509
26.4641		26.4641		4.09586
26.4741		26.4741		4.28122
26.4841		26.4841		4.48316
26.4941		26.4941		4.70406
26.5041		26.5041		4.94677
26.5141		26.5141		5.21474
26.5241		26.5241		5.5122
26.5341		26.5341		5.84436
26.5441		26.5441		6.21776
26.5541		26.5541		6.64067
26.5641		26.5641		7.12376
26.5741		26.5741		7.68095
26.5841		26.5841		8.33086
26.5941		26.5941		9.0989
26.6041		26.6041		10.0207
26.6141		26.6141		11.1478
26.6241		26.6241		12.5578
26.6341		26.6341		14.3728
26.6441		26.6441		16.797
26.6541		26.6541		20.2002
26.6641		26.6641		25.3263
26.6741		26.6741		33.9298
26.6841		26.6841		51.3702
26.6941		26.6941		105.659
26.7041		26.7041		-1865.99
26.7141		26.7141		-94.91
26.7241		26.7241		-48.6883
26.7341		26.7341		-32.7382
26.7441		26.7441		-24.656
26.7541		26.7541		-19.7711
26.7641		26.7641		-16.4989
26.7741		26.7741		-14.1537
26.7841		26.7841		-12.39
26.7941		26.7941		-11.0151
26.8041		26.8041		-9.91316
26.8141		26.8141		-9.00996
26.8241		26.8241		-8.25607
26.8341		26.8341		-7.61717
26.8441		26.8441		-7.06871
26.8541		26.8541		-6.59268
26.8641		26.8641		-6.17553
26.8741		26.8741		-5.80691
26.8841		26.8841		-5.47875
26.8941		26.8941		-5.18469
26.9041		26.9041		-4.91961
26.9141		26.9141		-4.6794
26.9241		26.9241		-4.46066
26.9341		26.9341		-4.2606
26.9441		26.9441		-4.07689
26.9541		26.9541		-3.90758
26.9641		26.9641		-3.751
26.9741		26.9741		-3.60575
26.9841		26.9841		-3.4706
26.9941		26.9941		-3.34452
27.0041		27.0041		-3.2266
27.0141		27.0141		-3.11606
27.0241		27.0241		-3.01219
27.0341		27.0341		-2.9144
27.0441		27.0441		-2.82215
27.0541		27.0541		-2.73496
27.0641		27.0641		-2.65242
27.0741		27.0741		-2.57414
27.0841		27.0841		-2.49979
27.0941		27.0941		-2.42906
27.1041		27.1041		-2.36169
27.1141		27.1141		-2.29743
27.1241		27.1241		-2.23606
27.1341		27.1341		-2.17737
27.1441		27.1441		-2.12118
27.1541		27.1541		-2.06733
27.1641		27.1641		-2.01566
27.1741		27.1741		-1.96603
27.1841		27.1841		-1.91831
27.1941		27.1941		-1.87239
27.2041		27.2041		-1.82816
27.2141		27.2141		-1.78551
27.2241		27.2241		-1.74437
27.2341		27.2341		-1.70463
27.2441		27.2441		-1.66623
27.2541		27.2541		-1.62908
27.2641		27.2641		-1.59313
27.2741		27.2741		-1.5583
27.2841		27.2841		-1.52454
27.2941		27.2941		-1.4918
27.3041		27.3041		-1.46002
27.3141		27.3141		-1.42915
27.3241		27.3241		-1.39915
27.3341		27.3341		-1.36998
27.3441		27.3441		-1.3416
27.3541		27.3541		-1.31397
27.3641		27.3641		-1.28706
27.3741		27.3741		-1.26083
27.3841		27.3841		-1.23526
27.3941		27.3941		-1.21031
27.4041		27.4041		-1.18595
27.4141		27.4141		-1.16217
27.4241		27.4241		-1.13893
27.4341		27.4341		-1.11622
27.4441		27.4441		-1.094
27.4541		27.4541		-1.07227
27.4641		27.4641		-1.051
27.4741		27.4741		-1.03018
27.4841		27.4841		-1.00977
27.4941		27.4941		-0.989777
